No,공원명,위도,경도,경도,지번주소,도로명주소
236,산성공원,35.804619,127.159416,,전라북도 전주시 완산구 동서학동 산 152-6,전라북도 전주시 완산구 남고산성1길 21-12
237,태평문화공원,35.8247,127.13735,,전라북도 전주시 완산구 태평동 293,전라북도 전주시 완산구 태진로 44-3
238,효자묘지공원,35.8271309,127.0893455,,전라북도 전주시 완산구 효자동3가 산 145-1,전라북도 전주시 완산구 효자동3가 콩쥐팥쥐로 1705-152
239,도악산도립공원,35.7557241,127.086597,,전라북도 전주시 완산구 중인동 1230,전라북도 전주시 완산구 중인1길 257-35
240,연곡공원,35.7107,126.7348,,전라북도 부안군 부안읍 연곡리 산 35-1,전라북도 부안군 부안읍 석동길 68-9
241,재장공원,35.75602,126.7068,,전라북도 부안군 동진면 당상리 산 14-5,전라북도 부안군 동진면 간재로 289
242,용계공원,35.74773,126.6951,,전라북도 부안군 동진면 당상리 883-36,전라북도 부안군 동진면 용주동길 13-4
243,덕화공원,35.75881,126.7064,,전라북도 부안군 동진면 증산리 492,전라북도 부안군 계화면 화상길 10-12
244,봉황공원,35.74905,126.7388,,전라북도 부안군 동진면 봉황리 355-6,전라북도 부안군 동진면 동진로 81
245,수문공원,35.76696,126.6979,,전라북도 부안군 계화면 창북리 336-2,전라북도 부안군 계화면 신창길 46
246,화상공원,35.76191,126.7015,,전라북도 부안군 계화면 창북리 410,전라북도 부안군 계화면 화상길 9-1
247,계상공원,35.79248,126.6406,,전라북도 부안군 계화면 계화리 산 15-1,전라북도 부안군 계화면 계화로 590-5
248,동돈공원,35.75407,126.6397,,전라북도 부안군 계화면 의복리 109-2,전라북도 부안군 계화면 동돈길 33
249,돈지공원,35.75498,126.6476,,전라북도 부안군 계화면 의복리 3-2,전라북도 부안군 계화면 의복로 113
250,의복공원,35.74575,126.6447,,전라북도 부안군 계화면 의복리 산 8-1,전라북도 부안군 계화면 의복로 78-91
251,상서공원,35.69153,126.6789,,전라북도 부안군 상서면 용서리 213-6,전라북도 부안군 상서면 부안로 2055-14
252,오곡공원,35.71195,126.8015,,전라북도 부안군 백산면 오곡리 1041,전라북도 부안군 백산면 계동길 85
253,줄포공원,35.59377,126.6752,,전라북도 부안군 줄포면 줄포리 854-1,전라북도 부안군 줄포면 줄포용서길 12
254,원장공원,35.59409,126.6834,,전라북도 부안군 줄포면 장동리 406-41,전라북도 부안군 줄포면 금동길 69-3
255,제2호근린공원,35.68079,126.5314,,,전라북도 부안군 변산면 변산해수욕장길 8
256,백련공원,35.71481,126.6002,,전라북도 부안군 하서면 백련리 1229,전라북도 부안군 하서면 월포길 75
257,진서공원,35.59052,126.6133,,전라북도 부안군 진서면 곰소리 1012,전라북도 부안군 진서면 청자로 1008
258,매창공원,35.72077,126.7283,,전라북도 부안군 부안읍 서외리 455-84,전라북도 부안군 부안읍 매창1길 25
259,서여공원,35.9175984,127.0732176,,전라북도 완주군 삼례읍 삼례리 1656-3,전라북도 완주군 삼례읍 황서길 37-3
260,참사랑공원,35.9116689,127.0774923,,전라북도 완주군 삼례읍 삼례리 1689-52,전라북도 완주군 삼례읍 신금로 53-23
261,정농함박골공원,35.8379928,127.0234065,,전라북도 완주군 이서면 반교리 715,전라북도 완주군 이서면 정농홍개길 24-26
262,용소공원,35.8331454,127.0238487,,전라북도 완주군 이서면 용서리 859,전라북도 완주군 이서면 지사제3로 5-8
263,대아전통문화공원,35.9892172,127.2624596,,전라북도 완주군 고산면 소향리 162,전라북도 완주군 고산면 대아저수로 416
264,어린이공원,36.00915,127.665726,,전라북도 무주군 무주읍 읍내리 1428,전라북도 무주군 무주읍 교동길 27-2
265,제일공원,36.011206,127.660199,,전라북도 무주군 무주읍 읍내리 343-2,전라북도 무주군 무주읍 향한로 43
266,북고공원,36.01666,127.662608,,전라북도 무주군 무주읍 읍내리 산 8,전라북도 무주군 무주읍 한수로 32
267,앞산공원,35.967937,127.851167,,전라북도 무주군 무풍면 현내리 산 36-1,전라북도 무주군 무풍면 현내로 230
268,단지공원,35.86264,127.659511,,전라북도 무주군 안성면 장기리 산 22-1,전라북도 무주군 안성면 칠연로 104
269,무주공원,36.009162,127.66838,,전라북도 무주군 무주읍 읍내리 67-3,전라북도 무주군 무주읍 단천로6길 3-16
270,소공원,36.009386,127.663876,,전라북도 무주군 무주읍 읍내리 294-22,전라북도 무주군 무주읍 교동1길 12
271,소공원,36.008443,127.665408,,전라북도 무주군 무주읍 읍내리 266-7,전라북도 무주군 무주읍 단천로 129-10
272,벽천공원,36.009196,127.659961,,전라북도 무주군 무주읍 읍내리 831-2,전라북도 무주군 무주읍 다양길 5
273,벽천공원,36.008568,127.659697,,전라북도 무주군 무주읍 읍내리 837-6,전라북도 무주군 무주읍 단천로4길 7
274,어린이공원,36.010824,127.788932,,전라북도 무주군 설천면 소천리 983-53,전라북도 무주군 설천면 하평지길 38
275,소공원,36.001529,127.789689,,전라북도 무주군 설천면 소천리 767-1,전라북도 무주군 설천면 재궁길 8-17
276,장계어린이공원,35.44735,127.35563,,전라북도 남원시 내척동 산 49-8,전라북도 남원시 내척길 265-13
277,봉동장기어린이공원,35.9387748,127.164389,,전라북도 완주군 봉동읍 장기리 364,전라북도 완주군 봉동읍 봉동동서로 117-17
278,삼봉 근린공원(4),35.9210929,127.118869,,전라북도 완주군 삼례읍 수계리 1125,전라북도 완주군 삼례읍 삼봉5로 60
279,삼봉 근린공원(5),35.9203014,127.1124631,,전라북도 완주군 삼례읍 수계리 804,전라북도 완주군 삼례읍 신탁길 199
280,삼봉 어린이공원(6),35.9224015,127.1135159,,전라북도 완주군 삼례읍 수계리 827,전라북도 완주군 삼례읍 삼봉로 399
281,삼봉 어린이공원(7),35.9212605,127.1158395,,전라북도 완주군 삼례읍 수계리 946-12,전라북도 완주군 삼례읍 삼봉5로 60
282,삼봉 어린이공원(8),35.919285,127.117582,,전라북도 완주군 삼례읍 수계리 1113-1,전라북도 완주군 삼례읍 신탁길 160-24
283,삼봉 어린리공원(9),35.9200801,127.119822,,전라북도 완주군 삼례읍 수계리 1107-3,전라북도 완주군 삼례읍 삼봉9로 21
284,삼봉 어린이공원(10),35.9232423,127.1236932,,전라북도 완주군 삼례읍 수계리 278,전라북도 완주군 봉동읍 고천길 214
285,삼봉 어린이공원(11),35.9245778,127.1241065,,전라북도 완주군 삼례읍 수계리 283-1,전라북도 완주군 봉동읍 고천길 228-2
286,삼례수도산근린공원,35.903682,127.0683484,,전라북도 완주군 삼례읍 후정리 113-12,전라북도 완주군 삼례읍 금반길 5-12
287,소리공원,35.836145,127.0550234,,전라북도 완주군 이서면 갈산리 648,전라북도 완주군 이서면 두천로 45
288,새라공원,35.8332382,127.0570745,,전라북도 완주군 이서면 갈산리 667-8,전라북도 완주군 이서면 안전로 107-9
289,초록공원,35.8333692,127.0499878,,전라북도 완주군 이서면 금평리 800,전라북도 완주군 이서면 농생명로 265-1
290,설화공원,35.8334691,127.0294081,,전라북도 완주군 이서면 반교리 611,전라북도 완주군 이서면 반교로 150
291,노을공원,35.8332843,127.0412858,,전라북도 완주군 이서면 갈산리 712,
292,산들공원,35.8391906,127.0541614,,전라북도 완주군 이서면 갈산리 641-20,전라북도 완주군 이서면 양동길 8
293,병아리공원,35.8335799,127.0540985,,전라북도 완주군 이서면 갈산리 656-2,전라북도 완주군 이서면 갈산안길 18-5
294,비행기공원,35.8308576,127.0234643,,전라북도 완주군 이서면 용서리 771-14,전라북도 완주군 이서면 지사제안길 20-13
295,씽씽공원,35.8306749,127.0215346,,전라북도 완주군 이서면 용서리 767-6,전라북도 완주군 이서면 지사제안길 38
296,기차공원,35.8309169,127.0185971,,전라북도 완주군 이서면 용서리 761-5,전라북도 완주군 이서면 지사제안길 62-13
297,소예공원,35.9719816,127.113905,,전라북도 완주군 봉동읍 장구리 582-11,전라북도 완주군 봉동읍 테크노밸리로 534
298,만경강수변생태공원,35.9744638,127.2031989,,전라북도 완주군 고산면 읍내리 900,전라북도 완주군 고산면 고산로 70-10
299,장기늘푸름공원,35.9362195,127.1652179,,전라북도 완주군 봉동읍 장기리 1129-27,전라북도 완주군 봉동읍 하보상길 9-2
300,깡쇠어린이공원,35.9178175,127.0730178,,전라북도 완주군 삼례읍 삼례리 1656,전라북도 완주군 삼례읍 황서길 37-3
301,삼례충혼탑어린이공원,35.9078019,127.0709943,,전라북도 완주군 삼례읍 삼례리 1425-1,전라북도 완주군 삼례읍 충혼길 16
302,제1호 수변공원,35.95996,126.99678,,전라북도 익산시 부송동 216-4,전라북도 익산시 무왕로 1262
303,제2호 수변공원,35.929346,126.977006,,전라북도 익산시 금강동 993-1,전라북도 익산시 하나로 79
304,근린공원2(국가식품클러스터),35.985448,127.085763,,전라북도 익산시 왕궁면 광암리 1472,전라북도 익산시 왕궁면 무왕로 2178
305,소공원(국가식품클러스터),35.96907,127.088674,,전라북도 익산시 왕궁면 흥암리 1419,전라북도 익산시 왕궁면 국가식품로17길 11
306,중앙공원,35.9430816,127.1268386,,전라북도 완주군 봉동읍 용암리 823,전라북도 완주군 봉동읍 완주산단5로 85
307,매동공원,35.952055,127.1407432,,전라북도 완주군 봉동읍 용암리 766-1,전라북도 완주군 봉동읍 완주산단5로 284
308,명동자연공원,35.9447651,127.1182392,,전라북도 완주군 봉동읍 용암리 818,전라북도 완주군 봉동읍 완주산단5로 21
309,학골공원,35.9433504,127.1372115,,전라북도 완주군 봉동읍 용암리 829,전라북도 완주군 봉동읍 완주산단4로 182
310,다복공원,35.9395532,127.1319158,,전라북도 완주군 봉동읍 용암리 840,전라북도 완주군 봉동읍 완주산단2로 70
311,삼례신금근린공원,35.9215474,127.0939313,,전라북도 완주군 삼례읍 신금리 산 73-1,전라북도 완주군 삼례읍 효행로 39-5
312,신월희망공원,35.9263651,127.1625849,,전라북도 완주군 봉동읍 낙평리 1221-7,전라북도 완주군 봉동읍 낙평신월3길 22
313,둔산어린이공원,35.9634281,127.1264435,,전라북도 완주군 봉동읍 둔산리 875-1,전라북도 완주군 봉동읍 둔산3로 97
314,제2어린이공원,35.9599157,127.1243945,,전라북도 완주군 봉동읍 둔산리 895-4,전라북도 완주군 봉동읍 원둔산2길 21
315,신월햇살공원,35.9280614,127.1608183,,전라북도 완주군 봉동읍 낙평리 1232,전라북도 완주군 봉동읍 낙평신월2길 45
316,생강골공원,35.931149,127.1591568,,전라북도 완주군 봉동읍 낙평리 795,전라북도 완주군 봉동읍 봉동중앙로 136
317,배산택지3호공원,35.95103,126.934662,,전라북도 익산시 모현동1가 912,전라북도 익산시 모현동1가 선화로 28
318,배산택지4호공원,35.954052,126.941287,,전라북도 익산시 모현동2가 740,전라북도 익산시 모현동2가 배산로 183
319,배산택지2호공원,35.955438,126.936809,,전라북도 익산시 모현동2가 715,전라북도 익산시 모현동2가 선화로1길 57-35
320,배산택지1호공원,35.958841,126.938959,,전라북도 익산시 모현동2가 617,전라북도 익산시 모현동2가 동서로 42-23
321,배산택지6호공원,35.942291,126.935676,,전라북도 익산시 송학동 245-28,전라북도 익산시 배산로 39-6
322,배산택지5호공원,35.948975,126.937918,,전라북도 익산시 모현동1가 935,전라북도 익산시 모현동1가 배산로3길 24-5
323,배산택지1호공원,35.959205,126.938038,,전라북도 익산시 모현동2가 587,전라북도 익산시 모현동2가 동서로2길 13
324,배산택지2호공원,35.952831,126.935356,,전라북도 익산시 모현동2가 725,전라북도 익산시 모현동2가 선화로1길 57-33
325,배산택지3호공원,35.95128,126.938891,,전라북도 익산시 모현동1가 850,전라북도 익산시 모현동1가 선화로1길 20
326,1호공원 (왕궁온천),35.928362,127.059696,,전라북도 익산시 왕궁면 온수리 산 38-6,전라북도 익산시 왕궁면 온천길 102
327,2호공원 (왕궁온천),35.922444,127.058843,,전라북도 익산시 왕궁면 온수리 607-5,전라북도 익산시 왕궁면 온천길 26
328,5호어린이공원 (왕궁온천),35.923732,127.056207,,전라북도 익산시 춘포면 쌍정리 7-2,전라북도 익산시 춘포면 원쌍정길 20
329,2호어린이공원 (왕궁온천),35.926005,127.057132,,전라북도 익산시 왕궁면 온수리 산 49-16,전라북도 익산시 왕궁면 온천길 55
330,4호어린이공원 (왕궁온천),35.924579,127.058563,,전라북도 익산시 왕궁면 온수리 산 48,전라북도 익산시 왕궁면 온천길 38
331,1호어린이공원 (왕궁온천),35.921512,127.080046,,전라북도 익산시 왕궁면 온수리 66,전라북도 완주군 삼례읍 왕궁로 66-15
332,쌍릉공원,35.977532,127.030948,,전라북도 익산시 석왕동 6-7,전라북도 익산시 쌍능길 65
333,다송1공원(제4산단),36.0306,126.959169,,전라북도 익산시 함열읍 다송리 890,전라북도 익산시 함열읍 익산대로78길 313
334,다송2공원(제4산단),36.031966,126.956759,,전라북도 익산시 함열읍 다송리 888,전라북도 익산시 함열읍 익산대로78길 287
335,누리공원,36.03931,126.987518,,전라북도 익산시 삼기면 오룡리 1102,전라북도 익산시 삼기면 산단도마4길 60
336,물결공원,36.042537,127.003054,,전라북도 익산시 삼기면 연동리 922,전라북도 익산시 삼기면 채산1길 25
337,삼기공원,36.040618,126.985348,,전라북도 익산시 낭산면 용기리 1949,전라북도 익산시 낭산면 대도길 14
338,한울공원,36.043681,126.998733,,전라북도 익산시 낭산면 구평리 1550,전라북도 익산시 낭산면 산단구평길 126-6
339,새말공원,36.036498,126.987382,,전라북도 익산시 삼기면 오룡리 1144,전라북도 익산시 삼기면 산단도마2길 16-16
340,옛길공원,36.037036,126.992103,,전라북도 익산시 삼기면 오룡리 1235,전라북도 익산시 삼기면 오룡길 124-33
341,바람공원,36.028588,126.998787,,전라북도 익산시 삼기면 오룡리 1276,전라북도 익산시 삼기면 구정길 18-15
342,두레공원,36.048301,126.996246,,전라북도 익산시 낭산면 구평리 1422-4,전라북도 익산시 낭산면 산단구평길 142-41
343,여산 숲정이 성지공원,36.061684,127.082034,,전라북도 익산시 여산면 여산리 295,전라북도 익산시 여산면 가람로 414-1
344,와리공원,36.077233,126.966621,,전라북도 익산시 함열읍 와리 산 66-4,전라북도 익산시 함열읍 함열10길 32
345,돌숲공원,36.073029,126.963647,,전라북도 익산시 함열읍 와리 156-2,전라북도 익산시 함열읍 정동1길 16-10
346,마동3호공원,35.932436,126.962445,,전라북도 익산시 동산동 1066,전라북도 익산시 서동로26길 19
347,팔봉공원,35.963166,126.994145,,전라북도 익산시 부송동 265-5,전라북도 익산시 무왕로25길 30
348,익산묘지공원,35.973343,127.016654,,전라북도 익산시 석왕동 산 83,전라북도 익산시 무왕로 1471-63
349,제2공단,35.953198,126.999486,,전라북도 익산시 용제동 582,전라북도 익산시 석암로1길 33
350,용제,35.951259,127.005566,,전라북도 익산시 팔봉동 840,전라북도 익산시 석암로7길 73-21
351,수도산공원,35.934349,126.976132,,전라북도 익산시 금강동 531,전라북도 익산시 하나로3길 37
352,부송2호,35.955666,126.992064,,전라북도 익산시 부송동 1041,전라북도 익산시 부송로6길 1-1
353,부송지구공원,35.95832,126.989583,,전라북도 익산시 부송동 1033-4,전라북도 익산시 부송1로1길 19-9
354,영등2차2호공원,35.959688,126.980404,,전라북도 익산시 영등동 854,전라북도 익산시 무왕로17길 13
355,영등2차1호공원,35.962752,126.973332,,전라북도 익산시 영등동 811-1,전라북도 익산시 무왕로9길 49
356,영등2차4호공원,35.957121,126.982699,,전라북도 익산시 어양동 658,전라북도 익산시 부송1로 9-8
357,영등2차3호공원,35.961431,126.982089,,전라북도 익산시 어양동 631-3,전라북도 익산시 하나로8길 19
358,어양3차1호공원,35.956446,126.979232,,전라북도 익산시 어양동 645-1,전라북도 익산시 동서로57길 6
359,부송3차공원,35.961265,126.991113,,전라북도 익산시 부송동 1112,전라북도 익산시 하나로10길 90
360,팔봉 제2공원(18호),35.961849,127.006027,,전라북도 익산시 팔봉동 902,전라북도 익산시 무왕로 1338
361,팔봉 제3공원(19호),35.96028,127.01436,,전라북도 익산시 팔봉동 883,전라북도 익산시 석암로3길 210
362,팔봉제1공원(17호),35.951417,127.01562,,전라북도 익산시 춘포면 신동리 823,전라북도 익산시 춘포면 원정길 27-8
363,영등3차1호공원,35.954718,126.970563,,전라북도 익산시 영등동 757-5,전라북도 익산시 고봉로22길 23
364,어양3차1호공원,35.959209,126.983711,,전라북도 익산시 어양동 697,전라북도 익산시 하나로4길 14
365,금마,35.997087,127.056595,,전라북도 익산시 금마면 동고도리 산 90-3,전라북도 익산시 금마면 고도7길 9-10
366,황등공원,36.010822,126.939078,,전라북도 익산시 황등면 동연리 235-1,전라북도 익산시 황등면 시와로 39
367,춘포공원,35.899529,127.007951,,전라북도 익산시 춘포면 춘포리 989-17,전라북도 익산시 춘포면 춘포4길 29
368,무학공원,36.122252,126.949226,,전라북도 익산시 용안면 난포리 산 23,전라북도 익산시 용안면 강변로 1253-102
369,여산공원,36.060474,127.076316,,전라북도 익산시 여산면 제남리 386-1,전라북도 익산시 여산면 여강로 99-38
370,모인공원,35.957534,126.952067,,전라북도 익산시 모현동2가 22,전라북도 익산시 익산대로 356
371,송학공원,35.940877,126.927159,,전라북도 익산시 송학동 548-1,전라북도 익산시 학곤로20길 13
372,신동6호,35.959457,126.966139,,전라북도 익산시 신동 774-1,전라북도 익산시 인북로66길 39
373,신동3호,35.960083,126.958817,,전라북도 익산시 신동 802-5,전라북도 익산시 동서로13길 6-4
374,신동8호,35.959591,126.95605,,전라북도 익산시 신동 823-4,전라북도 익산시 익산대로54길 54
375,신동5호,35.959755,126.963999,,전라북도 익산시 신동 847,전라북도 익산시 동서로33길 77-1
376,신동4호,35.960871,126.961118,,전라북도 익산시 신동 782-1,전라북도 익산시 동서로23길 83
377,신동9호,35.963157,126.956859,,전라북도 익산시 신동 791-1,전라북도 익산시 무왕로4길 12-11
378,신동2호,35.957364,126.955464,,전라북도 익산시 신동 737-1,전라북도 익산시 동서로7길 19-3
379,신동1호,35.954599,126.960741,,전라북도 익산시 남중동 538-16,전라북도 익산시 동서로29길 21-3
380,신동7호,35.957419,126.965207,,전라북도 익산시 신동 814-6,전라북도 익산시 인북로62길 39
381,남부5호공원,35.927365,126.954213,,전라북도 익산시 인화동2가 107,전라북도 익산시 인화동2가 목천로6길 87
382,영등1차 1호공원,35.953006,126.976293,,전라북도 익산시 영등동 690-11,전라북도 익산시 고봉로18길 69-57
383,영등1차 2호공원,35.953277,126.97921,,전라북도 익산시 어양동 594-1,전라북도 익산시 고봉로18길 97-3
384,꿈마을공원,35.8303083,127.1668375,,전라북도 전주시 덕진구 인후동1가 890-2,전라북도 전주시 덕진구 인후동1가 석소로 29
385,가재미공원,35.826157,127.162141,,전라북도 전주시 덕진구 인후동1가 906-1,전라북도 전주시 덕진구 인후동1가 무삼지2길 9-6
386,하평공원,35.828,127.1654625,,전라북도 전주시 덕진구 인후동1가 918-2,전라북도 전주시 덕진구 인후동1가 무삼지로 21
387,한범로공원,35.8238667,127.167275,,전라북도 전주시 덕진구 인후동1가 943-6,전라북도 전주시 덕진구 인후동1가 한배미5길 4
388,문화로공원,35.8271698,127.1700456,,전라북도 전주시 덕진구 인후동1가 951-5,전라북도 전주시 덕진구 우아동1가 아중로 192
389,185호공원,35.827572,127.1316747,,전라북도 전주시 덕진구 진북동 1043-23,전라북도 전주시 덕진구 벚꽃2길 3-7
390,동산구역,35.870391,127.079944,,전라북도 전주시 덕진구 여의동2가 571-4,전라북도 전주시 덕진구 여의동2가 덕용1길 25-19
391,서찰방공원,35.834262,127.06788,,전라북도 전주시 덕진구 만성동 1168-8,전라북도 전주시 덕진구 월방1길 22-9
392,월방공원,35.834766,127.072522,,전라북도 전주시 덕진구 만성동 1194-3,전라북도 전주시 덕진구 월방5길 10
393,179호공원,35.8680381,127.1235233,,전라북도 전주시 덕진구 송천동2가 270-3,전라북도 전주시 덕진구 송천동2가 붓내3길 17-11
394,우아구역,35.8432098,127.1650066,,전라북도 전주시 덕진구 우아동3가 386-1,전라북도 전주시 덕진구 우아동3가 안덕원2길 3
395,종광대,35.8308589,127.1513332,,전라북도 전주시 덕진구 인후동1가 176-22,전라북도 전주시 덕진구 인후동1가 반태산1길 98-3
396,만성문화,35.849268,127.076888,,전라북도 전주시 덕진구 만성동 1350-13,전라북도 전주시 덕진구 만성북1길 10
397,만성수변,35.842308,127.068962,,전라북도 전주시 덕진구 만성동 1267-2,전라북도 전주시 덕진구 만성남1길 10
398,배산 공원,35.960209,126.94431,,전라북도 익산시 모현동2가 산 9-1,전라북도 익산시 모현동2가 동서로 67-27
399,함열공원,36.083909,126.958572,,전라북도 익산시 함열읍 와리 532-40,전라북도 익산시 함열읍 함열1길 84-1
400,보덕공원,35.995109,127.045916,,전라북도 익산시 금마면 서고도리 215-3,전라북도 익산시 금마면 미륵사지로 97-20
401,붓내공원,35.8680849,127.1253712,,전라북도 전주시 덕진구 송천동2가 1270,전라북도 전주시 덕진구 송천동2가 붓내3길 29
402,솔내공원,35.8669401,127.1268593,,전라북도 전주시 덕진구 송천동2가 1274,전라북도 전주시 덕진구 송천동2가 붓내3길 50
403,수성로공원,35.8263,127.17495,,전라북도 전주시 덕진구 우아동1가 1118-1,전라북도 전주시 덕진구 우아동1가 인교7길 20-26
404,아중18호공원,35.8344548,127.1693015,,전라북도 전주시 덕진구 우아동2가 869-2,전라북도 전주시 덕진구 우아동2가 석소2길 14-5
405,왜들공원,35.8321667,127.171825,,전라북도 전주시 덕진구 우아동2가 895-6,전라북도 전주시 덕진구 우아동2가 아중6길 24-4
406,오동제공원,35.828725,127.1704625,,전라북도 전주시 덕진구 우아동2가 910-4,전라북도 전주시 덕진구 우아동2가 아중3길 6-5
407,우아2공원,35.8526139,127.1562423,,전라북도 전주시 덕진구 우아동3가 762,전라북도 전주시 덕진구 우아동3가 우아10길 17-8
408,우아1공원,35.8506497,127.1546941,,전라북도 전주시 덕진구 우아동3가 747-84,전라북도 전주시 덕진구 우아동3가 우아7길 9
409,황산공원,35.8452321,127.1558875,,전라북도 전주시 덕진구 우아동3가 750,전라북도 전주시 덕진구 우아동3가 도당산로 23-2
410,신기공원,35.8472966,127.163038,,전라북도 전주시 덕진구 우아동3가 753,전라북도 전주시 덕진구 우아동3가 신기2길 5-2
411,안골공원,35.8408554,127.1570512,,전라북도 전주시 덕진구 인후동1가 753-4,전라북도 전주시 덕진구 인후동1가 안골3길 19-11
412,안골노인복지공원,35.8381856,127.1571268,,전라북도 전주시 덕진구 인후동1가 764-6,전라북도 전주시 덕진구 인후동1가 안골1길 7
413,언덕공원,35.8353321,127.15355,,전라북도 전주시 덕진구 인후동1가 774-1,전라북도 전주시 덕진구 인후동1가 팽나무3길 15-5
414,진버들공원,35.8355459,127.1633272,,전라북도 전주시 덕진구 인후동1가 802-2,전라북도 전주시 덕진구 인후동1가 진버들4길 7
415,북가재미공원,35.8319588,127.1614708,,전라북도 전주시 덕진구 인후동1가 843-1,전라북도 전주시 덕진구 인후동1가 가재미로 80
416,도란길공원,35.8334582,127.1643967,,전라북도 전주시 덕진구 인후동1가 854-3,전라북도 전주시 덕진구 인후동1가 동가재미2길 28-3
417,구총목공원,35.829244,127.162528,,전라북도 전주시 덕진구 인후동1가 882-1,전라북도 전주시 덕진구 인후동1가 가재미로 44
418,원장동공원,35.8414026,127.055179,,전라북도 전주시 덕진구 장동 1065,전라북도 전주시 덕진구 틀못1길 17
419,엽순공원,35.84329,127.067108,,전라북도 전주시 덕진구 장동 131-3,전라북도 전주시 덕진구 중동로 104-14
420,팔곽공원,35.855455,127.095419,,전라북도 전주시 덕진구 팔복동2가 339,전라북도 전주시 덕진구 팔복동2가 학산길 3
421,쇠똥구리공원,35.845173,127.112922,,전라북도 전주시 덕진구 덕진동2가 638-1,전라북도 전주시 덕진구 덕진동2가 하가1길 51-5
422,반딧불이공원,35.8426907,127.1112975,,전라북도 전주시 덕진구 덕진동2가 679,전라북도 전주시 덕진구 덕진동2가 가련산로 31
423,여울목공원,35.8388509,127.1141744,,전라북도 전주시 덕진구 덕진동2가 699,전라북도 전주시 덕진구 덕진동2가 가리내로 214
424,만성어린 5,35.838076,127.076421,,전라북도 전주시 덕진구 만성동 1290-2,전라북도 전주시 덕진구 만성동로 16
425,찰방공원,35.833701,127.07012,,전라북도 전주시 덕진구 만성동 1175-15,전라북도 전주시 덕진구 월방1길 4-5
426,월평공원,35.835609,127.073648,,전라북도 전주시 덕진구 만성동 1188-16,전라북도 전주시 덕진구 월방7길 13
427,월방공원,35.833096,127.071756,,전라북도 전주시 덕진구 만성동 1201-8,전라북도 전주시 덕진구 월방2길 11-4
428,만성어린 1,35.850355,127.072459,,전라북도 전주시 덕진구 여의동 993,전라북도 전주시 덕진구 용정길 67-6
429,만성어린 4,35.843461,127.079951,,전라북도 전주시 덕진구 만성동 1374-3,전라북도 전주시 덕진구 만성동로 84-9
430,만성어린 3,35.848193,127.083136,,전라북도 전주시 덕진구 만성동 1404,전라북도 전주시 덕진구 정여립로 1115
431,만성어린 2,35.839633,127.071497,,전라북도 전주시 덕진구 만성동 1280-4,전라북도 전주시 덕진구 만성남로 28-7
432,송천유적공원,35.8649603,127.1187162,,전라북도 전주시 덕진구 송천동1가 816-1,전라북도 전주시 덕진구 송천동1가 용소로 95-11
433,송천제2호공원,35.8612674,127.1175949,,전라북도 전주시 덕진구 송천동1가 844-10,전라북도 전주시 덕진구 송천동1가 송천3길 38-22
434,산성 1,35.806843,127.159626,,전라북도 전주시 완산구 동서학동 847-4,전라북도 전주시 완산구 남고산성2길 5-8
435,원각사,35.808567,127.153062,,전라북도 전주시 완산구 동서학동 173-8,전라북도 전주시 완산구 천경로 25-3
436,불무 2,35.804809,127.146556,,전라북도 전주시 완산구 서서학동 102-2,전라북도 전주시 완산구 공수내1길 15-15
437,바구멀,35.8283414,127.1252804,,전라북도 전주시 완산구 서신동 8-4,전라북도 전주시 완산구 전룡로 110-15
438,가락구역,35.8127361,127.1385021,,전라북도 전주시 완산구 서완산동1가 525-6,전라북도 전주시 완산구 서완산동1가 빙고리2길 4-20
439,가락구역,35.8118491,127.1383645,,전라북도 전주시 완산구 서완산동1가 574-17,전라북도 전주시 완산구 서완산동1가 빙고리2길 3-9
440,원중공원,35.8425686,127.0643556,,전라북도 전주시 덕진구 장동 1093-6,전라북도 전주시 덕진구 중동로 104-6
441,정문공원,35.859214,127.059582,,전라북도 전주시 덕진구 장동 1054-1,전라북도 전주시 덕진구 장동유통로 2-8
442,간납대1,35.8171342,127.152027,,전라북도 전주시 완산구 풍남동3가 104,전라북도 전주시 완산구 풍남동3가 은행로 30-3
443,간납대2,35.8162356,127.1553497,,전라북도 전주시 완산구 풍남동3가 9-29,전라북도 전주시 완산구 풍남동3가 기린대로 76-5
444,하늘공원,35.845173,127.112922,,전라북도 전주시 덕진구 덕진동2가 638-1,전라북도 전주시 덕진구 덕진동2가 하가1길 51-5
445,만성지구 1,35.840928,127.078358,,전라북도 전주시 덕진구 만성동 1324,전라북도 전주시 덕진구 만성동로 60
446,만성지구 2,35.845102,127.078391,,전라북도 전주시 덕진구 만성동 1371-3,전라북도 전주시 덕진구 만성로 152
447,덕진공원,35.847952,127.122718,,전라북도 전주시 덕진구 덕진동1가 1316-2,전라북도 전주시 덕진구 덕진동1가 권삼득로 374-8
448,나들목공원,35.8761683,127.0557582,,전라북도 전주시 덕진구 용정동 469-15,전라북도 전주시 덕진구 번영로 455
449,중상보공원,35.8306652,127.1713126,,전라북도 전주시 덕진구 우아동2가 907,전라북도 전주시 덕진구 우아동2가 아중중앙로 30
450,아람길공원,35.8306485,127.1682629,,전라북도 전주시 덕진구 인후동1가 858-3,전라북도 전주시 덕진구 인후동1가 석소로 31
451,인후공원,35.8418516,127.1594673,,전라북도 전주시 덕진구 인후동1가 산 4-6,전라북도 전주시 덕진구 인후동1가 안골3길 23-4
