No,공원명,위도,경도,경도,지번주소,도로명주소
452,도화공원,35.8072794,127.0980766,,전라북도 전주시 완산구 효자동2가 1193-5,전라북도 전주시 완산구 효자동2가 소태정로 21
453,달맞이공원,35.8070168,127.1015986,,전라북도 전주시 완산구 효자동2가 1201-3,전라북도 전주시 완산구 효자동2가 용호로 20
454,푸른연꽃공원,35.8037325,127.0990881,,전라북도 전주시 완산구 효자동2가 1205-1,전라북도 전주시 완산구 효자동2가 소태정5길 9-10
455,효자제6호공원,35.8126369,127.0991742,,전라북도 전주시 완산구 효자동2가 1247-13,전라북도 전주시 완산구 효자동2가 봉곡3길 17-6
456,효자제7호공원,35.8124448,127.1042005,,전라북도 전주시 완산구 효자동2가 1260-18,전라북도 전주시 완산구 효자동2가 구룡1길 19-10
457,사이언스공원,35.8093916,127.0954858,,전라북도 전주시 완산구 효자동2가 1310,전라북도 전주시 완산구 효자동2가 후곡길 11-18
458,금파공원,35.8096505,127.0981411,,전라북도 전주시 완산구 효자동2가 1314-3,전라북도 전주시 완산구 효자동2가 호암로 41
459,물빛채공원,35.8112833,127.1005889,,전라북도 전주시 완산구 효자동2가 1314-5,전라북도 전주시 완산구 효자동2가 우전로 181
460,토방공원,35.8099161,127.1014443,,전라북도 전주시 완산구 효자동2가 1315-5,전라북도 전주시 완산구 효자동2가 호암로 61
461,불빛공원,35.805575,127.102325,,전라북도 전주시 완산구 효자동2가 1322,전라북도 전주시 완산구 효자동2가 소태정4길 19-4
462,나무향공원,35.8097583,127.10575,,전라북도 전주시 완산구 효자동2가 1329-7,전라북도 전주시 완산구 효자동2가 우전1길 66-5
463,효천제2호공원,35.7991459,127.1041882,,전라북도 전주시 완산구 효자동2가 1364-2,전라북도 전주시 완산구 효자동2가 효천중앙로 17
464,효천제4호공원,35.8133195,127.1085028,,전라북도 전주시 완산구 효자동2가 1158-3,전라북도 전주시 완산구 효자동2가 범안2길 6
465,효천제3호공원,35.8116398,127.1078112,,전라북도 전주시 완산구 효자동2가 100-1,전라북도 전주시 완산구 효자동2가 범안1길 26
466,서중공원,35.8353049,127.100204,,전라북도 전주시 완산구 효자동3가 1433,전라북도 전주시 완산구 효자동3가 서곡1길 14-18
467,신덕공원,35.8341039,127.1025859,,전라북도 전주시 완산구 효자동3가 1443-2,전라북도 전주시 완산구 효자동3가 서곡2길 13-6
468,양지뜸공원,35.8323605,127.0982707,,전라북도 전주시 완산구 효자동3가 1473-4,전라북도 전주시 완산구 효자동3가 서곡로 31
469,서곡공원,35.8298871,127.098751,,전라북도 전주시 완산구 효자동3가 1487,전라북도 전주시 완산구 효자동3가 황강서원5길 41
470,효자제1호공원,35.8353578,127.1001792,,전라북도 전주시 완산구 효자동3가 1433,전라북도 전주시 완산구 효자동3가 서곡1길 14-18
471,효자제2호공원,35.8341798,127.1027015,,전라북도 전주시 완산구 효자동3가 1443-2,전라북도 전주시 완산구 효자동3가 서곡2길 13-6
472,효자제3호공원,35.8322637,127.0984445,,전라북도 전주시 완산구 효자동3가 1473-4,전라북도 전주시 완산구 효자동3가 서곡로 31
473,효자제4호공원,35.8300667,127.0990875,,전라북도 전주시 완산구 효자동3가 1580,전라북도 전주시 완산구 효자동3가 황강서원5길 37
474,효자제5호공원,35.8164425,127.0962772,,전라북도 전주시 완산구 효자동3가 1713-18,전라북도 전주시 완산구 효자동3가 농소6길 29-26
475,효자공원,35.8368478,127.1048344,,전라북도 전주시 완산구 효자동3가 산 19-1,전라북도 전주시 완산구 효자동3가 온고을로 170-9
476,추심정 2,35.818302,127.154949,,전라북도 전주시 완산구 남노송동 102-13,전라북도 전주시 완산구 기린대로 100-10
477,112호공원,35.818097,127.116827,,전라북도 전주시 완산구 중화산동2가 775-3,전라북도 전주시 완산구 중화산동2가 신촌4길 10-4
478,109호공원,35.821066,127.114765,,전라북도 전주시 완산구 중화산동2가 819-1,전라북도 전주시 완산구 중화산동2가 화산천변6길 11-3
479,도화봉공원,35.7968614,127.1336255,,전라북도 전주시 완산구 평화동1가 592-2,전라북도 전주시 완산구 평화동1가 꽃밭정1길 8
480,평화제1공원,35.7967331,127.1331644,,전라북도 전주시 완산구 평화동1가 597-6,전라북도 전주시 완산구 평화동1가 꽃밭정1길 7-26
481,평화제2공원,35.795386,127.1338796,,전라북도 전주시 완산구 평화동1가 722-1,전라북도 전주시 완산구 평화동1가 평화18길 30-7
482,감나무골공원,35.7948083,127.1381875,,전라북도 전주시 완산구 평화동1가 740-1,전라북도 전주시 완산구 평화동1가 평화19길 14-4
483,평화1공원,35.7920555,127.1373693,,전라북도 전주시 완산구 평화동1가 760,전라북도 전주시 완산구 평화동1가 평화16길 6-3
484,참새암공원,35.7918417,127.1351125,,전라북도 전주시 완산구 평화동2가 858-4,전라북도 전주시 완산구 평화동2가 평화14길 27-33
485,맏내공원,35.78895,127.1360625,,전라북도 전주시 완산구 평화동2가 873-5,전라북도 전주시 완산구 평화동2가 평화9길 5-1
486,평화3-1호공원,35.7861968,127.1316592,,전라북도 전주시 완산구 평화동2가 889-6,전라북도 전주시 완산구 평화동2가 소대배기로 18-34
487,평화3-2호공원,35.7856998,127.1344264,,전라북도 전주시 완산구 평화동2가 896-2,전라북도 전주시 완산구 평화동2가 평화로 106
488,평화3-3호공원,35.7833621,127.1323212,,전라북도 전주시 완산구 평화동2가 897-2,전라북도 전주시 완산구 평화동2가 평화3길 8-4
489,신리공원,35.804633,127.1224,,전라북도 전주시 완산구 효자동1가 551,전라북도 전주시 완산구 효자동1가 성지산2길 10-6
490,장성공원,35.8091389,127.1171267,,전라북도 전주시 완산구 효자동1가 631,전라북도 전주시 완산구 효자동1가 밤나무2길 28
491,효문공원,35.8024411,127.1148139,,전라북도 전주시 완산구 효자동1가 653,전라북도 전주시 완산구 효자동1가 강변로 120-1
492,풍남공원,35.8008873,127.1143676,,전라북도 전주시 완산구 효자동1가 655,전라북도 전주시 완산구 효자동1가 효자천변1길 25-6
493,효림공원,35.8026067,127.1139164,,전라북도 전주시 완산구 효자동1가 659-4,전라북도 전주시 완산구 효자동1가 강변로 120-1
494,안행공원,35.8044509,127.1357063,,전라북도 전주시 완산구 효자동1가 681,전라북도 전주시 완산구 효자동1가 외칠봉2길 3
495,은빛공원,35.8030755,127.133952,,전라북도 전주시 완산구 효자동1가 690-5,전라북도 전주시 완산구 효자동1가 안행7길 10-4
496,효자제8호공원,35.8130412,127.1086755,,전라북도 전주시 완산구 효자동2가 1164-1,전라북도 전주시 완산구 효자동2가 범안2길 6
497,한지공원,35.8073085,127.0956666,,전라북도 전주시 완산구 효자동2가 1191-3,전라북도 전주시 완산구 효자동2가 천잠로 225
498,선율공원,35.8092091,127.100238,,전라북도 전주시 완산구 효자동2가 1192-2,전라북도 전주시 완산구 효자동2가 호암로 59
499,고사평 동 공원,35.8380988,127.1088449,,전라북도 전주시 완산구 서신동 1018,전라북도 전주시 완산구 고사평7길 17
500,안터공원,35.8310213,127.1195074,,전라북도 전주시 완산구 서신동 787-1,전라북도 전주시 완산구 감나무로 50
501,명당골공원,35.8262083,127.11925,,전라북도 전주시 완산구 서신동 887-8,전라북도 전주시 완산구 전룡4길 11
502,서여울길공원,35.8361409,127.1111673,,전라북도 전주시 완산구 서신동 977,전라북도 전주시 완산구 고사평6길 11-3
503,고사평 서 공원,35.8360718,127.1086221,,전라북도 전주시 완산구 서신동 944-1,전라북도 전주시 완산구 고사평3길 13-4
504,서부공원,35.8342669,127.1130516,,전라북도 전주시 완산구 서신동 962-5,전라북도 전주시 완산구 새터로 52-14
505,선수촌공원,35.834732,127.1191631,,전라북도 전주시 완산구 서신동 965-4,전라북도 전주시 완산구 새터로 100
506,재뜸공원,35.826675,127.12325,,전라북도 전주시 완산구 서신동 988,전라북도 전주시 완산구 백제대로 380-6
507,노송공원,35.8244417,127.1575,,전라북도 전주시 완산구 중노송동 253-75,전라북도 전주시 완산구 인봉1길 47
508,오정공원,35.832944,127.062113,,전라북도 전주시 덕진구 중동 832,전라북도 전주시 덕진구 오정2길 21
509,인정길공원,35.8194227,127.1195918,,전라북도 전주시 완산구 중화산동2가 586,전라북도 전주시 완산구 중화산동2가 인정2길 6
510,근영길공원,35.8171912,127.1247299,,전라북도 전주시 완산구 중화산동2가 655-4,전라북도 전주시 완산구 중화산동2가 영경3길 9
511,한두평공원,35.8137,127.1247,,전라북도 전주시 완산구 중화산동2가 662-5,전라북도 전주시 완산구 중화산동2가 한두평2길 16
512,화산2구획제3공원,35.8195981,127.120609,,전라북도 전주시 완산구 중화산동2가 584-13,전라북도 전주시 완산구 중화산동2가 인정1길 3-1
513,매너머공원,35.8225512,127.1189326,,전라북도 전주시 완산구 중화산동2가 702-1,전라북도 전주시 완산구 중화산동2가 중화산로 138-14
514,111호공원,35.820225,127.117228,,전라북도 전주시 완산구 중화산동2가 757-1,전라북도 전주시 완산구 중화산동2가 화산천변4길 12-3
515,110호공원,35.819646,127.114791,,전라북도 전주시 완산구 중화산동2가 763-4,전라북도 전주시 완산구 중화산동2가 화산천변1길 12-4
516,용호근린공원,35.8060667,127.1042889,,전라북도 전주시 완산구 효자동2가 1333-2,전라북도 전주시 완산구 효자동2가 소태정4길 23-8
517,바위백이공원,35.8172889,127.1001655,,전라북도 전주시 완산구 효자동3가 1858,전라북도 전주시 완산구 효자동3가 농소7길 32-6
518,효천지구 1호공원,35.8008763,127.1074326,,전라북도 전주시 완산구 효자동2가 1371,전라북도 전주시 완산구 효자동2가 쑥고개로 384-12
519,효열공원,35.8072423,127.0988836,,전라북도 전주시 완산구 효자동2가 1193-7,전라북도 전주시 완산구 효자동2가 소태정로 21
520,솔바람공원,35.8066599,127.1000592,,전라북도 전주시 완산구 효자동2가 1200-1,전라북도 전주시 완산구 효자동2가 용호로 34
521,모롱지공원,35.8364307,127.1042469,,전라북도 전주시 완산구 효자동3가 1407-3,전라북도 전주시 완산구 효자동3가 서곡6길 14
522,문학대2공원,35.8296857,127.1067852,,전라북도 전주시 완산구 효자동3가 1523-1,전라북도 전주시 완산구 효자동3가 홍산로 390
523,마전숲,35.8186976,127.1105922,,전라북도 전주시 완산구 효자동3가 1526-1,전라북도 전주시 완산구 효자동3가 홍산4길 14
524,서부제5공원,35.8296463,127.0971274,,전라북도 전주시 완산구 효자동3가 1578,전라북도 전주시 완산구 효자동3가 황강서원1길 13
525,서부제4공원,35.8302219,127.0998085,,전라북도 전주시 완산구 효자동3가 1580,전라북도 전주시 완산구 효자동3가 황강서원5길 31
526,문학대1공원,35.829399,127.1048977,,전라북도 전주시 완산구 효자동3가 1587,전라북도 전주시 완산구 효자동3가 황강서원5길 8-17
527,천잠공원,35.8186603,127.0826965,,전라북도 전주시 완산구 효자동3가 산 211-1,전라북도 전주시 완산구 효자동3가 백마산길 99-15
528,모퉁이공원,35.7936774,127.1181687,,전라북도 전주시 완산구 삼천동1가 716,전라북도 전주시 완산구 삼천동1가 하거마2길 22-6
529,곰솔나무길공원,35.8003451,127.1283624,,전라북도 전주시 완산구 삼천동1가 732-5,전라북도 전주시 완산구 삼천동1가 백제대로 72
530,안행구획제1공원,35.8020071,127.1293144,,전라북도 전주시 완산구 삼천동1가 739,전라북도 전주시 완산구 삼천동1가 안행2길 23
531,신안행로공원,35.7997895,127.1315427,,전라북도 전주시 완산구 삼천동1가 750-3,전라북도 전주시 완산구 삼천동1가 안행3길 9-5
532,삼천주공공원,35.7949163,127.1113202,,전라북도 전주시 완산구 삼천동1가 765-1,전라북도 전주시 완산구 삼천동1가 삼천천변1길 16
533,거마공원,35.7993167,127.1206625,,전라북도 전주시 완산구 삼천동1가 176-2,전라북도 전주시 완산구 삼천동1가 성지산로 24
534,강변공원,35.799235,127.1108685,,전라북도 전주시 완산구 삼천동1가 724-1,전라북도 전주시 완산구 삼천동1가 용리로 13
535,삼천공원,35.7874466,127.0983472,,전라북도 전주시 완산구 삼천동2가 산 53-1,전라북도 전주시 완산구 삼천동2가 계룡산길 88
536,도내기샘공원,35.831765,127.1164415,,전라북도 전주시 완산구 서신동 794,전라북도 전주시 완산구 서신로 90
537,서일공원,35.8371335,127.1160695,,전라북도 전주시 완산구 서신동 960-3,전라북도 전주시 완산구 여울로 79-1
538,마당재공원,35.8232785,127.162939,,전라북도 전주시 완산구 중노송동 산 14-1,전라북도 전주시 완산구 견훤로 114-8
539,중동공원,35.8336739,127.0615388,,전라북도 전주시 덕진구 중동 787-11,전라북도 전주시 덕진구 오정2길 21
540,는들공원,35.8335421,127.0659617,,전라북도 전주시 덕진구 중동 808,전라북도 전주시 덕진구 월방1길 22-7
541,오공공원,35.8329444,127.0621134,,전라북도 전주시 덕진구 중동 832,전라북도 전주시 덕진구 오정2길 21
542,정문공원,35.832906,127.064593,,전라북도 전주시 덕진구 중동 832,전라북도 전주시 덕진구 오공로 70
543,다가공원,35.8142259,127.1378552,,전라북도 전주시 완산구 중화산동1가 150-3,전라북도 전주시 완산구 서완산동1가 빙고리3길 19
544,선너머공원,35.810008,127.126525,,전라북도 전주시 완산구 중화산동2가 547,전라북도 전주시 완산구 중화산동2가 따박골로 46
545,33호공원,35.8223775,127.1144353,,전라북도 전주시 완산구 중화산동2가 746-3,전라북도 전주시 완산구 중화산동2가 화산천변7길 15
546,효자공원,35.8114018,127.1205917,,전라북도 전주시 완산구 효자동1가 634,전라북도 전주시 완산구 효자동1가 신봉로 51
547,제15호공원,36.6015014,127.2886644,,세종특별자치시 조치원읍 침산리 279-9,세종특별자치시 조치원읍 문화6길 6
548,풀꽃 어린이공원(어1-2),36.50510126,127.2393741,,세종특별자치시 고운동 1724,세종특별자치시 마음안로 13
549,큰별꽃 어린이공원(어1-3),36.51857852,127.2322837,,세종특별자치시 고운동 1006,세종특별자치시 마음로 241
550,꽃다비 어린이공원(어1-4),36.51781212,127.2297092,,세종특별자치시 고운동 1059,세종특별자치시 고운북6길 59
551,솜꽃 어린이공원(어1-5),36.51627017,127.2273959,,세종특별자치시 고운동 898,세종특별자치시 마음안1로 53
552,함소꽃 어린이공원(어1-6),36.51845325,127.2373208,,세종특별자치시 고운동 1386,세종특별자치시 마음안1로 167
553,꽃누리 어린이공원(어1-7),36.51568321,127.2308416,,세종특별자치시 고운동 1366,세종특별자치시 마음로 208
554,대롱꽃 어린이공원(어1-8),36.50756042,127.2335055,,세종특별자치시 고운동 1665,세종특별자치시 고운서2길 52-10
555,섬초롱 어린이공원(어1-9),36.50711428,127.2312314,,세종특별자치시 고운동 1469,세종특별자치시 만남1북로 97
556,앵두꽃 어린이공원(어1-10),36.50170749,127.2348453,,세종특별자치시 고운동 1803,세종특별자치시 만남로3길 65
557,눈풀 어린이공원(어1-11),36.50057461,127.238994,,세종특별자치시 고운동 2034,세종특별자치시 만남로2길 26
558,옹달샘 어린이공원(어1-12),36.51929839,127.2488898,,세종특별자치시 아름동 1099,세종특별자치시 보듬7로 94
559,도램샘 어린이공원(어1-13),36.52071919,127.2537444,,세종특별자치시 아름동 1138,세종특별자치시 바른2길 12
560,꾸러기 어린이공원(어1-14),36.50264195,127.2416347,,세종특별자치시 종촌동 684,세종특별자치시 도움1로 164
561,푸른꿈 어린이공원(어1-15),36.51976587,127.2628516,,세종특별자치시 도담동 510,세종특별자치시 방축1길 16-13
562,방울새 어린이공원(어1-18),36.49606994,127.2689548,,세종특별자치시 어진동 642,세종특별자치시 다솜로 175
563,푸른하늘 어린이공원(어1-19),36.51049113,127.245986,,세종특별자치시 아름동 1345,세종특별자치시 달빛1로 125
564,나리꽃 어린이공원(어2-7),36.47575982,127.2515223,,세종특별자치시 한솔동 984,세종특별자치시 누리로 54
565,은방울꽃 어린이공원(어2-9),36.47877087,127.2560535,,세종특별자치시 한솔동 936,세종특별자치시 노을3로 70
566,참샘 어린이공원(어2-9),36.47948463,127.2593723,,세종특별자치시 한솔동 952,세종특별자치시 노을1로 27
567,초롱꽃 어린이공원(어2-10),36.4805051,127.2592061,,세종특별자치시 한솔동 942,세종특별자치시 노을3로 29
568,도담뜰 근린공원(근1-11),36.5146556,127.2623699,,세종특별자치시 도담동 649,세종특별자치시 보람로 71
569,두무뜰 근린공원(근1-12),36.50306272,127.2559281,,세종특별자치시 어진동 515,세종특별자치시 도움3로 47-9
570,푸른뜰 근린공원(근1-13),36.50809179,127.263915,,세종특별자치시 어진동 552,세종특별자치시 도움8로 11-20
571,새뜰 근린공원(근1-14),36.50333288,127.2675154,,세종특별자치시 어진동 627,세종특별자치시 도움6로 57
572,어진뜰 근린공원(근1-15),36.49963638,127.2601628,,세종특별자치시 어진동 584,세종특별자치시 한누리대로 402
573,맑은뜰 근린공원(근1-16),36.49697867,127.2590154,,세종특별자치시 어진동 496,세종특별자치시 가름로 170-17
574,봄뜰 근린공원(근1-17),36.49562841,127.2649085,,세종특별자치시 어진동 657,세종특별자치시 가름로 232
575,안뜰 근린공원(근1-18),36.49545414,127.2670865,,세종특별자치시 어진동 648,세종특별자치시 가름로 255-21
576,제천뜰 근린공원(근1-19),36.50244007,127.2486617,,세종특별자치시 종촌동 671,세종특별자치시 도움1로 100
577,한솔뜰 근린공원(근2-3),36.47967708,127.2570563,,세종특별자치시 한솔동 937,세종특별자치시 노을3로 60
578,아침뜰 근린공원(근2-4),36.48004706,127.2508889,,세종특별자치시 한솔동 1226,세종특별자치시 어울로3길 27
579,금남제2호공원,36.46361752,127.2783436,,세종특별자치시 금남면 용포리 318-1,세종특별자치시 금남면 용포2길 51
580,제1호공원,36.60291132,127.300119,,세종특별자치시 조치원읍 교리 22-26,세종특별자치시 조치원읍 조치원5길 34-20
581,제2호공원,36.5974661,127.3024716,,세종특별자치시 조치원읍 남리 490,세종특별자치시 조치원읍 새내4길 68
582,제3호공원,36.59492364,127.3001104,,세종특별자치시 조치원읍 남리 490,세종특별자치시 조치원읍 조치원4길 144-3
583,제4호공원,36.59641722,127.3010281,,세종특별자치시 조치원읍 남리 490,세종특별자치시 조치원읍 장안길 97-7
584,제5호공원,36.59446813,127.2948696,,세종특별자치시 조치원읍 죽림리 76-1,세종특별자치시 조치원읍 신흥고샅1길 11
585,제7호공원,36.59067563,127.2936125,,세종특별자치시 조치원읍 죽림리 171,세종특별자치시 조치원읍 다막골길 17
586,제9호공원,36.58571697,127.2945771,,세종특별자치시 조치원읍 번암리 90-7,세종특별자치시 조치원읍 군청로 11
587,제10호공원,36.59318084,127.2876813,,세종특별자치시 조치원읍 신흥리 171-15,세종특별자치시 조치원읍 이화로 22
588,제11호공원,36.59114323,127.2910754,,세종특별자치시 조치원읍 죽림리 396,세종특별자치시 조치원읍 세종로 2282
589,제12호공원,36.61534917,127.28606,,세종특별자치시 조치원읍 신안리 542,세종특별자치시 조치원읍 봉신길 149
590,제13호공원,36.6043707,127.2915945,,세종특별자치시 조치원읍 침산리 264-4,세종특별자치시 조치원읍 행복4길 16
591,제14호공원,36.60800366,127.2932401,,세종특별자치시 조치원읍 서창리 289-3,세종특별자치시 조치원읍 돌마루5길 27
592,솔숲 소공원(소1-2),36.50899459,127.2300403,,세종특별자치시 고운동 1443,세종특별자치시 만남1북로 73
593,마디꽃 수변공원(수1-1),36.49596224,127.2573155,,세종특별자치시 어진동 685,세종특별자치시 다솜로 38
594,?꽃 수변공원(수2-3),36.47313297,127.2544818,,세종특별자치시 한솔동 981,세종특별자치시 나리로 26-10
595,여울목 수변공원(수2-4),36.47624025,127.2594641,,세종특별자치시 한솔동 1251,세종특별자치시 나리로 82
596,백제고분 공원(역2-2),36.47964324,127.2543424,,세종특별자치시 한솔동 964-1,세종특별자치시 노을3로 93
597,어서각 공원(역1-2),36.51540014,127.2462159,,세종특별자치시 아름동 1282,세종특별자치시 달빛1로 206
598,초려 공원(역1-2),36.50306272,127.2559281,,세종특별자치시 어진동 515,세종특별자치시 도움3로 47-9
599,문화공원(문화1-1),36.50109974,127.26995,,세종특별자치시 어진동 618,세종특별자치시 다솜3로 66
600,누리빛 문화공원(문화1-2),36.51162422,127.2436229,,세종특별자치시 아름동 1335,세종특별자치시 보듬3로 143
601,문화공원(문화1-3),36.5143613,127.2551302,,세종특별자치시 도담동 688,세종특별자치시 다솜1로 183
602,호수공원(문화S-1),36.49881773,127.270076,,세종특별자치시 연기면 세종리 1201,세종특별자치시 연기면 다솜로 216
603,금남체육공원,36.4635113,127.2866705,,세종특별자치시 금남면 용포리 28,세종특별자치시 금남면 용포중앙1길 54
604,부강공원,36.52817882,127.3631938,,세종특별자치시 부강면 부강리 498-25,세종특별자치시 부강면 부강3길 20-4
605,침산공원(충령탑),36.59844026,127.2949071,,세종특별자치시 조치원읍 침산리 173-6,세종특별자치시 조치원읍 충령고샅길 8
606,수원지 공원,36.60725506,127.3000196,,세종특별자치시 조치원읍 평리 12,세종특별자치시 조치원읍 수원지1길 16
607,침산공원2,36.59982366,127.2878445,,세종특별자치시 조치원읍 침산리 225-2,세종특별자치시 조치원읍 문예회관길 22
608,가락뜰 근린공원(근1-2),36.51969092,127.2384857,,세종특별자치시 고운동 1384,세종특별자치시 만남로 227
609,뜸이기뜰 근린공원(근1-3),36.51392625,127.2334711,,세종특별자치시 고운동 1404,세종특별자치시 마음안로 136
610,솔뜰 근린공원(근1-5),36.51022868,127.2330759,,세종특별자치시 고운동 1415,세종특별자치시 마음안로 93
611,참뜰 근린공원(근1-6),36.50414455,127.2365002,,세종특별자치시 고운동 1711,세종특별자치시 만남로 45
612,오가낭뜰 근린공원(근1-7),36.52262227,127.2486816,,세종특별자치시 아름동 807,세종특별자치시 달빛1로 265
613,두루뜰 근린공원(근1-8),36.51898481,127.2471427,,세종특별자치시 아름동 870,세종특별자치시 바른6길 27
614,기쁨뜰 근린공원(근1-9),36.52125133,127.2626914,,세종특별자치시 도담동 423,세종특별자치시 방축1길 45
615,우람뜰 근린공원(근1-10),36.50758241,127.2527861,,세종특별자치시 도담동 403,세종특별자치시 절재로 107
616,푸름샘 소공원(소1-1),36.51611724,127.2337813,,세종특별자치시 고운동 1363,세종특별자치시 마음안로 161
617,꿈마을,37.49874328,126.7819726,,경기도 부천시 중동 1097-2,경기도 부천시 조마루로 343
618,배밭골,37.60812583,126.9986863,,서울특별시 성북구 정릉동 895,서울특별시 성북구 정릉로8길 73
619,29호 어린이공원(서정동),37.07130358,127.0483355,,경기도 평택시 서정동 570-61,경기도 평택시 서정로107번길 12-8
620,진위3일반산단1호 소공원(진위3일반산업단지),37.08922045,127.0949301,,경기도 평택시 진위면 마산리 336-1,경기도 평택시 진위면 마산3길 4-6
621,"수변공원 12호(고덕국제화지구,율포리)",37.04727044,127.0476412,,경기도 평택시 고덕면 여염리 4311-2,경기도 평택시 고덕면 고덕국제2로 50
622,"수변공원 13호(고덕국제화지구, 장당동)",37.04727044,127.0476412,,경기도 평택시 고덕면 여염리 4311-2,경기도 평택시 고덕면 고덕국제2로 50
623,"수변공원 14호(고덕국제화지구, 율포리)",37.04727044,127.0476412,,경기도 평택시 고덕면 여염리 4311-2,경기도 평택시 고덕면 고덕국제2로 50
624,"수변공원 15호(고덕국제화지구, 장당동)",37.04727044,127.0476412,,경기도 평택시 고덕면 여염리 4311-2,경기도 평택시 고덕면 고덕국제2로 50
625,"수변공원 6호(고덕국제화지구,여염리)",37.04727044,127.0476412,,경기도 평택시 고덕면 여염리 4311-2,경기도 평택시 고덕면 고덕국제2로 50
626,"수변공원 7호(고덕국제화지구,여염리)",37.04727044,127.0476412,,경기도 평택시 고덕면 여염리 4311-2,경기도 평택시 고덕면 고덕국제2로 50
627,"수변공원 9호(고덕국제화지구,여염리)",37.04727044,127.0476412,,경기도 평택시 고덕면 여염리 4311-2,경기도 평택시 고덕면 고덕국제2로 50
628,수촌1 수변공원(수촌지구),37.02029051,127.1137321,,경기도 평택시 칠원동 289-13,경기도 평택시 수촌길 46
629,상서재1호 소공원(동삭2지구),37.0194782,127.1073616,,경기도 평택시 칠원동 328,경기도 평택시 새말로104번길 83
630,상서재2호 소공원(동삭2지구),37.01947826,127.1073616,,경기도 평택시 칠원동 328,경기도 평택시 새말로104번길 83
631,상서재 근린공원(동삭2지구),37.0182486,127.1039663,,경기도 평택시 동삭동 856,경기도 평택시 상서재로6길 19
632,상서재서초 근린공원(동삭2지구),37.01824861,127.1039663,,경기도 평택시 동삭동 856,경기도 평택시 상서재로6길 19
633,밤골,37.47391921,126.9673647,,서울특별시 관악구 봉천동 1642-4,서울특별시 관악구 인헌3가길 8
634,약수암,37.4595118,126.9329775,,서울특별시 관악구 신림동 316-155,서울특별시 관악구 약수암길 33
635,난우,37.48040128,126.9139588,,서울특별시 관악구 신림동 1482-1,서울특별시 관악구 난곡로61길 1
636,신림근린공원,37.48088365,126.9182344,,서울특별시 관악구 신림동 1707,서울특별시 관악구 난곡로64길 54
637,문성,37.48201452,126.9028602,,서울특별시 관악구 신림동 1661-15,서울특별시 관악구 시흥대로164길 27
638,선봉,37.4851439,126.9396778,,서울특별시 관악구 봉천동 942-29,서울특별시 관악구 봉천로27길 20
639,중앙,37.4844458,126.9482776,,서울특별시 관악구 봉천동 890-1,서울특별시 관악구 봉천로41길 35
640,새싹,37.484451,126.9493777,,서울특별시 관악구 봉천동 1512-9,서울특별시 관악구 양녕로6다길 11-4
641,새빛,37.4863186,126.9151491,,서울특별시 관악구 신림동 501-30,서울특별시 관악구 신사로10길 29
642,보명,37.4758408,126.9256386,,서울특별시 관악구 신림동 610-288,서울특별시 관악구 법원단지길 158-11
643,일선,37.47782331,126.9495141,,서울특별시 관악구 봉천동 1587-7,서울특별시 관악구 쑥고개로26길 24
644,까치,37.4799237,126.9595066,,서울특별시 관악구 봉천동 1678-1,서울특별시 관악구 행운4길 2
645,원미,37.4978564,126.7978757,,경기도 부천시 원미동 15,경기도 부천시 소사로 456
646,국지,37.490053,126.9406057,,서울특별시 관악구 봉천동 635-429,서울특별시 관악구 국회단지19길 23
647,서원,37.4768152,126.9332369,,서울특별시 관악구 신림동 409-2,서울특별시 관악구 서원3길 10
648,사벽공원,34.765202,127.667957,,전라남도 여수시 학동 18-22,전라남도 여수시 학동8길 14-17
649,장도공원,34.743878,127.664376,,전라남도 여수시 웅천동 1902,전라남도 여수시 예울마루로 83-57
650,무선산공원,34.7805406,127.6424957,,전라남도 여수시 화장동 333-5,전라남도 여수시 조은길 79
651,선원공원,34.773771,127.651066,,전라남도 여수시 선원동 1240-1,전라남도 여수시 무선7길 31-5
652,화산공원,34.770757,127.643487,,전라남도 여수시 화장동 815-7,전라남도 여수시 화산4길 85-11
653,화장공원,34.772651,127.647584,,전라남도 여수시 화장동 735,전라남도 여수시 화산1길 20-4
654,연등공원,34.754711,127.727615,,전라남도 여수시 연등동 729-5,전라남도 여수시 연등6길 34
655,제일공원,34.732555,127.716041,,전라남도 여수시 국동 193-481,전라남도 여수시 국동6길 7
656,행복공원,34.733913,127.714443,,전라남도 여수시 국동 193-133,전라남도 여수시 국동15길 8-16
657,녹색공원,34.7338711,127.715514,,전라남도 여수시 국동 193-311,전라남도 여수시 국동10길 7
658,국화공원,34.734385,127.717231,,전라남도 여수시 국동 193-413,전라남도 여수시 국동7길 45
659,구봉공원,34.735713,127.716029,,전라남도 여수시 국동 193-20,전라남도 여수시 국동13길 85
660,들꽃공원,34.756705,127.717636,,전라남도 여수시 오림동 412,전라남도 여수시 좌수영로 249
661,왕심천공원,34.770061,127.697447,,전라남도 여수시 둔덕동 439-2,전라남도 여수시 둔덕7길 36-5
662,석교공원,34.768968,127.699928,,전라남도 여수시 둔덕동 496-1,전라남도 여수시 둔덕4길 9
663,호암공원,34.765458,127.705559,,전라남도 여수시 미평동 578-4,전라남도 여수시 미평남5길 20
664,고락공원,34.764384,127.703786,,전라남도 여수시 미평동 576-4,전라남도 여수시 미평남4길 9
665,소정공원,34.762249,127.706229,,전라남도 여수시 미평동 596,전라남도 여수시 미평남1길 8-7
