시도,시군구,도로형태_대분류,도로형태,사고건수,사망자수,중상자수,경상자수,부상신고자수
서울,종로구,단일로,터널안,11,0,2,17,1
서울,종로구,단일로,교량위,2,0,1,1,0
서울,종로구,단일로,지하차도(도로)내,67,0,23,73,3
서울,종로구,단일로,기타단일로,587,5,140,538,87
서울,종로구,교차로,교차로내,259,0,97,265,41
서울,종로구,교차로,교차로횡단보도내,39,0,20,22,5
서울,종로구,교차로,교차로부근,152,1,26,143,33
서울,종로구,기타,기타,16,0,3,16,2
서울,중구,단일로,터널안,9,0,3,10,1
서울,중구,단일로,지하차도(도로)내,50,0,11,46,4
서울,중구,단일로,기타단일로,649,4,198,612,118
서울,중구,교차로,교차로내,230,1,81,199,22
서울,중구,교차로,교차로횡단보도내,44,0,24,20,4
서울,중구,교차로,교차로부근,180,0,43,178,16
서울,중구,기타,기타,22,0,5,18,2
서울,용산구,단일로,터널안,4,0,1,4,1
서울,용산구,단일로,교량위,33,0,7,32,4
서울,용산구,단일로,고가도로위,1,0,0,1,0
서울,용산구,단일로,지하차도(도로)내,69,2,27,71,2
서울,용산구,단일로,기타단일로,563,7,141,598,32
서울,용산구,교차로,교차로내,208,0,61,214,11
서울,용산구,교차로,교차로횡단보도내,27,0,15,17,1
서울,용산구,교차로,교차로부근,155,1,39,172,13
서울,용산구,기타,기타,126,0,24,119,6
서울,용산구,불명,불명,1,0,1,0,0
서울,성동구,단일로,교량위,33,0,6,54,4
서울,성동구,단일로,고가도로위,4,0,0,5,0
서울,성동구,단일로,지하차도(도로)내,3,0,0,6,0
서울,성동구,단일로,기타단일로,548,7,133,541,38
서울,성동구,교차로,교차로내,280,1,82,265,14
서울,성동구,교차로,교차로횡단보도내,48,3,20,25,2
서울,성동구,교차로,교차로부근,147,2,40,144,18
서울,성동구,기타,기타,28,0,13,23,6
서울,동대문구,단일로,터널안,1,0,1,0,0
서울,동대문구,단일로,교량위,2,1,0,2,0
서울,동대문구,단일로,고가도로위,6,0,3,11,1
서울,동대문구,단일로,지하차도(도로)내,6,0,0,9,2
서울,동대문구,단일로,기타단일로,717,6,215,620,61
서울,동대문구,교차로,교차로내,456,6,158,372,40
서울,동대문구,교차로,교차로횡단보도내,81,0,38,55,3
서울,동대문구,교차로,교차로부근,237,2,73,227,27
서울,동대문구,기타,기타,59,0,19,44,7
서울,성북구,단일로,터널안,6,0,4,8,0
서울,성북구,단일로,교량위,7,0,0,12,1
서울,성북구,단일로,고가도로위,14,0,1,20,2
서울,성북구,단일로,기타단일로,767,3,217,705,69
서울,성북구,교차로,교차로내,374,1,123,375,27
서울,성북구,교차로,교차로횡단보도내,61,2,23,47,0
서울,성북구,교차로,교차로부근,197,2,57,202,13
서울,성북구,기타,기타,83,0,22,75,4
서울,도봉구,단일로,교량위,2,0,0,1,1
서울,도봉구,단일로,지하차도(도로)내,2,0,0,3,0
서울,도봉구,단일로,기타단일로,342,4,110,302,54
서울,도봉구,교차로,교차로내,335,0,109,305,57
서울,도봉구,교차로,교차로횡단보도내,52,0,26,23,5
서울,도봉구,교차로,교차로부근,107,0,37,101,13
서울,도봉구,기타,기타,12,0,4,7,5
서울,은평구,단일로,터널안,1,0,1,0,1
서울,은평구,단일로,교량위,1,0,0,2,0
서울,은평구,단일로,기타단일로,445,2,134,359,65
서울,은평구,교차로,교차로내,319,3,111,303,35
서울,은평구,교차로,교차로횡단보도내,69,1,29,41,6
서울,은평구,교차로,교차로부근,210,1,72,178,26
서울,은평구,기타,기타,74,0,22,63,16
서울,서대문구,단일로,터널안,2,0,1,0,2
서울,서대문구,단일로,교량위,4,0,0,3,1
서울,서대문구,단일로,고가도로위,14,0,9,12,2
서울,서대문구,단일로,지하차도(도로)내,1,0,0,0,1
서울,서대문구,단일로,기타단일로,614,11,169,532,157
서울,서대문구,교차로,교차로내,299,1,75,298,79
서울,서대문구,교차로,교차로횡단보도내,52,0,24,29,5
서울,서대문구,교차로,교차로부근,101,1,28,135,18
서울,서대문구,기타,기타,26,1,5,19,5
서울,마포구,단일로,터널안,2,0,0,3,0
서울,마포구,단일로,교량위,22,0,3,29,2
서울,마포구,단일로,고가도로위,7,0,1,12,2
서울,마포구,단일로,지하차도(도로)내,1,0,0,2,0
서울,마포구,단일로,기타단일로,756,5,172,790,102
서울,마포구,교차로,교차로내,307,2,96,305,49
서울,마포구,교차로,교차로횡단보도내,56,0,25,36,1
서울,마포구,교차로,교차로부근,202,0,74,201,22
서울,마포구,기타,기타,140,0,39,142,14
서울,마포구,불명,불명,1,0,0,1,0
서울,강서구,단일로,터널안,1,0,0,1,0
서울,강서구,단일로,교량위,7,0,2,12,0
서울,강서구,단일로,고가도로위,2,0,0,2,0
서울,강서구,단일로,지하차도(도로)내,2,0,0,3,0
서울,강서구,단일로,기타단일로,867,12,208,882,91
서울,강서구,교차로,교차로내,490,5,131,503,31
서울,강서구,교차로,교차로횡단보도내,72,0,29,45,6
서울,강서구,교차로,교차로부근,298,3,75,311,50
서울,강서구,기타,기타,89,0,25,74,9
서울,강서구,불명,불명,1,0,0,1,0
서울,구로구,단일로,터널안,2,0,1,1,0
서울,구로구,단일로,교량위,10,0,2,10,1
서울,구로구,단일로,고가도로위,7,0,4,9,0
서울,구로구,단일로,지하차도(도로)내,9,0,3,12,0
서울,구로구,단일로,기타단일로,748,6,191,770,67
서울,구로구,교차로,교차로내,409,5,126,424,44
서울,구로구,교차로,교차로횡단보도내,81,1,34,49,4
서울,구로구,교차로,교차로부근,183,1,55,189,11
서울,구로구,기타,기타,80,0,22,64,3
서울,영등포구,단일로,터널안,4,0,0,5,1
서울,영등포구,단일로,교량위,56,0,13,81,9
서울,영등포구,단일로,고가도로위,5,0,2,7,0
서울,영등포구,단일로,지하차도(도로)내,1,0,0,1,0
서울,영등포구,단일로,기타단일로,1232,8,289,1288,171
서울,영등포구,교차로,교차로내,625,0,176,626,74
서울,영등포구,교차로,교차로횡단보도내,61,1,29,34,3
서울,영등포구,교차로,교차로부근,333,0,77,370,40
서울,영등포구,기타,기타,122,2,20,120,15
서울,동작구,단일로,터널안,5,0,2,7,2
서울,동작구,단일로,교량위,6,0,2,5,4
서울,동작구,단일로,고가도로위,7,1,1,7,2
서울,동작구,단일로,지하차도(도로)내,7,0,2,6,0
서울,동작구,단일로,기타단일로,719,3,207,715,134
서울,동작구,교차로,교차로내,292,1,93,281,56
서울,동작구,교차로,교차로횡단보도내,49,0,17,33,4
서울,동작구,교차로,교차로부근,234,0,57,236,37
서울,동작구,기타,기타,87,0,21,76,14
서울,관악구,단일로,터널안,15,0,4,23,0
서울,관악구,단일로,교량위,2,0,2,1,0
서울,관악구,단일로,고가도로위,2,0,1,1,0
서울,관악구,단일로,지하차도(도로)내,4,0,0,9,3
서울,관악구,단일로,기타단일로,694,3,179,642,62
서울,관악구,교차로,교차로내,341,4,91,323,29
서울,관악구,교차로,교차로횡단보도내,28,0,16,18,1
서울,관악구,교차로,교차로부근,233,2,66,213,17
서울,관악구,기타,기타,44,1,17,34,3
서울,강남구,단일로,터널안,6,0,2,5,0
서울,강남구,단일로,교량위,11,0,4,12,0
서울,강남구,단일로,고가도로위,11,0,1,12,3
서울,강남구,단일로,지하차도(도로)내,49,0,11,50,2
서울,강남구,단일로,기타단일로,1945,11,387,2023,256
서울,강남구,교차로,교차로내,741,0,196,809,97
서울,강남구,교차로,교차로횡단보도내,97,0,33,67,4
서울,강남구,교차로,교차로부근,489,2,110,533,53
서울,강남구,기타,기타,368,1,50,407,49
서울,강남구,불명,불명,5,0,0,6,0
서울,강동구,단일로,교량위,5,0,1,4,2
서울,강동구,단일로,고가도로위,1,0,0,4,0
서울,강동구,단일로,기타단일로,590,4,174,560,91
서울,강동구,교차로,교차로내,434,6,150,396,42
서울,강동구,교차로,교차로횡단보도내,72,1,32,41,5
서울,강동구,교차로,교차로부근,216,0,47,215,33
서울,강동구,기타,기타,96,0,26,70,17
서울,송파구,단일로,터널안,1,0,0,1,0
서울,송파구,단일로,교량위,16,1,2,33,4
서울,송파구,단일로,고가도로위,3,0,0,3,0
서울,송파구,단일로,지하차도(도로)내,1,0,0,2,0
서울,송파구,단일로,기타단일로,1373,7,307,1336,242
서울,송파구,교차로,교차로내,718,3,225,729,105
서울,송파구,교차로,교차로횡단보도내,132,0,44,85,12
서울,송파구,교차로,교차로부근,471,1,119,481,64
서울,송파구,기타,기타,177,1,39,153,17
서울,서초구,단일로,터널안,13,0,5,20,1
서울,서초구,단일로,교량위,8,0,3,17,0
서울,서초구,단일로,고가도로위,21,0,6,33,5
서울,서초구,단일로,지하차도(도로)내,105,2,23,96,8
서울,서초구,단일로,기타단일로,1247,7,263,1446,178
서울,서초구,교차로,교차로내,446,2,119,492,55
서울,서초구,교차로,교차로횡단보도내,64,1,27,30,9
서울,서초구,교차로,교차로부근,329,1,87,327,46
서울,서초구,기타,기타,183,1,38,166,26
서울,서초구,불명,불명,2,0,0,4,0
서울,양천구,단일로,터널안,6,1,1,10,0
서울,양천구,단일로,교량위,4,0,1,3,2
서울,양천구,단일로,고가도로위,1,0,0,1,1
서울,양천구,단일로,지하차도(도로)내,2,0,0,4,0
서울,양천구,단일로,기타단일로,770,6,163,807,104
서울,양천구,교차로,교차로내,408,1,103,416,57
서울,양천구,교차로,교차로횡단보도내,51,1,19,29,3
서울,양천구,교차로,교차로부근,203,2,43,213,36
서울,양천구,기타,기타,61,0,12,44,13
서울,중랑구,단일로,터널안,10,0,4,8,2
서울,중랑구,단일로,교량위,8,0,3,6,0
서울,중랑구,단일로,고가도로위,2,0,0,4,0
서울,중랑구,단일로,지하차도(도로)내,46,0,13,43,7
서울,중랑구,단일로,기타단일로,703,8,206,635,85
서울,중랑구,교차로,교차로내,419,1,125,382,81
서울,중랑구,교차로,교차로횡단보도내,75,2,24,44,6
서울,중랑구,교차로,교차로부근,286,1,71,258,34
서울,중랑구,기타,기타,70,0,15,58,7
서울,중랑구,불명,불명,1,0,1,0,0
서울,노원구,단일로,터널안,9,1,2,7,0
서울,노원구,단일로,교량위,20,0,7,23,3
서울,노원구,단일로,고가도로위,46,0,7,41,3
서울,노원구,단일로,지하차도(도로)내,16,0,5,19,1
서울,노원구,단일로,기타단일로,607,4,156,623,61
서울,노원구,교차로,교차로내,509,1,164,499,50
서울,노원구,교차로,교차로횡단보도내,92,0,35,58,8
서울,노원구,교차로,교차로부근,289,2,75,298,21
서울,노원구,기타,기타,115,0,33,84,19
서울,광진구,단일로,터널안,1,0,1,3,0
서울,광진구,단일로,교량위,13,1,17,8,0
서울,광진구,단일로,고가도로위,5,0,0,9,0
서울,광진구,단일로,기타단일로,543,1,153,511,39
서울,광진구,교차로,교차로내,246,0,76,262,21
서울,광진구,교차로,교차로횡단보도내,32,1,16,16,1
서울,광진구,교차로,교차로부근,84,0,18,94,6
서울,광진구,기타,기타,49,0,12,52,1
서울,강북구,단일로,터널안,1,0,0,1,0
서울,강북구,단일로,기타단일로,639,4,156,658,40
서울,강북구,교차로,교차로내,397,3,104,428,17
서울,강북구,교차로,교차로횡단보도내,44,0,10,38,0
서울,강북구,교차로,교차로부근,166,0,37,167,18
서울,강북구,기타,기타,30,0,7,25,0
서울,금천구,단일로,터널안,1,0,0,1,0
서울,금천구,단일로,교량위,10,0,2,14,0
서울,금천구,단일로,고가도로위,5,0,2,6,0
서울,금천구,단일로,지하차도(도로)내,1,0,0,1,0
서울,금천구,단일로,기타단일로,455,3,143,491,54
서울,금천구,교차로,교차로내,241,3,75,282,23
서울,금천구,교차로,교차로횡단보도내,37,0,9,25,4
서울,금천구,교차로,교차로부근,141,2,37,139,6
서울,금천구,기타,기타,29,1,12,27,0
부산,중구,단일로,터널안,2,0,0,1,1
부산,중구,단일로,고가도로위,14,0,7,8,1
부산,중구,단일로,지하차도(도로)내,1,0,0,2,0
부산,중구,단일로,기타단일로,138,0,44,114,13
부산,중구,교차로,교차로내,74,0,25,75,7
부산,중구,교차로,교차로횡단보도내,5,0,1,4,0
부산,중구,교차로,교차로부근,61,1,15,55,11
부산,서구,단일로,터널안,8,0,3,11,2
부산,서구,단일로,교량위,2,0,1,2,0
부산,서구,단일로,고가도로위,1,0,0,1,0
부산,서구,단일로,기타단일로,236,1,92,186,31
부산,서구,교차로,교차로내,126,1,50,150,15
부산,서구,교차로,교차로횡단보도내,14,0,6,7,2
부산,서구,교차로,교차로부근,79,0,23,80,11
부산,서구,기타,기타,8,0,4,6,1
부산,동구,단일로,터널안,6,0,2,11,1
부산,동구,단일로,교량위,2,0,0,3,1
부산,동구,단일로,고가도로위,15,1,10,14,2
부산,동구,단일로,지하차도(도로)내,1,0,0,1,0
부산,동구,단일로,기타단일로,326,1,106,298,36
부산,동구,교차로,교차로내,136,1,42,168,20
부산,동구,교차로,교차로횡단보도내,8,0,6,1,1
부산,동구,교차로,교차로부근,59,0,20,51,5
부산,동구,기타,기타,21,0,10,14,3
부산,영도구,단일로,교량위,8,0,2,5,2
부산,영도구,단일로,고가도로위,1,0,0,1,0
부산,영도구,단일로,기타단일로,198,1,81,153,15
부산,영도구,교차로,교차로내,89,1,24,100,14
부산,영도구,교차로,교차로횡단보도내,11,0,6,6,1
부산,영도구,교차로,교차로부근,29,0,8,31,3
부산,영도구,기타,기타,12,1,4,5,3
부산,부산진구,단일로,터널안,5,0,1,17,0
부산,부산진구,단일로,교량위,7,0,1,12,2
부산,부산진구,단일로,고가도로위,15,0,6,20,2
부산,부산진구,단일로,지하차도(도로)내,1,0,1,0,0
부산,부산진구,단일로,기타단일로,716,7,236,600,60
부산,부산진구,교차로,교차로내,533,4,210,516,82
부산,부산진구,교차로,교차로횡단보도내,64,2,31,37,0
부산,부산진구,교차로,교차로부근,253,0,87,238,30
부산,부산진구,기타,기타,94,1,32,69,14
부산,동래구,단일로,터널안,6,1,3,17,1
부산,동래구,단일로,교량위,1,0,1,0,0
부산,동래구,단일로,지하차도(도로)내,6,0,1,7,1
부산,동래구,단일로,기타단일로,535,3,172,463,63
부산,동래구,교차로,교차로내,353,2,110,342,52
부산,동래구,교차로,교차로횡단보도내,41,0,14,27,1
부산,동래구,교차로,교차로부근,118,0,29,118,11
부산,동래구,기타,기타,43,0,7,37,5
부산,남구,단일로,터널안,11,0,5,18,3
부산,남구,단일로,교량위,6,0,5,8,1
부산,남구,단일로,고가도로위,4,0,2,5,0
부산,남구,단일로,지하차도(도로)내,4,0,0,5,1
부산,남구,단일로,기타단일로,424,3,143,339,55
