시도,시군구,월,사고건수,사망자수,중상자수,경상자수,부상신고자수
전남,강진군,08월,22,0,15,24,4
전남,강진군,09월,45,1,20,52,2
전남,강진군,10월,39,2,20,35,5
전남,강진군,11월,27,1,8,36,4
전남,강진군,12월,28,0,12,30,3
전남,해남군,01월,42,1,23,52,4
전남,해남군,02월,26,0,9,36,1
전남,해남군,03월,43,0,9,61,3
전남,해남군,04월,42,3,17,47,5
전남,해남군,05월,39,2,20,50,4
전남,해남군,06월,48,4,14,46,2
전남,해남군,07월,32,3,6,49,0
전남,해남군,08월,30,0,18,32,0
전남,해남군,09월,30,4,9,32,0
전남,해남군,10월,46,4,18,55,0
전남,해남군,11월,27,0,7,39,2
전남,해남군,12월,29,1,6,36,0
전남,영암군,01월,32,3,19,52,0
전남,영암군,02월,24,0,7,30,1
전남,영암군,03월,35,1,8,56,1
전남,영암군,04월,59,1,13,101,2
전남,영암군,05월,43,3,16,49,1
전남,영암군,06월,35,1,18,45,1
전남,영암군,07월,30,0,11,49,1
전남,영암군,08월,39,0,21,49,2
전남,영암군,09월,36,0,14,49,2
전남,영암군,10월,67,1,20,91,9
전남,영암군,11월,53,1,25,65,0
전남,영암군,12월,40,0,8,62,1
전남,무안군,01월,17,1,6,20,0
전남,무안군,02월,23,0,5,29,0
전남,무안군,03월,36,2,11,43,0
전남,무안군,04월,43,2,11,49,0
전남,무안군,05월,37,1,7,47,1
전남,무안군,06월,32,1,7,43,0
전남,무안군,07월,33,1,6,41,0
전남,무안군,08월,39,5,11,42,0
전남,무안군,09월,36,1,10,43,0
전남,무안군,10월,40,1,16,40,0
전남,무안군,11월,35,0,11,41,0
전남,무안군,12월,24,2,11,28,0
전남,함평군,01월,9,0,1,6,4
전남,함평군,02월,13,2,3,10,3
전남,함평군,03월,15,1,3,17,3
전남,함평군,04월,17,0,5,16,3
전남,함평군,05월,21,0,12,18,1
전남,함평군,06월,18,0,6,15,5
전남,함평군,07월,13,1,4,11,4
전남,함평군,08월,17,0,6,12,6
전남,함평군,09월,14,4,3,12,2
전남,함평군,10월,28,1,12,33,6
전남,함평군,11월,20,0,6,32,4
전남,함평군,12월,8,0,4,7,2
전남,영광군,01월,10,1,3,9,1
전남,영광군,02월,13,1,4,12,0
전남,영광군,03월,13,1,3,16,2
전남,영광군,04월,16,3,7,27,6
전남,영광군,05월,18,0,11,11,1
전남,영광군,06월,22,0,12,19,1
전남,영광군,07월,23,1,11,30,4
전남,영광군,08월,20,1,7,21,0
전남,영광군,09월,21,1,5,18,4
전남,영광군,10월,25,0,11,19,3
전남,영광군,11월,21,0,6,20,3
전남,영광군,12월,23,2,11,25,4
전남,장성군,01월,13,0,5,11,1
전남,장성군,02월,20,1,9,18,4
전남,장성군,03월,26,0,12,29,2
전남,장성군,04월,24,1,11,33,2
전남,장성군,05월,25,0,17,33,0
전남,장성군,06월,27,0,12,28,7
전남,장성군,07월,19,2,8,21,1
전남,장성군,08월,17,0,7,20,0
전남,장성군,09월,24,0,6,37,2
전남,장성군,10월,27,1,4,42,5
전남,장성군,11월,23,1,12,28,4
전남,장성군,12월,25,1,8,36,1
전남,완도군,01월,12,1,5,11,0
전남,완도군,02월,11,1,4,8,0
전남,완도군,03월,11,0,3,8,0
전남,완도군,04월,11,1,4,10,1
전남,완도군,05월,18,0,7,23,0
전남,완도군,06월,19,0,7,19,0
전남,완도군,07월,14,0,3,20,0
전남,완도군,08월,23,0,16,26,0
전남,완도군,09월,20,0,11,27,0
전남,완도군,10월,22,1,6,29,0
전남,완도군,11월,16,0,7,32,0
전남,완도군,12월,9,0,7,5,0
전남,진도군,01월,16,3,8,13,1
전남,진도군,02월,10,0,7,14,0
전남,진도군,03월,11,0,4,14,0
전남,진도군,04월,11,1,4,12,0
전남,진도군,05월,15,4,7,12,0
전남,진도군,06월,8,0,4,8,0
전남,진도군,07월,7,0,6,11,0
전남,진도군,08월,8,1,3,10,0
전남,진도군,09월,10,0,4,8,1
전남,진도군,10월,18,1,16,13,0
전남,진도군,11월,11,1,1,15,0
전남,진도군,12월,15,1,8,19,0
전남,신안군,01월,10,1,1,11,0
전남,신안군,02월,10,1,3,14,1
전남,신안군,03월,12,1,8,6,0
전남,신안군,04월,18,0,11,34,2
전남,신안군,05월,13,0,3,19,0
전남,신안군,06월,16,0,11,33,0
전남,신안군,07월,8,0,6,6,0
전남,신안군,08월,10,0,3,17,1
전남,신안군,09월,12,0,5,16,0
전남,신안군,10월,9,0,4,12,0
전남,신안군,11월,16,0,9,21,0
전남,신안군,12월,7,0,5,6,1
경북,포항시,01월,192,0,52,244,15
경북,포항시,02월,170,3,61,188,20
경북,포항시,03월,226,3,62,259,31
경북,포항시,04월,218,6,64,249,19
경북,포항시,05월,266,3,74,329,15
경북,포항시,06월,239,2,79,260,17
경북,포항시,07월,225,2,73,265,21
경북,포항시,08월,228,0,85,251,13
경북,포항시,09월,225,2,62,263,30
경북,포항시,10월,265,5,77,317,17
경북,포항시,11월,274,5,76,297,20
경북,포항시,12월,249,2,74,265,25
경북,경주시,01월,135,2,63,148,12
경북,경주시,02월,104,2,53,96,8
경북,경주시,03월,135,4,66,111,11
경북,경주시,04월,147,3,87,145,12
경북,경주시,05월,156,3,74,188,16
경북,경주시,06월,152,4,72,154,14
경북,경주시,07월,166,3,67,169,11
경북,경주시,08월,144,2,69,142,22
경북,경주시,09월,135,2,62,107,12
경북,경주시,10월,166,3,82,155,22
경북,경주시,11월,167,2,63,168,11
경북,경주시,12월,134,5,56,147,19
경북,김천시,01월,45,4,19,42,1
경북,김천시,02월,43,2,16,43,1
경북,김천시,03월,64,2,31,63,0
경북,김천시,04월,62,1,14,71,2
경북,김천시,05월,70,2,29,61,2
경북,김천시,06월,62,3,22,59,0
경북,김천시,07월,47,0,24,40,1
경북,김천시,08월,52,1,27,54,1
경북,김천시,09월,59,1,24,50,3
경북,김천시,10월,55,0,22,63,0
경북,김천시,11월,65,0,28,60,2
경북,김천시,12월,59,1,22,53,2
경북,안동시,01월,72,4,25,87,3
경북,안동시,02월,51,1,26,68,5
경북,안동시,03월,71,2,20,94,8
경북,안동시,04월,90,5,32,91,9
경북,안동시,05월,100,1,46,93,2
경북,안동시,06월,96,4,43,96,6
경북,안동시,07월,88,3,37,74,2
경북,안동시,08월,98,3,42,101,5
경북,안동시,09월,94,2,38,94,7
경북,안동시,10월,102,1,42,117,2
경북,안동시,11월,104,1,27,108,4
경북,안동시,12월,79,4,20,79,9
경북,구미시,01월,132,0,43,117,20
경북,구미시,02월,145,5,45,171,24
경북,구미시,03월,163,2,62,160,38
경북,구미시,04월,164,2,51,149,36
경북,구미시,05월,187,2,75,183,22
경북,구미시,06월,175,1,63,180,24
경북,구미시,07월,152,2,46,141,23
경북,구미시,08월,172,2,64,144,17
경북,구미시,09월,187,4,63,200,18
경북,구미시,10월,173,4,65,168,33
경북,구미시,11월,216,2,75,219,17
경북,구미시,12월,161,4,64,157,12
경북,영주시,01월,43,2,15,40,6
경북,영주시,02월,23,0,6,19,5
경북,영주시,03월,40,2,20,29,1
경북,영주시,04월,57,0,28,44,5
경북,영주시,05월,46,1,18,38,5
경북,영주시,06월,47,1,18,42,6
경북,영주시,07월,35,0,11,29,8
경북,영주시,08월,52,1,11,55,14
경북,영주시,09월,42,1,17,23,7
경북,영주시,10월,59,0,27,44,9
경북,영주시,11월,53,3,22,37,6
경북,영주시,12월,58,0,19,50,7
경북,영천시,01월,54,3,25,57,3
경북,영천시,02월,61,0,18,77,0
경북,영천시,03월,62,2,22,78,4
경북,영천시,04월,53,1,17,73,5
경북,영천시,05월,67,3,22,80,5
경북,영천시,06월,75,2,22,84,6
경북,영천시,07월,77,4,25,110,13
경북,영천시,08월,71,1,27,99,2
경북,영천시,09월,77,0,25,118,4
경북,영천시,10월,70,3,18,98,2
경북,영천시,11월,70,1,26,90,5
경북,영천시,12월,56,3,7,83,1
경북,문경시,01월,28,1,10,40,0
경북,문경시,02월,24,0,9,43,1
경북,문경시,03월,21,0,14,15,1
경북,문경시,04월,25,0,11,37,2
경북,문경시,05월,43,0,19,41,1
경북,문경시,06월,36,0,10,47,1
경북,문경시,07월,43,0,14,51,0
경북,문경시,08월,39,3,14,40,0
경북,문경시,09월,40,2,11,43,2
경북,문경시,10월,38,1,10,52,1
경북,문경시,11월,39,1,13,40,3
경북,문경시,12월,30,0,8,23,4
경북,상주시,01월,42,2,22,31,1
경북,상주시,02월,33,3,15,18,0
경북,상주시,03월,36,0,23,35,0
경북,상주시,04월,59,3,23,61,0
경북,상주시,05월,62,0,29,53,0
경북,상주시,06월,60,3,41,52,0
경북,상주시,07월,49,2,21,42,0
경북,상주시,08월,60,2,23,62,0
경북,상주시,09월,59,2,18,67,0
경북,상주시,10월,57,5,24,72,0
경북,상주시,11월,64,2,23,66,0
경북,상주시,12월,49,2,20,51,0
경북,군위군,01월,6,0,4,2,0
경북,군위군,02월,7,1,2,5,0
경북,군위군,03월,11,1,4,8,0
경북,군위군,04월,6,1,3,5,0
경북,군위군,05월,16,2,7,20,0
경북,군위군,06월,11,0,6,8,0
경북,군위군,07월,10,1,10,10,1
경북,군위군,08월,16,2,6,16,0
경북,군위군,09월,10,0,8,7,0
경북,군위군,10월,15,1,12,9,0
경북,군위군,11월,11,2,3,12,0
경북,군위군,12월,16,7,28,30,1
경북,의성군,01월,12,2,8,10,0
경북,의성군,02월,6,0,7,4,0
경북,의성군,03월,21,3,8,21,0
경북,의성군,04월,13,1,9,6,0
경북,의성군,05월,17,1,12,9,0
경북,의성군,06월,18,3,12,10,0
경북,의성군,07월,26,1,19,14,0
경북,의성군,08월,20,1,15,13,0
경북,의성군,09월,22,1,13,16,0
경북,의성군,10월,29,2,17,25,0
경북,의성군,11월,35,2,21,33,0
경북,의성군,12월,22,3,17,15,0
경북,청송군,01월,3,0,3,1,0
경북,청송군,02월,6,0,4,5,0
경북,청송군,03월,5,1,2,2,0
경북,청송군,04월,6,0,4,6,0
경북,청송군,05월,8,2,6,3,0
경북,청송군,06월,7,0,8,8,0
경북,청송군,07월,7,1,2,5,0
경북,청송군,08월,8,0,4,7,0
경북,청송군,09월,9,0,4,6,0
경북,청송군,10월,12,1,12,6,0
경북,청송군,11월,11,2,9,11,0
경북,청송군,12월,7,0,5,2,1
경북,영양군,01월,5,1,2,4,0
경북,영양군,02월,2,0,0,3,0
경북,영양군,03월,2,0,1,2,0
경북,영양군,04월,4,0,1,5,0
경북,영양군,05월,10,0,7,15,0
경북,영양군,06월,5,0,1,8,1
경북,영양군,07월,4,0,2,2,0
경북,영양군,08월,7,0,4,8,0
경북,영양군,09월,8,0,7,1,2
경북,영양군,10월,5,0,1,4,1
경북,영양군,11월,5,0,3,2,1
경북,영양군,12월,7,1,2,5,0
경북,영덕군,01월,22,2,11,18,1
경북,영덕군,02월,8,0,1,15,0
경북,영덕군,03월,21,0,14,20,2
경북,영덕군,04월,19,2,6,18,3
경북,영덕군,05월,21,3,6,19,4
경북,영덕군,06월,23,1,14,22,0
경북,영덕군,07월,22,0,6,24,1
경북,영덕군,08월,24,0,9,24,3
경북,영덕군,09월,17,1,8,10,4
경북,영덕군,10월,16,0,6,13,0
경북,영덕군,11월,20,0,9,17,3
경북,영덕군,12월,21,0,7,26,0
경북,청도군,01월,19,1,12,14,1
경북,청도군,02월,16,3,5,12,0
경북,청도군,03월,15,0,9,12,0
경북,청도군,04월,15,1,7,6,1
경북,청도군,05월,16,2,5,14,4
경북,청도군,06월,24,1,11,21,0
경북,청도군,07월,11,0,6,14,0
경북,청도군,08월,26,0,10,38,3
경북,청도군,09월,13,3,5,13,0
경북,청도군,10월,16,0,5,25,1
경북,청도군,11월,17,0,6,25,0
경북,청도군,12월,24,2,9,27,2
경북,고령군,01월,8,0,3,8,0
경북,고령군,02월,12,0,4,19,1
경북,고령군,03월,18,0,5,16,1
경북,고령군,04월,17,0,9,13,0
경북,고령군,05월,18,0,7,26,1
경북,고령군,06월,9,1,1,8,0
경북,고령군,07월,8,0,9,7,0
경북,고령군,08월,14,1,7,15,0
경북,고령군,09월,13,0,2,16,2
경북,고령군,10월,18,0,6,17,1
경북,고령군,11월,15,2,2,12,1
경북,고령군,12월,13,0,6,17,0
경북,성주군,01월,19,0,10,21,0
경북,성주군,02월,16,1,10,15,0
경북,성주군,03월,28,2,11,24,0
경북,성주군,04월,26,1,15,28,0
경북,성주군,05월,28,1,6,30,0
경북,성주군,06월,18,2,8,16,0
경북,성주군,07월,31,0,13,40,0
경북,성주군,08월,25,0,6,27,0
경북,성주군,09월,20,0,3,26,0
경북,성주군,10월,28,1,12,22,0
경북,성주군,11월,25,0,7,28,1
경북,성주군,12월,25,3,14,23,0
경북,칠곡군,01월,57,2,19,47,15
경북,칠곡군,02월,45,1,23,36,11
경북,칠곡군,03월,52,1,20,54,9
경북,칠곡군,04월,68,2,40,62,9
경북,칠곡군,05월,87,0,42,89,15
경북,칠곡군,06월,63,2,20,77,15
경북,칠곡군,07월,54,2,11,56,11
경북,칠곡군,08월,84,2,33,99,16
경북,칠곡군,09월,57,0,13,63,11
경북,칠곡군,10월,85,1,29,68,16
경북,칠곡군,11월,70,2,27,67,10
경북,칠곡군,12월,59,2,31,55,17
경북,예천군,01월,18,2,10,12,0
경북,예천군,02월,11,0,9,10,0
경북,예천군,03월,14,1,13,12,0
경북,예천군,04월,17,0,20,6,0
경북,예천군,05월,19,0,11,16,0
경북,예천군,06월,14,0,10,6,0
경북,예천군,07월,18,0,14,17,0
경북,예천군,08월,19,0,12,13,0
경북,예천군,09월,15,2,12,7,0
경북,예천군,10월,19,0,19,11,0
경북,예천군,11월,28,0,31,16,0
경북,예천군,12월,14,1,12,7,0
경북,봉화군,01월,11,0,3,14,3
경북,봉화군,02월,7,2,4,6,1
경북,봉화군,03월,7,0,3,6,2
경북,봉화군,04월,13,0,2,9,9
경북,봉화군,05월,18,1,11,16,5
경북,봉화군,06월,15,0,3,18,1
경북,봉화군,07월,14,0,5,18,1
경북,봉화군,08월,17,2,7,13,1
경북,봉화군,09월,11,0,6,6,1
경북,봉화군,10월,10,0,5,13,2
경북,봉화군,11월,13,0,5,19,1
경북,봉화군,12월,13,0,0,16,4
경북,울진군,01월,17,0,8,17,0
경북,울진군,02월,10,0,3,12,0
경북,울진군,03월,12,0,8,6,0
경북,울진군,04월,17,1,10,14,0
경북,울진군,05월,16,1,9,7,0
경북,울진군,06월,18,1,12,13,1
경북,울진군,07월,16,1,10,12,0
경북,울진군,08월,18,1,13,11,0
경북,울진군,09월,13,1,11,15,0
경북,울진군,10월,14,0,8,7,1
경북,울진군,11월,8,0,5,1,2
경북,울진군,12월,12,0,8,11,0
경북,울릉군,01월,1,0,0,1,0
경북,울릉군,03월,1,0,0,1,0
경북,울릉군,05월,4,0,2,3,0
경북,울릉군,07월,2,0,0,2,6
경북,울릉군,08월,3,0,0,4,0
경북,울릉군,09월,3,0,16,17,6
경북,울릉군,10월,2,0,0,1,1
경북,울릉군,11월,1,0,1,0,0
경북,울릉군,12월,1,0,0,1,0
경북,경산시,01월,76,2,22,76,2
경북,경산시,02월,65,2,22,81,4
경북,경산시,03월,96,4,40,91,2
경북,경산시,04월,102,1,30,109,6
경북,경산시,05월,122,1,39,123,4
경북,경산시,06월,102,1,23,110,8
경북,경산시,07월,94,2,28,84,6
경북,경산시,08월,105,0,38,94,8
경북,경산시,09월,110,4,29,101,5
경북,경산시,10월,113,2,32,109,9
경북,경산시,11월,151,2,63,133,14
경북,경산시,12월,103,1,30,104,4
경남,진주시,01월,69,2,43,44,1
경남,진주시,02월,55,2,38,31,3
경남,진주시,03월,68,1,40,53,1
경남,진주시,04월,76,3,50,40,2
경남,진주시,05월,78,1,36,61,0
경남,진주시,06월,83,3,42,69,4
경남,진주시,07월,58,1,36,39,0
경남,진주시,08월,54,0,28,35,4
경남,진주시,09월,73,6,46,41,2
경남,진주시,10월,79,3,51,48,9
경남,진주시,11월,77,3,44,48,2
경남,진주시,12월,72,3,42,47,2
경남,통영시,01월,51,0,17,59,3
경남,통영시,02월,54,0,18,53,4
경남,통영시,03월,60,0,26,75,7
경남,통영시,04월,55,1,15,53,8
경남,통영시,05월,54,0,22,58,4
경남,통영시,06월,58,0,20,72,2
경남,통영시,07월,61,1,20,77,5
경남,통영시,08월,73,0,30,97,7
경남,통영시,09월,54,0,20,51,8
경남,통영시,10월,64,0,33,62,5
경남,통영시,11월,79,1,29,95,3
경남,통영시,12월,53,0,20,46,11
경남,김해시,01월,150,3,81,138,7
경남,김해시,02월,140,1,63,131,5
경남,김해시,03월,199,4,84,217,13
경남,김해시,04월,205,2,104,191,6
경남,김해시,05월,228,1,98,219,17
경남,김해시,06월,191,2,66,212,7
경남,김해시,07월,201,3,100,197,14
경남,김해시,08월,215,2,101,221,10
경남,김해시,09월,195,2,95,183,10
경남,김해시,10월,199,4,91,170,17
경남,김해시,11월,205,5,86,213,9
경남,김해시,12월,190,3,74,185,15
경남,밀양시,01월,31,0,21,26,2
경남,밀양시,02월,39,1,15,31,6
경남,밀양시,03월,37,1,14,39,2
경남,밀양시,04월,39,4,23,31,3
경남,밀양시,05월,66,4,30,52,5
경남,밀양시,06월,62,4,31,49,2
경남,밀양시,07월,45,0,24,37,1
경남,밀양시,08월,49,4,27,36,4
경남,밀양시,09월,38,1,13,29,2
경남,밀양시,10월,46,0,25,35,3
경남,밀양시,11월,43,1,20,35,3
경남,밀양시,12월,37,3,17,32,3
경남,거제시,01월,80,3,33,81,3
경남,거제시,02월,73,0,57,62,2
경남,거제시,03월,75,1,36,70,1
경남,거제시,04월,95,0,34,109,1
경남,거제시,05월,83,1,42,87,4
경남,거제시,06월,74,1,44,63,0
경남,거제시,07월,102,2,47,89,7
경남,거제시,08월,81,2,37,76,6
경남,거제시,09월,83,1,40,82,2
경남,거제시,10월,98,2,44,88,4
경남,거제시,11월,90,1,40,83,3
경남,거제시,12월,77,3,37,84,2
경남,의령군,01월,6,0,3,14,2
경남,의령군,02월,5,0,1,5,0
경남,의령군,03월,8,1,1,11,1
경남,의령군,04월,17,0,4,21,4
경남,의령군,05월,20,1,10,13,2
경남,의령군,06월,12,0,8,10,0
경남,의령군,07월,14,0,11,9,3
경남,의령군,08월,7,0,8,3,0
경남,의령군,09월,14,1,9,10,1
경남,의령군,10월,12,1,8,5,0
경남,의령군,11월,15,1,7,11,1
경남,의령군,12월,13,0,11,7,0
경남,함안군,01월,17,2,11,6,1
경남,함안군,02월,21,0,10,20,2
경남,함안군,03월,21,1,4,23,1
경남,함안군,04월,40,1,22,37,2
경남,함안군,05월,28,1,10,32,1
경남,함안군,06월,27,2,12,28,4
경남,함안군,07월,29,2,14,35,1
경남,함안군,08월,27,2,13,26,0
경남,함안군,09월,29,0,11,33,2
경남,함안군,10월,39,2,21,34,6
경남,함안군,11월,23,3,6,26,0
경남,함안군,12월,26,1,13,27,0
경남,창녕군,01월,18,0,10,10,0
경남,창녕군,02월,20,0,13,12,2
경남,창녕군,03월,23,0,14,24,2
경남,창녕군,04월,30,2,19,27,1
경남,창녕군,05월,25,1,19,21,2
경남,창녕군,06월,29,0,21,26,2
경남,창녕군,07월,30,1,17,25,1
경남,창녕군,08월,24,1,12,16,2
경남,창녕군,09월,23,0,18,21,1
경남,창녕군,10월,41,1,27,29,2
경남,창녕군,11월,43,1,24,30,3
경남,창녕군,12월,27,0,25,18,4
경남,양산시,01월,100,3,40,96,14
경남,양산시,02월,84,1,36,82,11
경남,양산시,03월,120,2,56,99,9
경남,양산시,04월,126,0,49,105,20
경남,양산시,05월,117,2,48,109,16
경남,양산시,06월,103,0,51,83,16
경남,양산시,07월,105,1,39,111,23
경남,양산시,08월,91,0,31,89,14
경남,양산시,09월,139,5,53,119,11
경남,양산시,10월,112,6,43,96,8
경남,양산시,11월,97,1,37,86,14
경남,양산시,12월,92,4,47,82,8
경남,고성군,01월,16,2,7,10,1
경남,고성군,02월,15,1,4,17,0
경남,고성군,03월,17,0,7,18,0
경남,고성군,04월,16,0,13,12,1
경남,고성군,05월,27,0,16,18,0
경남,고성군,06월,17,1,6,13,2
경남,고성군,07월,21,0,13,23,0
경남,고성군,08월,24,0,11,22,2
경남,고성군,09월,29,1,18,24,1
경남,고성군,10월,30,3,13,26,4
경남,고성군,11월,30,2,15,30,5
경남,고성군,12월,24,0,13,18,0
경남,사천시,01월,46,1,24,41,3
경남,사천시,02월,43,2,22,42,4
경남,사천시,03월,56,0,29,47,4
경남,사천시,04월,63,3,29,63,9
경남,사천시,05월,58,0,28,57,7
경남,사천시,06월,55,1,28,45,9
경남,사천시,07월,59,1,29,61,14
경남,사천시,08월,70,0,32,68,19
경남,사천시,09월,60,0,22,61,7
경남,사천시,10월,49,0,27,36,12
경남,사천시,11월,62,0,25,60,6
경남,사천시,12월,47,3,16,53,2
경남,남해군,01월,7,0,5,3,1
경남,남해군,02월,11,0,11,4,0
경남,남해군,03월,16,3,11,20,5
경남,남해군,04월,14,3,10,5,5
경남,남해군,05월,16,0,5,9,3
경남,남해군,06월,16,0,13,11,4
경남,남해군,07월,17,0,8,14,7
경남,남해군,08월,20,1,15,20,5
경남,남해군,09월,16,0,9,11,3
경남,남해군,10월,14,0,11,4,7
경남,남해군,11월,30,1,21,11,5
경남,남해군,12월,15,0,11,8,2
경남,하동군,01월,6,0,4,6,0
경남,하동군,02월,8,1,8,2,0
경남,하동군,03월,20,2,11,18,2
경남,하동군,04월,13,2,7,6,2
경남,하동군,05월,15,1,9,6,2
경남,하동군,06월,12,0,7,11,1
경남,하동군,07월,9,1,3,8,0
경남,하동군,08월,20,1,10,13,3
경남,하동군,09월,10,2,5,9,3
경남,하동군,10월,12,0,10,13,0
경남,하동군,11월,10,0,10,3,2
경남,하동군,12월,8,1,7,4,0
경남,산청군,01월,8,0,6,9,3
경남,산청군,02월,16,0,14,11,1
경남,산청군,03월,6,0,5,1,0
경남,산청군,04월,12,0,11,9,2
경남,산청군,05월,21,0,17,21,4
경남,산청군,06월,10,0,7,12,0
경남,산청군,07월,15,0,9,8,3
경남,산청군,08월,26,2,25,19,5
경남,산청군,09월,16,0,11,16,4
경남,산청군,10월,17,0,9,14,3
경남,산청군,11월,16,0,6,16,3
경남,산청군,12월,10,0,2,10,1
경남,함양군,01월,12,1,11,19,2
경남,함양군,02월,10,2,3,8,1
경남,함양군,03월,14,0,13,7,0
경남,함양군,04월,16,0,12,8,1
경남,함양군,05월,24,3,13,17,6
경남,함양군,06월,13,0,9,6,2
경남,함양군,07월,14,0,10,10,3
경남,함양군,08월,23,0,15,15,1
경남,함양군,09월,25,1,8,24,9
경남,함양군,10월,22,0,9,17,4
경남,함양군,11월,17,0,7,8,7
경남,함양군,12월,11,0,4,5,6
경남,거창군,01월,15,0,8,11,0
경남,거창군,02월,13,1,8,8,1
경남,거창군,03월,19,1,11,11,3
경남,거창군,04월,22,1,13,15,2
경남,거창군,05월,23,2,9,21,1
경남,거창군,06월,19,0,11,17,2
경남,거창군,07월,25,2,13,16,1
경남,거창군,08월,24,0,5,24,3
경남,거창군,09월,28,0,11,25,1
경남,거창군,10월,21,4,10,10,1
경남,거창군,11월,17,1,8,17,0
경남,거창군,12월,24,3,12,8,3
경남,합천군,01월,11,1,10,2,0
경남,합천군,02월,14,0,13,12,0
경남,합천군,03월,14,2,9,11,0
경남,합천군,04월,14,1,13,10,0
경남,합천군,05월,19,1,18,11,0
경남,합천군,06월,21,1,16,15,2
경남,합천군,07월,7,0,2,8,0
경남,합천군,08월,13,0,7,6,0
경남,합천군,09월,9,0,4,5,0
경남,합천군,10월,20,0,11,9,2
경남,합천군,11월,24,2,14,15,0
경남,합천군,12월,18,2,5,12,0
경남,창원시(통합),01월,225,2,103,181,10
경남,창원시(통합),02월,195,3,93,164,14
경남,창원시(통합),03월,296,2,110,293,16
경남,창원시(통합),04월,286,4,116,280,12
경남,창원시(통합),05월,282,6,90,285,18
경남,창원시(통합),06월,255,7,93,243,10
경남,창원시(통합),07월,259,5,122,198,14
경남,창원시(통합),08월,279,7,142,301,28
경남,창원시(통합),09월,287,7,99,278,15
경남,창원시(통합),10월,275,4,107,258,13
경남,창원시(통합),11월,308,8,126,277,15
경남,창원시(통합),12월,298,7,126,255,19
제주,제주시,01월,238,2,63,248,50
제주,제주시,02월,231,4,54,261,35
제주,제주시,03월,288,6,80,297,41
제주,제주시,04월,277,7,65,313,44
제주,제주시,05월,275,2,85,294,55
제주,제주시,06월,221,5,68,222,31
제주,제주시,07월,287,0,63,283,66
제주,제주시,08월,281,2,61,322,66
제주,제주시,09월,239,4,70,268,49
제주,제주시,10월,279,2,66,313,49
제주,제주시,11월,269,5,77,276,60
제주,제주시,12월,254,1,63,273,35
제주,서귀포시,01월,107,5,44,109,34
제주,서귀포시,02월,77,0,33,80,11
제주,서귀포시,03월,89,3,39,77,15
제주,서귀포시,04월,95,2,47,84,16
제주,서귀포시,05월,120,2,62,104,21
제주,서귀포시,06월,106,1,46,91,26
제주,서귀포시,07월,88,2,36,81,16
제주,서귀포시,08월,124,3,34,152,22
제주,서귀포시,09월,113,2,41,143,12
제주,서귀포시,10월,126,3,58,117,23
제주,서귀포시,11월,112,2,39,118,13
제주,서귀포시,12월,116,1,40,149,19
대구,중구,01월,70,0,21,59,16
대구,중구,02월,66,1,19,67,15
대구,중구,03월,69,2,20,74,9
대구,중구,04월,65,1,24,57,9
대구,중구,05월,78,0,26,79,18
대구,중구,06월,68,2,9,62,22
대구,중구,07월,76,0,14,90,13
대구,중구,08월,79,0,16,92,36
대구,중구,09월,77,3,17,71,37
대구,중구,10월,78,0,19,77,26
대구,중구,11월,78,1,26,69,22
대구,중구,12월,65,1,12,61,21
대구,동구,01월,112,1,25,117,14
대구,동구,02월,141,1,36,173,14
대구,동구,03월,148,1,46,172,11
대구,동구,04월,183,3,56,201,35
대구,동구,05월,150,3,41,159,11
대구,동구,06월,170,1,52,181,29
대구,동구,07월,150,2,37,159,22
대구,동구,08월,183,2,50,197,20
대구,동구,09월,167,3,60,168,21
대구,동구,10월,203,0,59,243,19
대구,동구,11월,185,2,57,220,22
대구,동구,12월,162,0,46,175,27
대구,서구,01월,104,1,35,94,13
대구,서구,02월,96,2,31,106,8
대구,서구,03월,120,0,46,119,13
대구,서구,04월,106,1,34,105,16
대구,서구,05월,126,0,38,134,27
대구,서구,06월,106,0,37,118,10
대구,서구,07월,99,0,32,106,8
대구,서구,08월,93,1,28,99,12
대구,서구,09월,104,0,41,88,20
대구,서구,10월,124,1,37,106,18
대구,서구,11월,110,0,26,128,19
대구,서구,12월,129,2,33,141,32
대구,남구,01월,64,0,20,71,5
대구,남구,02월,64,1,20,62,7
대구,남구,03월,67,0,15,77,6
대구,남구,04월,63,0,22,57,16
대구,남구,05월,80,1,23,72,10
대구,남구,06월,61,0,13,60,6
대구,남구,07월,75,0,15,81,10
대구,남구,08월,76,0,23,85,7
대구,남구,09월,96,0,34,106,10
대구,남구,10월,107,0,34,112,13
대구,남구,11월,93,2,32,91,9
대구,남구,12월,56,0,11,75,8
대구,북구,01월,212,2,63,201,31
대구,북구,02월,155,3,45,175,12
대구,북구,03월,219,2,73,216,28
대구,북구,04월,224,2,68,239,26
대구,북구,05월,188,2,67,177,32
대구,북구,06월,207,1,66,231,26
대구,북구,07월,186,1,68,187,19
대구,북구,08월,186,1,67,201,23
대구,북구,09월,202,3,71,215,21
대구,북구,10월,214,1,64,214,28
대구,북구,11월,207,2,63,207,31
대구,북구,12월,213,2,57,207,25
대구,수성구,01월,166,1,43,154,29
대구,수성구,02월,151,1,34,174,22
대구,수성구,03월,200,0,70,183,28
대구,수성구,04월,205,1,57,247,21
대구,수성구,05월,216,1,52,247,29
대구,수성구,06월,206,1,65,238,16
대구,수성구,07월,206,1,58,234,24
대구,수성구,08월,203,1,50,223,24
