시도,시군구,가해자차량용도대분류,가해자차량용도중분류,가해자차량용도,사고건수,사망자수,중상자수,경상자수,부상신고자수
서울,종로구,사업용,노선버스,마을버스,11,0,1,7,4
서울,종로구,사업용,노선버스,시내버스,52,0,21,56,2
서울,종로구,사업용,노선버스,시외버스,8,0,2,9,0
서울,종로구,사업용,전세버스,전세버스,21,0,7,21,0
서울,종로구,사업용,택시,법인택시,173,0,41,190,17
서울,종로구,사업용,택시,개인택시,74,1,26,61,9
서울,종로구,사업용,화물차,화물차,16,0,4,16,0
서울,종로구,사업용,렌터카,렌터카,73,0,20,77,6
서울,종로구,사업용,기타/건설기계,기타/건설기계,4,0,2,5,1
서울,종로구,비사업용,승용차,승용차,425,1,107,445,47
서울,종로구,비사업용,버스,버스,1,0,0,2,0
서울,종로구,비사업용,어린이통학버스,어린이통학버스,2,0,1,2,0
서울,종로구,비사업용,화물차,화물차,64,1,24,57,6
서울,종로구,비사업용,기타/건설기계,기타/건설기계,13,0,4,22,3
서울,종로구,이륜차,이륜차,이륜차,99,2,32,55,39
서울,종로구,원동기장치자전거,원동기장치자전거,원동기장치자전거,38,0,11,22,13
서울,종로구,자전거,자전거,자전거,19,1,3,6,9
서울,종로구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,0,1,0
서울,종로구,기타,기타,기타,2,0,0,1,1
서울,종로구,불명,불명,불명,37,0,6,20,15
서울,중구,사업용,노선버스,마을버스,2,0,0,2,0
서울,중구,사업용,노선버스,시내버스,54,1,17,41,6
서울,중구,사업용,노선버스,시외버스,8,1,2,3,2
서울,중구,사업용,노선버스,고속버스,4,0,2,3,0
서울,중구,사업용,전세버스,전세버스,14,0,1,19,1
서울,중구,사업용,택시,법인택시,199,0,61,200,17
서울,중구,사업용,택시,개인택시,81,0,23,82,11
서울,중구,사업용,화물차,화물차,23,0,8,16,3
서울,중구,사업용,렌터카,렌터카,87,0,31,83,13
서울,중구,사업용,기타/건설기계,기타/건설기계,7,1,3,3,0
서울,중구,비사업용,승용차,승용차,417,1,132,435,62
서울,중구,비사업용,버스,버스,11,0,2,10,4
서울,중구,비사업용,화물차,화물차,62,1,20,54,2
서울,중구,비사업용,기타/건설기계,기타/건설기계,14,0,5,10,0
서울,중구,이륜차,이륜차,이륜차,109,0,35,70,24
서울,중구,원동기장치자전거,원동기장치자전거,원동기장치자전거,37,0,12,19,9
서울,중구,자전거,자전거,자전거,23,0,4,14,7
서울,중구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,1,1,0
서울,중구,기타,기타,기타,1,0,0,0,1
서울,중구,불명,불명,불명,29,0,6,18,5
서울,용산구,사업용,노선버스,마을버스,8,0,4,5,0
서울,용산구,사업용,노선버스,시내버스,17,0,2,17,1
서울,용산구,사업용,노선버스,시외버스,2,0,1,4,0
서울,용산구,사업용,전세버스,전세버스,9,0,1,9,0
서울,용산구,사업용,택시,법인택시,236,1,70,260,7
서울,용산구,사업용,택시,개인택시,59,2,16,68,3
서울,용산구,사업용,화물차,화물차,32,1,6,35,0
서울,용산구,사업용,렌터카,렌터카,66,0,17,72,1
서울,용산구,사업용,덤프트럭,덤프트럭,1,0,0,1,0
서울,용산구,사업용,기타/건설기계,기타/건설기계,4,0,2,2,0
서울,용산구,비사업용,승용차,승용차,505,2,135,554,26
서울,용산구,비사업용,버스,버스,5,0,1,4,0
서울,용산구,비사업용,어린이통학버스,어린이통학버스,2,1,1,0,0
서울,용산구,비사업용,화물차,화물차,56,1,13,57,7
서울,용산구,비사업용,기타/건설기계,기타/건설기계,9,0,1,9,2
서울,용산구,이륜차,이륜차,이륜차,103,2,26,86,10
서울,용산구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,1,0,0
서울,용산구,원동기장치자전거,원동기장치자전거,원동기장치자전거,3,0,0,2,1
서울,용산구,자전거,자전거,자전거,22,0,12,11,0
서울,용산구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,1,0,0
서울,용산구,불명,불명,불명,46,0,6,32,12
서울,성동구,사업용,노선버스,마을버스,11,0,8,4,0
서울,성동구,사업용,노선버스,시내버스,17,0,2,17,2
서울,성동구,사업용,전세버스,전세버스,3,0,1,2,0
서울,성동구,사업용,택시,법인택시,132,1,27,174,8
서울,성동구,사업용,택시,개인택시,56,1,14,59,4
서울,성동구,사업용,화물차,화물차,29,1,12,28,2
서울,성동구,사업용,렌터카,렌터카,55,2,18,61,4
서울,성동구,사업용,기타/건설기계,기타/건설기계,7,0,2,7,0
서울,성동구,비사업용,승용차,승용차,438,3,120,438,23
서울,성동구,비사업용,버스,버스,10,0,3,13,0
서울,성동구,비사업용,어린이통학버스,어린이통학버스,1,0,0,3,0
서울,성동구,비사업용,화물차,화물차,78,1,29,58,6
서울,성동구,비사업용,기타/건설기계,기타/건설기계,13,0,0,18,0
서울,성동구,이륜차,이륜차,이륜차,129,3,33,101,18
서울,성동구,원동기장치자전거,원동기장치자전거,원동기장치자전거,8,1,2,5,0
서울,성동구,자전거,자전거,자전거,63,0,19,40,9
서울,성동구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),5,0,2,1,2
서울,성동구,기타,기타,기타,1,0,1,0,0
서울,성동구,불명,불명,불명,35,0,1,34,4
서울,동대문구,사업용,노선버스,마을버스,7,0,4,3,0
서울,동대문구,사업용,노선버스,시내버스,48,0,20,40,0
서울,동대문구,사업용,노선버스,시외버스,6,0,5,3,0
서울,동대문구,사업용,전세버스,전세버스,3,0,0,6,0
서울,동대문구,사업용,택시,법인택시,157,3,44,149,8
서울,동대문구,사업용,택시,개인택시,99,2,23,105,4
서울,동대문구,사업용,화물차,화물차,44,0,19,36,0
서울,동대문구,사업용,렌터카,렌터카,55,0,18,49,3
서울,동대문구,사업용,콘크리트믹서,콘크리트믹서,1,0,1,0,0
서울,동대문구,사업용,기타/건설기계,기타/건설기계,7,0,1,9,0
서울,동대문구,비사업용,승용차,승용차,582,4,214,521,26
서울,동대문구,비사업용,버스,버스,12,0,8,7,0
서울,동대문구,비사업용,어린이통학버스,어린이통학버스,2,0,1,0,1
서울,동대문구,비사업용,화물차,화물차,134,0,46,112,12
서울,동대문구,비사업용,기타/건설기계,기타/건설기계,11,0,4,13,1
서울,동대문구,이륜차,이륜차,이륜차,225,5,68,160,49
서울,동대문구,원동기장치자전거,원동기장치자전거,원동기장치자전거,37,0,4,35,9
서울,동대문구,자전거,자전거,자전거,110,1,22,73,25
서울,동대문구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),3,0,1,2,0
서울,동대문구,기타,기타,기타,2,0,0,1,1
서울,동대문구,불명,불명,불명,20,0,4,16,2
서울,성북구,사업용,노선버스,마을버스,22,0,6,28,1
서울,성북구,사업용,노선버스,시내버스,47,0,16,46,1
서울,성북구,사업용,전세버스,전세버스,2,0,0,4,0
서울,성북구,사업용,택시,법인택시,171,1,38,207,5
서울,성북구,사업용,택시,개인택시,73,0,22,64,2
서울,성북구,사업용,화물차,화물차,35,0,6,38,1
서울,성북구,사업용,렌터카,렌터카,73,0,15,72,2
서울,성북구,사업용,기타/건설기계,기타/건설기계,17,2,3,18,0
서울,성북구,비사업용,승용차,승용차,643,1,201,668,33
서울,성북구,비사업용,버스,버스,17,0,11,11,0
서울,성북구,비사업용,어린이통학버스,어린이통학버스,7,0,0,6,1
서울,성북구,비사업용,화물차,화물차,102,1,33,86,7
서울,성북구,비사업용,기타/건설기계,기타/건설기계,12,1,5,6,3
서울,성북구,이륜차,이륜차,이륜차,217,1,71,149,45
서울,성북구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,1,0,0,0
서울,성북구,원동기장치자전거,원동기장치자전거,원동기장치자전거,19,0,7,12,4
서울,성북구,자전거,자전거,자전거,37,0,10,21,8
서울,성북구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,0,1,1
서울,성북구,기타,기타,기타,1,0,0,1,0
서울,성북구,불명,불명,불명,11,0,3,6,2
서울,도봉구,사업용,노선버스,마을버스,11,0,7,6,1
서울,도봉구,사업용,노선버스,시내버스,37,0,18,35,5
서울,도봉구,사업용,전세버스,전세버스,3,0,3,4,0
서울,도봉구,사업용,택시,법인택시,64,0,16,73,8
서울,도봉구,사업용,택시,개인택시,43,0,15,43,4
서울,도봉구,사업용,화물차,화물차,18,0,3,18,2
서울,도봉구,사업용,렌터카,렌터카,29,1,12,25,1
서울,도봉구,사업용,기타/건설기계,기타/건설기계,5,0,2,4,0
서울,도봉구,비사업용,승용차,승용차,351,1,119,340,29
서울,도봉구,비사업용,버스,버스,4,0,1,3,0
서울,도봉구,비사업용,화물차,화물차,52,0,18,50,3
서울,도봉구,비사업용,기타/건설기계,기타/건설기계,13,0,2,11,3
서울,도봉구,이륜차,이륜차,이륜차,133,2,45,82,46
서울,도봉구,원동기장치자전거,원동기장치자전거,원동기장치자전거,9,0,1,7,2
서울,도봉구,자전거,자전거,자전거,62,0,19,35,23
서울,도봉구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),3,0,1,1,1
서울,도봉구,기타,기타,기타,1,0,1,0,0
서울,도봉구,불명,불명,불명,14,0,3,5,7
서울,은평구,사업용,노선버스,마을버스,11,0,4,7,0
서울,은평구,사업용,노선버스,시내버스,56,0,18,40,4
서울,은평구,사업용,노선버스,시외버스,8,0,4,8,1
서울,은평구,사업용,노선버스,고속버스,1,0,0,1,0
서울,은평구,사업용,전세버스,전세버스,11,0,5,5,1
서울,은평구,사업용,택시,법인택시,80,0,22,94,7
서울,은평구,사업용,택시,개인택시,68,0,28,63,8
서울,은평구,사업용,화물차,화물차,27,1,12,19,2
서울,은평구,사업용,렌터카,렌터카,47,0,12,46,4
서울,은평구,사업용,기타/건설기계,기타/건설기계,9,0,1,8,0
서울,은평구,비사업용,승용차,승용차,456,1,160,411,46
서울,은평구,비사업용,버스,버스,11,0,3,9,0
서울,은평구,비사업용,어린이통학버스,어린이통학버스,3,0,1,2,0
서울,은평구,비사업용,화물차,화물차,78,2,25,61,12
서울,은평구,비사업용,기타/건설기계,기타/건설기계,13,0,4,11,0
서울,은평구,이륜차,이륜차,이륜차,121,1,39,86,36
서울,은평구,원동기장치자전거,원동기장치자전거,원동기장치자전거,22,1,6,18,5
서울,은평구,자전거,자전거,자전거,62,1,18,36,15
서울,은평구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),7,0,3,4,0
서울,은평구,기타,기타,기타,4,0,2,0,2
서울,은평구,불명,불명,불명,24,0,2,17,6
서울,서대문구,사업용,노선버스,마을버스,25,0,6,21,5
서울,서대문구,사업용,노선버스,시내버스,44,2,25,65,9
서울,서대문구,사업용,노선버스,시외버스,16,1,6,23,2
서울,서대문구,사업용,노선버스,고속버스,1,0,1,0,0
서울,서대문구,사업용,전세버스,전세버스,10,0,3,11,0
서울,서대문구,사업용,택시,법인택시,130,0,38,123,27
서울,서대문구,사업용,택시,개인택시,51,0,15,43,6
서울,서대문구,사업용,화물차,화물차,22,0,4,15,7
서울,서대문구,사업용,렌터카,렌터카,49,0,6,60,11
서울,서대문구,사업용,기타/건설기계,기타/건설기계,14,2,5,25,1
서울,서대문구,비사업용,승용차,승용차,447,5,129,458,95
서울,서대문구,비사업용,버스,버스,5,0,1,5,0
서울,서대문구,비사업용,어린이통학버스,어린이통학버스,7,1,2,3,1
서울,서대문구,비사업용,화물차,화물차,56,1,19,42,9
서울,서대문구,비사업용,기타/건설기계,기타/건설기계,11,0,2,13,2
서울,서대문구,이륜차,이륜차,이륜차,121,1,32,72,48
서울,서대문구,원동기장치자전거,원동기장치자전거,원동기장치자전거,25,0,8,14,11
서울,서대문구,자전거,자전거,자전거,48,1,7,18,24
서울,서대문구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),4,0,0,2,2
서울,서대문구,기타,기타,기타,2,0,0,1,1
서울,서대문구,불명,불명,불명,25,0,2,14,9
서울,마포구,사업용,노선버스,마을버스,22,0,7,19,2
서울,마포구,사업용,노선버스,시내버스,32,0,10,28,1
서울,마포구,사업용,노선버스,시외버스,15,0,8,22,3
서울,마포구,사업용,전세버스,전세버스,15,0,7,22,0
서울,마포구,사업용,택시,법인택시,232,1,57,265,24
서울,마포구,사업용,택시,개인택시,71,0,29,68,9
서울,마포구,사업용,화물차,화물차,35,1,5,38,3
서울,마포구,사업용,렌터카,렌터카,85,0,26,100,6
서울,마포구,사업용,콘크리트믹서,콘크리트믹서,1,0,0,1,0
서울,마포구,사업용,기타/건설기계,기타/건설기계,8,1,0,7,0
서울,마포구,비사업용,승용차,승용차,604,3,156,668,71
서울,마포구,비사업용,버스,버스,10,0,4,11,0
서울,마포구,비사업용,어린이통학버스,어린이통학버스,1,0,0,1,0
서울,마포구,비사업용,화물차,화물차,65,0,25,63,7
서울,마포구,비사업용,기타/건설기계,기타/건설기계,10,0,3,9,0
서울,마포구,이륜차,이륜차,이륜차,125,0,39,86,33
서울,마포구,원동기장치자전거,원동기장치자전거,원동기장치자전거,45,0,17,30,7
서울,마포구,자전거,자전거,자전거,52,0,12,33,13
서울,마포구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),4,1,0,2,1
서울,마포구,기타,기타,기타,3,0,0,3,1
서울,마포구,불명,불명,불명,59,0,5,45,11
서울,강서구,사업용,노선버스,마을버스,15,0,3,14,1
서울,강서구,사업용,노선버스,시내버스,88,3,24,110,5
서울,강서구,사업용,노선버스,시외버스,20,0,8,33,3
서울,강서구,사업용,노선버스,고속버스,1,1,0,0,0
서울,강서구,사업용,전세버스,전세버스,10,0,6,11,7
서울,강서구,사업용,택시,법인택시,195,2,43,196,10
서울,강서구,사업용,택시,개인택시,66,1,20,57,6
서울,강서구,사업용,화물차,화물차,38,0,12,42,1
서울,강서구,사업용,렌터카,렌터카,84,1,21,110,6
서울,강서구,사업용,기타/건설기계,기타/건설기계,14,1,4,9,3
서울,강서구,비사업용,승용차,승용차,810,5,222,826,73
서울,강서구,비사업용,버스,버스,8,0,2,6,0
서울,강서구,비사업용,어린이통학버스,어린이통학버스,4,0,1,3,0
서울,강서구,비사업용,화물차,화물차,108,3,29,98,6
서울,강서구,비사업용,기타/건설기계,기타/건설기계,18,0,7,21,0
서울,강서구,이륜차,이륜차,이륜차,185,3,43,166,35
서울,강서구,원동기장치자전거,원동기장치자전거,원동기장치자전거,41,0,6,41,10
서울,강서구,자전거,자전거,자전거,72,0,13,51,15
서울,강서구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),4,0,2,1,1
서울,강서구,불명,불명,불명,48,0,4,39,5
서울,구로구,사업용,노선버스,마을버스,15,1,5,7,2
서울,구로구,사업용,노선버스,시내버스,48,0,18,52,1
서울,구로구,사업용,노선버스,시외버스,10,0,5,6,0
서울,구로구,사업용,전세버스,전세버스,5,0,0,7,0
서울,구로구,사업용,택시,법인택시,106,3,31,116,14
서울,구로구,사업용,택시,개인택시,75,2,21,77,7
서울,구로구,사업용,화물차,화물차,40,1,11,34,0
서울,구로구,사업용,렌터카,렌터카,68,0,18,80,4
서울,구로구,사업용,기타/건설기계,기타/건설기계,15,0,5,9,1
서울,구로구,비사업용,승용차,승용차,690,5,200,725,58
서울,구로구,비사업용,버스,버스,23,0,6,21,0
서울,구로구,비사업용,어린이통학버스,어린이통학버스,1,0,1,1,0
서울,구로구,비사업용,화물차,화물차,147,0,43,143,14
서울,구로구,비사업용,기타/건설기계,기타/건설기계,17,0,3,17,3
서울,구로구,이륜차,이륜차,이륜차,165,1,49,152,15
서울,구로구,원동기장치자전거,원동기장치자전거,원동기장치자전거,3,0,1,1,1
서울,구로구,자전거,자전거,자전거,71,0,17,53,8
서울,구로구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),3,0,1,2,0
서울,구로구,기타,기타,기타,2,0,0,3,0
서울,구로구,불명,불명,불명,25,0,3,22,2
서울,영등포구,사업용,노선버스,마을버스,16,0,6,14,1
서울,영등포구,사업용,노선버스,시내버스,88,0,28,86,7
서울,영등포구,사업용,노선버스,시외버스,22,1,8,32,5
서울,영등포구,사업용,노선버스,고속버스,1,0,0,2,0
서울,영등포구,사업용,전세버스,전세버스,13,0,9,36,2
서울,영등포구,사업용,택시,법인택시,272,2,50,322,24
서울,영등포구,사업용,택시,개인택시,130,0,41,125,9
서울,영등포구,사업용,화물차,화물차,62,0,20,50,9
서울,영등포구,사업용,렌터카,렌터카,106,0,34,136,16
서울,영등포구,사업용,기타/건설기계,기타/건설기계,17,1,3,19,2
서울,영등포구,비사업용,승용차,승용차,981,3,234,1093,103
서울,영등포구,비사업용,버스,버스,14,0,5,9,1
서울,영등포구,비사업용,어린이통학버스,어린이통학버스,5,0,1,4,0
서울,영등포구,비사업용,화물차,화물차,163,2,43,170,11
서울,영등포구,비사업용,기타/건설기계,기타/건설기계,30,1,11,29,1
서울,영등포구,이륜차,이륜차,이륜차,246,1,57,194,68
서울,영등포구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,2,0
서울,영등포구,원동기장치자전거,원동기장치자전거,원동기장치자전거,28,0,5,32,5
서울,영등포구,자전거,자전거,자전거,189,0,40,137,42
서울,영등포구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),6,0,2,4,0
서울,영등포구,기타,기타,기타,3,0,0,2,1
서울,영등포구,불명,불명,불명,46,0,9,34,6
서울,동작구,사업용,노선버스,마을버스,43,0,18,36,4
서울,동작구,사업용,노선버스,시내버스,35,0,13,35,3
서울,동작구,사업용,노선버스,시외버스,3,0,1,3,2
서울,동작구,사업용,전세버스,전세버스,10,0,2,16,1
서울,동작구,사업용,택시,법인택시,146,1,32,175,22
서울,동작구,사업용,택시,개인택시,69,1,25,50,10
서울,동작구,사업용,화물차,화물차,25,0,8,41,11
서울,동작구,사업용,렌터카,렌터카,73,0,17,75,11
서울,동작구,사업용,기타/건설기계,기타/건설기계,10,0,7,15,1
서울,동작구,비사업용,승용차,승용차,580,2,162,613,80
서울,동작구,비사업용,버스,버스,6,0,1,6,1
서울,동작구,비사업용,어린이통학버스,어린이통학버스,9,0,1,7,1
서울,동작구,비사업용,화물차,화물차,80,0,24,64,9
서울,동작구,비사업용,기타/건설기계,기타/건설기계,24,0,8,25,2
서울,동작구,이륜차,이륜차,이륜차,190,1,58,147,51
서울,동작구,원동기장치자전거,원동기장치자전거,원동기장치자전거,26,0,6,18,13
서울,동작구,자전거,자전거,자전거,53,0,17,24,22
서울,동작구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,0,0,1
서울,동작구,기타,기타,기타,1,0,0,1,0
서울,동작구,불명,불명,불명,22,0,2,15,8
서울,관악구,사업용,노선버스,마을버스,16,0,3,12,1
서울,관악구,사업용,노선버스,시내버스,58,0,14,49,4
서울,관악구,사업용,노선버스,시외버스,1,0,0,0,1
서울,관악구,사업용,노선버스,고속버스,2,0,0,3,0
서울,관악구,사업용,전세버스,전세버스,8,0,0,11,3
서울,관악구,사업용,택시,법인택시,164,0,34,174,20
서울,관악구,사업용,택시,개인택시,75,2,23,51,8
서울,관악구,사업용,화물차,화물차,26,0,9,23,1
서울,관악구,사업용,렌터카,렌터카,64,0,22,61,1
서울,관악구,사업용,기타/건설기계,기타/건설기계,12,1,4,8,1
서울,관악구,비사업용,승용차,승용차,560,2,159,547,32
서울,관악구,비사업용,버스,버스,8,0,3,7,0
서울,관악구,비사업용,어린이통학버스,어린이통학버스,3,0,0,3,0
서울,관악구,비사업용,화물차,화물차,70,3,24,55,2
서울,관악구,비사업용,기타/건설기계,기타/건설기계,26,0,5,32,2
서울,관악구,이륜차,이륜차,이륜차,210,1,65,185,28
서울,관악구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,2,0
서울,관악구,원동기장치자전거,원동기장치자전거,원동기장치자전거,3,0,2,0,1
서울,관악구,자전거,자전거,자전거,43,1,7,33,6
서울,관악구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,1,1,0
서울,관악구,불명,불명,불명,11,0,1,7,4
서울,강남구,사업용,노선버스,마을버스,20,0,6,20,0
서울,강남구,사업용,노선버스,시내버스,52,1,10,49,8
서울,강남구,사업용,노선버스,시외버스,15,0,1,15,2
서울,강남구,사업용,노선버스,고속버스,1,0,0,1,0
서울,강남구,사업용,전세버스,전세버스,14,0,1,15,0
서울,강남구,사업용,택시,법인택시,462,1,101,513,51
서울,강남구,사업용,택시,개인택시,168,1,36,159,33
서울,강남구,사업용,화물차,화물차,63,0,10,68,10
서울,강남구,사업용,렌터카,렌터카,345,1,69,383,29
서울,강남구,사업용,위험물운송,위험물운송,1,0,0,1,0
서울,강남구,사업용,기타/건설기계,기타/건설기계,16,1,1,15,2
서울,강남구,비사업용,승용차,승용차,1913,3,411,2180,184
서울,강남구,비사업용,버스,버스,18,0,5,17,0
서울,강남구,비사업용,어린이통학버스,어린이통학버스,8,0,4,4,1
서울,강남구,비사업용,화물차,화물차,117,2,36,96,24
서울,강남구,비사업용,기타/건설기계,기타/건설기계,20,0,4,24,2
서울,강남구,이륜차,이륜차,이륜차,280,4,63,229,64
서울,강남구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,1,0,0
서울,강남구,원동기장치자전거,원동기장치자전거,원동기장치자전거,20,0,5,11,4
서울,강남구,자전거,자전거,자전거,60,0,18,30,22
서울,강남구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),36,0,8,20,10
서울,강남구,기타,기타,기타,2,0,0,1,1
서울,강남구,불명,불명,불명,90,0,4,73,17
서울,강동구,사업용,노선버스,마을버스,10,0,5,10,0
서울,강동구,사업용,노선버스,시내버스,63,0,20,64,5
서울,강동구,사업용,노선버스,시외버스,7,0,3,5,1
서울,강동구,사업용,전세버스,전세버스,4,0,1,3,0
서울,강동구,사업용,택시,법인택시,131,0,39,125,19
서울,강동구,사업용,택시,개인택시,69,2,22,61,8
서울,강동구,사업용,화물차,화물차,40,0,19,43,11
서울,강동구,사업용,렌터카,렌터카,58,1,12,62,4
서울,강동구,사업용,기타/건설기계,기타/건설기계,8,0,2,8,0
서울,강동구,비사업용,승용차,승용차,608,4,196,578,65
서울,강동구,비사업용,버스,버스,11,0,3,10,1
서울,강동구,비사업용,어린이통학버스,어린이통학버스,5,0,4,6,1
서울,강동구,비사업용,화물차,화물차,133,1,39,124,11
서울,강동구,비사업용,기타/건설기계,기타/건설기계,13,0,4,12,1
서울,강동구,이륜차,이륜차,이륜차,109,2,33,89,26
서울,강동구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,0,2,0
서울,강동구,원동기장치자전거,원동기장치자전거,원동기장치자전거,20,1,8,9,3
서울,강동구,자전거,자전거,자전거,70,0,14,43,21
서울,강동구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,0,2,0
서울,강동구,기타,기타,기타,2,0,1,1,0
서울,강동구,불명,불명,불명,49,0,5,33,13
서울,송파구,사업용,노선버스,마을버스,4,0,1,5,3
서울,송파구,사업용,노선버스,시내버스,61,0,18,42,10
서울,송파구,사업용,노선버스,시외버스,20,0,10,25,3
서울,송파구,사업용,노선버스,고속버스,1,0,1,0,0
서울,송파구,사업용,전세버스,전세버스,21,1,10,32,34
서울,송파구,사업용,택시,법인택시,270,0,57,290,25
서울,송파구,사업용,택시,개인택시,147,1,41,133,19
서울,송파구,사업용,화물차,화물차,68,0,22,63,9
서울,송파구,사업용,렌터카,렌터카,154,1,40,154,16
서울,송파구,사업용,기타/건설기계,기타/건설기계,20,0,6,23,3
서울,송파구,비사업용,승용차,승용차,1349,4,335,1482,141
서울,송파구,비사업용,버스,버스,23,0,6,23,1
서울,송파구,비사업용,어린이통학버스,어린이통학버스,6,0,2,4,0
서울,송파구,비사업용,화물차,화물차,157,1,49,154,16
서울,송파구,비사업용,기타/건설기계,기타/건설기계,23,0,5,24,3
서울,송파구,이륜차,이륜차,이륜차,214,3,58,144,63
서울,송파구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,0,1
서울,송파구,원동기장치자전거,원동기장치자전거,원동기장치자전거,59,2,13,43,15
서울,송파구,자전거,자전거,자전거,218,0,40,132,73
서울,송파구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),7,0,3,4,1
서울,송파구,기타,기타,기타,8,0,5,3,0
서울,송파구,불명,불명,불명,61,0,14,43,8
서울,서초구,사업용,노선버스,마을버스,36,0,12,25,4
서울,서초구,사업용,노선버스,시내버스,40,0,12,46,3
서울,서초구,사업용,노선버스,시외버스,28,0,9,52,5
서울,서초구,사업용,노선버스,고속버스,9,0,2,10,1
서울,서초구,사업용,전세버스,전세버스,21,0,1,36,2
서울,서초구,사업용,택시,법인택시,278,2,45,350,24
서울,서초구,사업용,택시,개인택시,102,1,33,103,10
서울,서초구,사업용,화물차,화물차,70,1,16,77,9
서울,서초구,사업용,렌터카,렌터카,153,0,37,168,64
서울,서초구,사업용,기타/건설기계,기타/건설기계,16,3,4,14,2
서울,서초구,비사업용,승용차,승용차,1245,3,287,1417,106
서울,서초구,비사업용,버스,버스,14,0,8,17,0
서울,서초구,비사업용,어린이통학버스,어린이통학버스,6,0,1,7,0
서울,서초구,비사업용,화물차,화물차,110,1,33,111,13
서울,서초구,비사업용,기타/건설기계,기타/건설기계,17,0,5,33,0
서울,서초구,이륜차,이륜차,이륜차,153,3,42,95,46
서울,서초구,원동기장치자전거,원동기장치자전거,원동기장치자전거,16,0,5,10,3
서울,서초구,자전거,자전거,자전거,46,0,10,26,14
서울,서초구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),16,0,4,11,3
서울,서초구,기타,기타,기타,2,0,1,1,0
서울,서초구,불명,불명,불명,40,0,4,22,19
서울,양천구,사업용,노선버스,마을버스,7,0,1,6,1
서울,양천구,사업용,노선버스,시내버스,39,1,8,36,6
서울,양천구,사업용,노선버스,시외버스,5,0,1,17,0
서울,양천구,사업용,노선버스,고속버스,1,0,0,1,0
서울,양천구,사업용,전세버스,전세버스,6,1,0,4,1
서울,양천구,사업용,택시,법인택시,155,0,18,208,15
서울,양천구,사업용,택시,개인택시,59,0,20,61,6
서울,양천구,사업용,화물차,화물차,38,0,12,23,6
서울,양천구,사업용,렌터카,렌터카,54,0,12,77,7
서울,양천구,사업용,기타/건설기계,기타/건설기계,11,0,3,11,0
서울,양천구,비사업용,승용차,승용차,739,5,178,784,90
서울,양천구,비사업용,버스,버스,12,0,3,12,2
서울,양천구,비사업용,어린이통학버스,어린이통학버스,4,0,0,4,1
서울,양천구,비사업용,화물차,화물차,113,2,32,101,6
서울,양천구,비사업용,기타/건설기계,기타/건설기계,15,0,5,11,2
서울,양천구,이륜차,이륜차,이륜차,124,1,28,104,36
서울,양천구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,0,2,0
서울,양천구,원동기장치자전거,원동기장치자전거,원동기장치자전거,13,0,3,9,1
서울,양천구,자전거,자전거,자전거,70,1,13,33,24
서울,양천구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,1,0,1
서울,양천구,기타,기타,기타,1,0,0,1,0
서울,양천구,불명,불명,불명,36,0,4,22,11
서울,중랑구,사업용,노선버스,마을버스,3,0,1,3,0
서울,중랑구,사업용,노선버스,시내버스,48,0,15,36,4
서울,중랑구,사업용,전세버스,전세버스,5,0,3,3,1
서울,중랑구,사업용,택시,법인택시,132,2,35,142,8
서울,중랑구,사업용,택시,개인택시,86,0,30,76,5
서울,중랑구,사업용,화물차,화물차,42,0,15,39,4
서울,중랑구,사업용,렌터카,렌터카,53,0,16,51,7
