시도,시군구,가해자차량용도대분류,가해자차량용도중분류,가해자차량용도,사고건수,사망자수,중상자수,경상자수,부상신고자수
충북,단양군,사업용,렌터카,렌터카,6,0,4,10,1
충북,단양군,사업용,기타/건설기계,기타/건설기계,12,0,7,10,0
충북,단양군,비사업용,승용차,승용차,70,3,42,87,11
충북,단양군,비사업용,화물차,화물차,34,3,19,33,12
충북,단양군,비사업용,기타/건설기계,기타/건설기계,1,0,0,1,0
충북,단양군,이륜차,이륜차,이륜차,9,1,4,3,3
충북,단양군,원동기장치자전거,원동기장치자전거,원동기장치자전거,1,0,1,0,0
충북,단양군,자전거,자전거,자전거,3,0,0,2,1
충북,단양군,농기계,농기계,농기계,7,2,3,2,2
충북,단양군,불명,불명,불명,1,0,1,0,0
충북,증평군,사업용,노선버스,시내버스,2,1,0,1,0
충북,증평군,사업용,노선버스,고속버스,1,0,0,1,0
충북,증평군,사업용,전세버스,전세버스,2,0,1,5,0
충북,증평군,사업용,택시,법인택시,3,0,1,3,0
충북,증평군,사업용,택시,개인택시,2,0,1,2,1
충북,증평군,사업용,화물차,화물차,6,0,2,10,0
충북,증평군,사업용,렌터카,렌터카,5,0,0,11,1
충북,증평군,사업용,기타/건설기계,기타/건설기계,1,0,1,0,0
충북,증평군,비사업용,승용차,승용차,133,4,51,124,8
충북,증평군,비사업용,버스,버스,2,0,2,0,0
충북,증평군,비사업용,화물차,화물차,23,1,11,23,1
충북,증평군,비사업용,기타/건설기계,기타/건설기계,3,0,1,5,0
충북,증평군,이륜차,이륜차,이륜차,20,0,6,14,3
충북,증평군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,1,0
충북,증평군,자전거,자전거,자전거,5,0,3,1,1
충북,증평군,농기계,농기계,농기계,1,0,0,0,1
충남,천안시,사업용,노선버스,시내버스,58,3,24,45,2
충남,천안시,사업용,노선버스,시외버스,4,0,1,4,0
충남,천안시,사업용,노선버스,고속버스,1,0,0,7,0
충남,천안시,사업용,전세버스,전세버스,36,1,7,55,0
충남,천안시,사업용,택시,법인택시,111,1,32,113,9
충남,천안시,사업용,택시,개인택시,60,0,12,66,4
충남,천안시,사업용,화물차,화물차,109,1,29,129,8
충남,천안시,사업용,렌터카,렌터카,135,2,22,167,6
충남,천안시,사업용,덤프트럭,덤프트럭,1,0,1,0,0
충남,천안시,사업용,기타/건설기계,기타/건설기계,30,0,12,59,0
충남,천안시,비사업용,승용차,승용차,1882,17,449,2332,83
충남,천안시,비사업용,버스,버스,46,2,17,76,12
충남,천안시,비사업용,어린이통학버스,어린이통학버스,2,0,0,2,0
충남,천안시,비사업용,화물차,화물차,251,6,77,280,14
충남,천안시,비사업용,기타/건설기계,기타/건설기계,37,2,9,38,2
충남,천안시,이륜차,이륜차,이륜차,241,6,72,176,50
충남,천안시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,1,0,1
충남,천안시,원동기장치자전거,원동기장치자전거,원동기장치자전거,19,0,5,12,8
충남,천안시,자전거,자전거,자전거,41,1,12,20,9
충남,천안시,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),11,0,3,7,1
충남,천안시,농기계,농기계,농기계,1,0,0,0,1
충남,천안시,기타,기타,기타,2,0,0,0,2
충남,천안시,불명,불명,불명,57,0,8,52,8
충남,아산시,사업용,노선버스,시내버스,16,0,10,4,3
충남,아산시,사업용,노선버스,고속버스,3,0,0,8,0
충남,아산시,사업용,전세버스,전세버스,10,0,1,15,2
충남,아산시,사업용,택시,법인택시,21,0,4,21,2
충남,아산시,사업용,택시,개인택시,19,0,6,15,2
충남,아산시,사업용,화물차,화물차,54,7,37,64,2
충남,아산시,사업용,렌터카,렌터카,55,1,19,67,3
충남,아산시,사업용,위험물운송,위험물운송,1,0,0,2,0
충남,아산시,사업용,덤프트럭,덤프트럭,1,0,1,0,0
충남,아산시,사업용,기타/건설기계,기타/건설기계,15,1,6,9,1
충남,아산시,비사업용,승용차,승용차,637,15,221,664,27
충남,아산시,비사업용,버스,버스,20,0,7,31,0
충남,아산시,비사업용,어린이통학버스,어린이통학버스,2,0,1,1,0
충남,아산시,비사업용,화물차,화물차,96,6,36,81,4
충남,아산시,비사업용,기타/건설기계,기타/건설기계,9,0,4,6,0
충남,아산시,이륜차,이륜차,이륜차,64,5,27,38,6
충남,아산시,원동기장치자전거,원동기장치자전거,원동기장치자전거,10,0,5,5,1
충남,아산시,자전거,자전거,자전거,9,1,4,1,3
충남,아산시,농기계,농기계,농기계,2,0,2,1,0
충남,아산시,기타,기타,기타,3,0,1,1,1
충남,아산시,불명,불명,불명,36,0,9,25,4
충남,보령시,사업용,노선버스,시내버스,3,0,5,6,0
충남,보령시,사업용,전세버스,전세버스,1,0,1,1,0
충남,보령시,사업용,택시,법인택시,5,0,1,8,0
충남,보령시,사업용,택시,개인택시,9,0,10,10,0
충남,보령시,사업용,화물차,화물차,9,2,7,9,1
충남,보령시,사업용,렌터카,렌터카,16,0,15,16,0
충남,보령시,사업용,덤프트럭,덤프트럭,1,0,0,0,2
충남,보령시,사업용,기타/건설기계,기타/건설기계,6,0,5,4,0
충남,보령시,비사업용,승용차,승용차,271,6,154,216,7
충남,보령시,비사업용,버스,버스,10,0,8,9,0
충남,보령시,비사업용,어린이통학버스,어린이통학버스,1,0,0,1,0
충남,보령시,비사업용,화물차,화물차,82,6,49,69,2
충남,보령시,비사업용,기타/건설기계,기타/건설기계,5,0,1,11,0
충남,보령시,이륜차,이륜차,이륜차,34,0,22,15,1
충남,보령시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),3,0,2,3,0
충남,보령시,원동기장치자전거,원동기장치자전거,원동기장치자전거,3,1,1,1,0
충남,보령시,자전거,자전거,자전거,7,1,2,4,0
충남,보령시,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,0,2,0
충남,보령시,농기계,농기계,농기계,6,0,3,11,0
충남,보령시,기타,기타,기타,1,0,3,2,0
충남,보령시,불명,불명,불명,4,0,1,3,0
충남,공주시,사업용,노선버스,시내버스,3,0,1,2,0
충남,공주시,사업용,노선버스,시외버스,2,0,0,5,0
충남,공주시,사업용,노선버스,고속버스,1,0,0,1,0
충남,공주시,사업용,전세버스,전세버스,3,1,1,6,0
충남,공주시,사업용,택시,법인택시,8,0,2,8,0
충남,공주시,사업용,택시,개인택시,7,0,3,12,0
충남,공주시,사업용,화물차,화물차,37,3,24,46,1
충남,공주시,사업용,렌터카,렌터카,24,1,10,30,6
충남,공주시,사업용,위험물운송,위험물운송,1,0,0,1,0
충남,공주시,사업용,기타/건설기계,기타/건설기계,5,0,1,6,0
충남,공주시,비사업용,승용차,승용차,333,7,127,448,23
충남,공주시,비사업용,버스,버스,7,1,4,10,0
충남,공주시,비사업용,어린이통학버스,어린이통학버스,1,0,1,1,3
충남,공주시,비사업용,화물차,화물차,85,5,35,99,3
충남,공주시,비사업용,기타/건설기계,기타/건설기계,9,1,4,8,0
충남,공주시,이륜차,이륜차,이륜차,52,2,23,36,8
충남,공주시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),4,1,2,1,0
충남,공주시,원동기장치자전거,원동기장치자전거,원동기장치자전거,3,0,3,3,1
충남,공주시,자전거,자전거,자전거,17,0,5,10,2
충남,공주시,농기계,농기계,농기계,3,0,1,3,0
충남,공주시,불명,불명,불명,3,0,0,4,0
충남,서산시,사업용,노선버스,시내버스,1,0,1,0,0
충남,서산시,사업용,노선버스,고속버스,4,0,1,13,0
충남,서산시,사업용,전세버스,전세버스,6,0,2,6,0
충남,서산시,사업용,택시,법인택시,11,0,4,7,1
충남,서산시,사업용,택시,개인택시,7,0,6,3,1
충남,서산시,사업용,화물차,화물차,18,2,15,6,0
충남,서산시,사업용,렌터카,렌터카,31,0,21,35,1
충남,서산시,사업용,위험물운송,위험물운송,1,1,0,0,0
충남,서산시,사업용,기타/건설기계,기타/건설기계,10,0,7,4,1
충남,서산시,비사업용,승용차,승용차,495,14,314,421,40
충남,서산시,비사업용,버스,버스,2,0,1,2,0
충남,서산시,비사업용,어린이통학버스,어린이통학버스,2,0,0,2,0
충남,서산시,비사업용,화물차,화물차,123,4,72,114,12
충남,서산시,비사업용,기타/건설기계,기타/건설기계,19,1,12,23,3
충남,서산시,이륜차,이륜차,이륜차,73,3,31,33,15
충남,서산시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,0,2,0
충남,서산시,원동기장치자전거,원동기장치자전거,원동기장치자전거,2,0,1,1,0
충남,서산시,자전거,자전거,자전거,23,1,9,12,4
충남,서산시,농기계,농기계,농기계,3,0,1,1,1
충남,서산시,불명,불명,불명,6,0,1,2,3
충남,금산군,사업용,노선버스,시내버스,2,0,2,0,0
충남,금산군,사업용,택시,법인택시,1,1,0,0,0
충남,금산군,사업용,택시,개인택시,3,0,1,2,0
충남,금산군,사업용,화물차,화물차,3,0,1,2,0
충남,금산군,사업용,렌터카,렌터카,3,0,0,5,0
충남,금산군,사업용,기타/건설기계,기타/건설기계,3,0,2,1,0
충남,금산군,비사업용,승용차,승용차,78,2,28,89,1
충남,금산군,비사업용,버스,버스,3,0,1,4,0
충남,금산군,비사업용,화물차,화물차,31,4,16,27,0
충남,금산군,비사업용,기타/건설기계,기타/건설기계,2,0,1,1,0
충남,금산군,이륜차,이륜차,이륜차,19,0,6,16,0
충남,금산군,농기계,농기계,농기계,2,0,3,0,0
충남,태안군,사업용,노선버스,마을버스,1,0,0,2,0
충남,태안군,사업용,노선버스,시내버스,2,0,1,1,0
충남,태안군,사업용,노선버스,시외버스,1,0,1,0,0
충남,태안군,사업용,전세버스,전세버스,1,0,1,1,1
충남,태안군,사업용,택시,법인택시,1,0,1,4,0
충남,태안군,사업용,택시,개인택시,1,0,1,1,0
충남,태안군,사업용,화물차,화물차,7,0,6,7,1
충남,태안군,사업용,렌터카,렌터카,7,0,4,15,0
충남,태안군,사업용,기타/건설기계,기타/건설기계,4,0,3,1,0
충남,태안군,비사업용,승용차,승용차,179,8,133,190,29
충남,태안군,비사업용,버스,버스,7,1,9,12,2
충남,태안군,비사업용,화물차,화물차,60,5,43,45,6
충남,태안군,비사업용,기타/건설기계,기타/건설기계,2,0,2,4,0
충남,태안군,이륜차,이륜차,이륜차,24,0,13,14,5
충남,태안군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),7,2,2,6,0
충남,태안군,자전거,자전거,자전거,3,1,1,1,0
충남,태안군,농기계,농기계,농기계,8,0,3,3,3
충남,태안군,기타,기타,기타,3,0,0,2,2
충남,태안군,불명,불명,불명,2,0,0,0,2
충남,논산시,사업용,노선버스,시내버스,5,0,4,8,0
충남,논산시,사업용,노선버스,시외버스,1,0,2,0,0
충남,논산시,사업용,전세버스,전세버스,3,1,3,2,0
충남,논산시,사업용,택시,법인택시,18,0,22,11,1
충남,논산시,사업용,택시,개인택시,4,0,2,4,1
충남,논산시,사업용,화물차,화물차,13,0,10,7,2
충남,논산시,사업용,렌터카,렌터카,17,1,6,16,2
충남,논산시,사업용,기타/건설기계,기타/건설기계,2,0,3,19,0
충남,논산시,비사업용,승용차,승용차,229,6,144,222,16
충남,논산시,비사업용,버스,버스,2,0,1,3,0
충남,논산시,비사업용,화물차,화물차,82,10,47,57,3
충남,논산시,비사업용,기타/건설기계,기타/건설기계,9,0,7,12,0
충남,논산시,이륜차,이륜차,이륜차,65,3,23,45,13
충남,논산시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,1,0,1,0
충남,논산시,원동기장치자전거,원동기장치자전거,원동기장치자전거,2,0,0,2,0
충남,논산시,자전거,자전거,자전거,13,3,3,5,4
충남,논산시,농기계,농기계,농기계,6,1,6,2,0
충남,논산시,불명,불명,불명,3,0,1,2,0
충남,부여군,사업용,노선버스,시내버스,4,0,3,0,1
충남,부여군,사업용,전세버스,전세버스,2,1,1,4,0
충남,부여군,사업용,택시,법인택시,1,0,1,0,0
충남,부여군,사업용,택시,개인택시,2,0,2,1,0
충남,부여군,사업용,화물차,화물차,9,0,7,6,0
충남,부여군,사업용,렌터카,렌터카,3,0,3,2,0
충남,부여군,사업용,기타/건설기계,기타/건설기계,2,1,0,1,0
충남,부여군,비사업용,승용차,승용차,118,5,81,62,3
충남,부여군,비사업용,버스,버스,1,0,1,0,0
충남,부여군,비사업용,화물차,화물차,45,6,42,20,0
충남,부여군,비사업용,기타/건설기계,기타/건설기계,2,1,1,1,0
충남,부여군,이륜차,이륜차,이륜차,21,1,12,9,2
충남,부여군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),4,0,0,4,0
충남,부여군,자전거,자전거,자전거,2,0,1,1,0
충남,부여군,농기계,농기계,농기계,4,1,3,1,0
충남,부여군,불명,불명,불명,2,0,1,1,0
충남,서천군,사업용,노선버스,시내버스,2,0,1,2,0
충남,서천군,사업용,노선버스,시외버스,1,0,0,1,0
충남,서천군,사업용,택시,법인택시,1,0,0,1,0
충남,서천군,사업용,택시,개인택시,2,0,1,3,0
충남,서천군,사업용,화물차,화물차,8,0,5,8,0
충남,서천군,사업용,렌터카,렌터카,5,0,3,4,0
충남,서천군,사업용,기타/건설기계,기타/건설기계,10,0,1,11,0
충남,서천군,비사업용,승용차,승용차,171,8,78,166,12
충남,서천군,비사업용,버스,버스,6,1,2,7,0
충남,서천군,비사업용,화물차,화물차,55,6,27,56,3
충남,서천군,비사업용,위험물운송,위험물운송,1,0,0,1,0
충남,서천군,비사업용,기타/건설기계,기타/건설기계,1,0,1,0,0
충남,서천군,이륜차,이륜차,이륜차,27,1,12,18,1
충남,서천군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,0,2,0
충남,서천군,원동기장치자전거,원동기장치자전거,원동기장치자전거,16,0,9,4,8
충남,서천군,자전거,자전거,자전거,10,0,4,6,1
충남,서천군,농기계,농기계,농기계,4,2,1,1,0
충남,서천군,기타,기타,기타,1,0,0,1,0
충남,청양군,사업용,노선버스,시외버스,1,0,1,2,0
충남,청양군,사업용,전세버스,전세버스,2,0,1,5,0
충남,청양군,사업용,택시,개인택시,2,0,2,0,0
충남,청양군,사업용,화물차,화물차,3,0,1,2,0
충남,청양군,사업용,렌터카,렌터카,4,0,5,8,0
충남,청양군,사업용,기타/건설기계,기타/건설기계,2,0,2,0,0
충남,청양군,비사업용,승용차,승용차,97,3,53,93,0
충남,청양군,비사업용,버스,버스,3,0,0,3,0
충남,청양군,비사업용,화물차,화물차,38,3,16,39,0
충남,청양군,비사업용,기타/건설기계,기타/건설기계,4,0,2,2,0
충남,청양군,이륜차,이륜차,이륜차,23,1,12,12,1
충남,청양군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,1,0
충남,청양군,자전거,자전거,자전거,5,1,2,1,1
충남,청양군,농기계,농기계,농기계,5,2,0,3,0
충남,청양군,기타,기타,기타,1,0,1,0,0
충남,홍성군,사업용,노선버스,시내버스,4,0,4,2,2
충남,홍성군,사업용,택시,법인택시,3,0,1,3,0
충남,홍성군,사업용,택시,개인택시,4,1,1,2,1
충남,홍성군,사업용,화물차,화물차,9,1,3,5,1
충남,홍성군,사업용,렌터카,렌터카,9,0,7,17,0
충남,홍성군,사업용,기타/건설기계,기타/건설기계,6,0,3,3,0
충남,홍성군,비사업용,승용차,승용차,189,10,76,192,1
충남,홍성군,비사업용,버스,버스,7,0,3,12,0
충남,홍성군,비사업용,화물차,화물차,73,4,35,63,3
충남,홍성군,비사업용,기타/건설기계,기타/건설기계,1,0,0,1,0
충남,홍성군,이륜차,이륜차,이륜차,24,1,7,17,0
충남,홍성군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,1,0,1,0
충남,홍성군,자전거,자전거,자전거,4,0,3,2,0
충남,홍성군,농기계,농기계,농기계,5,3,2,0,0
충남,홍성군,불명,불명,불명,1,0,0,1,0
충남,예산군,사업용,노선버스,마을버스,1,0,0,1,0
충남,예산군,사업용,노선버스,시내버스,4,0,3,1,0
충남,예산군,사업용,전세버스,전세버스,2,0,0,3,0
충남,예산군,사업용,택시,법인택시,3,0,1,3,0
충남,예산군,사업용,택시,개인택시,5,0,6,1,0
충남,예산군,사업용,화물차,화물차,13,0,4,10,0
충남,예산군,사업용,렌터카,렌터카,6,1,2,6,0
충남,예산군,사업용,덤프트럭,덤프트럭,1,0,0,3,0
충남,예산군,사업용,기타/건설기계,기타/건설기계,3,0,2,6,0
충남,예산군,비사업용,승용차,승용차,240,8,99,265,4
충남,예산군,비사업용,버스,버스,3,0,2,3,0
충남,예산군,비사업용,어린이통학버스,어린이통학버스,1,0,0,1,0
충남,예산군,비사업용,화물차,화물차,57,5,21,62,3
충남,예산군,비사업용,기타/건설기계,기타/건설기계,9,0,4,15,0
충남,예산군,이륜차,이륜차,이륜차,36,3,10,25,0
충남,예산군,자전거,자전거,자전거,6,0,0,5,1
충남,예산군,농기계,농기계,농기계,3,0,2,2,0
충남,예산군,불명,불명,불명,4,0,2,1,1
충남,당진시,사업용,노선버스,시내버스,3,0,2,1,0
충남,당진시,사업용,노선버스,시외버스,3,0,3,5,0
충남,당진시,사업용,노선버스,고속버스,1,0,1,6,0
충남,당진시,사업용,전세버스,전세버스,4,0,5,15,0
충남,당진시,사업용,택시,법인택시,1,0,0,1,0
충남,당진시,사업용,택시,개인택시,2,0,0,6,0
충남,당진시,사업용,화물차,화물차,58,5,26,63,1
충남,당진시,사업용,렌터카,렌터카,24,1,18,23,1
충남,당진시,사업용,기타/건설기계,기타/건설기계,6,0,3,3,0
충남,당진시,비사업용,승용차,승용차,489,12,235,541,13
충남,당진시,비사업용,버스,버스,5,0,3,3,0
충남,당진시,비사업용,어린이통학버스,어린이통학버스,1,0,1,0,0
충남,당진시,비사업용,화물차,화물차,115,8,49,99,4
충남,당진시,비사업용,기타/건설기계,기타/건설기계,5,0,0,9,0
충남,당진시,이륜차,이륜차,이륜차,53,4,24,27,6
충남,당진시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,1,1,0,0
충남,당진시,원동기장치자전거,원동기장치자전거,원동기장치자전거,4,1,2,1,0
충남,당진시,자전거,자전거,자전거,2,1,0,1,0
충남,당진시,불명,불명,불명,5,0,2,2,1
충남,계룡시,사업용,노선버스,시내버스,1,0,0,1,0
충남,계룡시,사업용,노선버스,시외버스,1,0,1,0,0
충남,계룡시,사업용,렌터카,렌터카,4,0,2,7,0
충남,계룡시,사업용,기타/건설기계,기타/건설기계,3,0,2,11,0
충남,계룡시,비사업용,승용차,승용차,37,0,17,40,5
충남,계룡시,비사업용,화물차,화물차,4,1,1,3,0
충남,계룡시,비사업용,기타/건설기계,기타/건설기계,3,0,5,0,0
충남,계룡시,이륜차,이륜차,이륜차,1,0,1,1,0
충남,계룡시,자전거,자전거,자전거,1,0,0,1,0
전북,전주시,사업용,노선버스,시내버스,46,0,14,42,0
전북,전주시,사업용,노선버스,시외버스,6,0,0,5,1
전북,전주시,사업용,노선버스,고속버스,2,0,1,1,0
전북,전주시,사업용,전세버스,전세버스,15,0,11,23,0
전북,전주시,사업용,택시,법인택시,248,1,50,359,2
전북,전주시,사업용,택시,개인택시,75,0,31,72,0
전북,전주시,사업용,화물차,화물차,45,3,15,74,0
전북,전주시,사업용,렌터카,렌터카,88,0,30,112,3
전북,전주시,사업용,기타/건설기계,기타/건설기계,3,0,0,5,0
전북,전주시,비사업용,승용차,승용차,1434,18,466,1658,17
전북,전주시,비사업용,버스,버스,33,1,19,27,0
전북,전주시,비사업용,어린이통학버스,어린이통학버스,3,0,0,6,0
전북,전주시,비사업용,화물차,화물차,187,3,63,214,3
전북,전주시,비사업용,기타/건설기계,기타/건설기계,16,2,4,19,0
전북,전주시,이륜차,이륜차,이륜차,106,7,38,88,5
전북,전주시,원동기장치자전거,원동기장치자전거,원동기장치자전거,7,0,4,4,0
전북,전주시,자전거,자전거,자전거,20,0,10,9,1
전북,전주시,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),4,0,3,1,0
전북,전주시,농기계,농기계,농기계,1,0,0,1,0
전북,전주시,기타,기타,기타,1,0,0,3,0
전북,전주시,불명,불명,불명,25,0,2,22,3
전북,군산시,사업용,노선버스,마을버스,2,0,2,5,0
전북,군산시,사업용,노선버스,시내버스,4,0,2,3,0
전북,군산시,사업용,노선버스,시외버스,3,0,0,8,0
전북,군산시,사업용,전세버스,전세버스,9,0,7,21,3
전북,군산시,사업용,택시,법인택시,115,1,19,159,10
전북,군산시,사업용,택시,개인택시,30,0,7,44,2
전북,군산시,사업용,화물차,화물차,34,0,6,42,6
전북,군산시,사업용,렌터카,렌터카,49,0,20,72,1
전북,군산시,사업용,위험물운송,위험물운송,1,0,0,1,0
전북,군산시,사업용,덤프트럭,덤프트럭,2,0,1,3,0
전북,군산시,사업용,기타/건설기계,기타/건설기계,12,2,1,9,1
전북,군산시,비사업용,승용차,승용차,704,9,204,874,28
전북,군산시,비사업용,버스,버스,15,2,3,13,0
전북,군산시,비사업용,어린이통학버스,어린이통학버스,2,0,0,2,0
전북,군산시,비사업용,화물차,화물차,131,7,40,146,2
전북,군산시,비사업용,기타/건설기계,기타/건설기계,13,0,4,24,0
전북,군산시,이륜차,이륜차,이륜차,56,1,22,47,3
전북,군산시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,1,0
전북,군산시,원동기장치자전거,원동기장치자전거,원동기장치자전거,6,0,2,8,0
전북,군산시,자전거,자전거,자전거,22,2,3,16,1
전북,군산시,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,0,1,0
전북,군산시,농기계,농기계,농기계,1,1,0,0,0
전북,군산시,불명,불명,불명,12,0,0,13,3
전북,정읍시,사업용,노선버스,시내버스,4,0,2,2,0
전북,정읍시,사업용,노선버스,시외버스,2,0,0,5,0
전북,정읍시,사업용,전세버스,전세버스,4,0,2,3,0
전북,정읍시,사업용,택시,법인택시,39,0,9,44,0
전북,정읍시,사업용,택시,개인택시,12,0,4,14,0
전북,정읍시,사업용,화물차,화물차,14,3,8,15,0
전북,정읍시,사업용,렌터카,렌터카,18,1,6,22,0
전북,정읍시,사업용,기타/건설기계,기타/건설기계,5,0,0,6,0
전북,정읍시,비사업용,승용차,승용차,299,4,137,342,5
전북,정읍시,비사업용,버스,버스,10,0,4,21,0
전북,정읍시,비사업용,화물차,화물차,100,8,39,112,0
전북,정읍시,비사업용,기타/건설기계,기타/건설기계,7,1,2,10,0
전북,정읍시,이륜차,이륜차,이륜차,47,1,11,42,0
전북,정읍시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,1,0,0
전북,정읍시,원동기장치자전거,원동기장치자전거,원동기장치자전거,5,0,3,3,0
전북,정읍시,자전거,자전거,자전거,24,2,8,16,0
전북,정읍시,농기계,농기계,농기계,3,0,1,2,0
전북,정읍시,불명,불명,불명,2,0,1,2,0
전북,남원시,사업용,노선버스,시내버스,5,0,3,3,0
전북,남원시,사업용,노선버스,시외버스,1,0,1,3,0
전북,남원시,사업용,전세버스,전세버스,1,1,0,0,0
전북,남원시,사업용,택시,법인택시,5,0,4,4,0
전북,남원시,사업용,택시,개인택시,9,0,8,9,0
전북,남원시,사업용,화물차,화물차,10,1,8,7,0
전북,남원시,사업용,렌터카,렌터카,6,0,2,5,0
전북,남원시,사업용,기타/건설기계,기타/건설기계,7,0,4,6,0
전북,남원시,비사업용,승용차,승용차,145,4,74,133,1
전북,남원시,비사업용,버스,버스,5,0,4,2,0
전북,남원시,비사업용,어린이통학버스,어린이통학버스,1,0,1,1,0
전북,남원시,비사업용,화물차,화물차,74,1,43,65,0
전북,남원시,비사업용,기타/건설기계,기타/건설기계,5,0,1,5,0
전북,남원시,이륜차,이륜차,이륜차,21,1,13,12,0
전북,남원시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),3,0,1,2,0
전북,남원시,자전거,자전거,자전거,8,0,1,7,0
전북,남원시,농기계,농기계,농기계,3,0,1,4,0
전북,남원시,불명,불명,불명,2,0,1,1,0
전북,김제시,사업용,노선버스,시내버스,3,0,2,2,0
전북,김제시,사업용,노선버스,시외버스,3,0,2,12,0
전북,김제시,사업용,전세버스,전세버스,3,0,6,18,2
전북,김제시,사업용,택시,법인택시,6,0,1,8,0
전북,김제시,사업용,택시,개인택시,8,1,9,9,0
전북,김제시,사업용,화물차,화물차,27,0,10,40,2
전북,김제시,사업용,렌터카,렌터카,19,0,3,33,1
전북,김제시,사업용,기타/건설기계,기타/건설기계,6,0,3,3,0
전북,김제시,비사업용,승용차,승용차,260,10,87,372,5
전북,김제시,비사업용,버스,버스,8,1,4,11,0
전북,김제시,비사업용,어린이통학버스,어린이통학버스,1,0,0,1,0
전북,김제시,비사업용,화물차,화물차,103,8,42,133,3
전북,김제시,비사업용,기타/건설기계,기타/건설기계,5,0,2,13,0
전북,김제시,이륜차,이륜차,이륜차,17,2,5,18,0
전북,김제시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,1,2,0
전북,김제시,원동기장치자전거,원동기장치자전거,원동기장치자전거,2,1,1,0,0
전북,김제시,자전거,자전거,자전거,3,0,1,2,0
전북,김제시,농기계,농기계,농기계,5,0,4,1,0
전북,완주군,사업용,노선버스,시내버스,8,0,2,16,0
전북,완주군,사업용,노선버스,시외버스,1,0,0,0,1
전북,완주군,사업용,전세버스,전세버스,2,0,1,4,0
전북,완주군,사업용,택시,법인택시,4,0,2,5,0
전북,완주군,사업용,택시,개인택시,2,0,0,1,1
전북,완주군,사업용,화물차,화물차,20,1,15,11,0
전북,완주군,사업용,렌터카,렌터카,8,1,1,9,0
전북,완주군,사업용,기타/건설기계,기타/건설기계,2,0,1,1,0
전북,완주군,비사업용,승용차,승용차,166,6,75,197,4
전북,완주군,비사업용,버스,버스,2,0,0,3,0
전북,완주군,비사업용,화물차,화물차,41,5,11,35,1
전북,완주군,비사업용,기타/건설기계,기타/건설기계,2,0,2,3,0
전북,완주군,이륜차,이륜차,이륜차,11,1,8,5,0
전북,완주군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,0,2,0
전북,완주군,원동기장치자전거,원동기장치자전거,원동기장치자전거,1,0,1,0,0
전북,완주군,자전거,자전거,자전거,4,3,0,1,0
전북,완주군,불명,불명,불명,2,0,0,3,0
전북,진안군,사업용,노선버스,시내버스,2,0,7,4,0
전북,진안군,사업용,전세버스,전세버스,1,0,0,2,0
전북,진안군,사업용,택시,법인택시,1,0,1,0,0
전북,진안군,사업용,택시,개인택시,1,1,0,0,0
전북,진안군,사업용,렌터카,렌터카,2,0,2,2,1
전북,진안군,사업용,기타/건설기계,기타/건설기계,1,0,0,5,0
전북,진안군,비사업용,승용차,승용차,30,2,30,32,1
전북,진안군,비사업용,버스,버스,1,0,1,1,0
전북,진안군,비사업용,화물차,화물차,20,2,9,19,1
전북,진안군,비사업용,기타/건설기계,기타/건설기계,2,0,0,2,0
전북,진안군,이륜차,이륜차,이륜차,6,2,1,5,1
전북,진안군,원동기장치자전거,원동기장치자전거,원동기장치자전거,4,0,2,2,0
전북,진안군,자전거,자전거,자전거,2,0,1,1,0
전북,진안군,농기계,농기계,농기계,4,0,3,1,0
전북,무주군,사업용,노선버스,마을버스,1,0,1,2,0
전북,무주군,사업용,노선버스,시내버스,1,0,0,5,0
전북,무주군,사업용,노선버스,시외버스,1,0,0,1,0
전북,무주군,사업용,전세버스,전세버스,2,0,2,22,2
전북,무주군,사업용,화물차,화물차,5,0,6,0,0
전북,무주군,사업용,렌터카,렌터카,4,0,8,0,0
전북,무주군,사업용,기타/건설기계,기타/건설기계,1,1,0,0,0
