시도,시군구,기상상태,사고건수,사망자수,중상자수,경상자수,부상신고자수
경북,군위군,맑음,117,10,57,103,1
경북,군위군,흐림,5,0,5,5,0
경북,군위군,비,10,8,31,21,1
경북,군위군,기타/불명,3,0,0,3,0
경북,의성군,맑음,228,19,149,163,0
경북,의성군,흐림,3,1,0,5,0
경북,의성군,비,6,0,7,3,0
경북,의성군,안개,1,0,1,0,0
경북,의성군,눈,1,0,0,1,0
경북,의성군,기타/불명,2,0,1,4,0
경북,청송군,맑음,81,6,56,59,1
경북,청송군,흐림,4,1,3,2,0
경북,청송군,비,3,0,3,1,0
경북,청송군,눈,1,0,1,0,0
경북,영양군,맑음,56,2,24,55,4
경북,영양군,흐림,3,0,2,1,0
경북,영양군,비,2,0,1,1,1
경북,영양군,안개,2,0,2,1,0
경북,영양군,눈,1,0,2,1,0
경북,영덕군,맑음,213,7,87,213,18
경북,영덕군,흐림,5,0,3,4,1
경북,영덕군,비,16,2,7,9,2
경북,청도군,맑음,185,10,82,197,8
경북,청도군,흐림,10,2,3,6,0
경북,청도군,비,13,1,1,17,4
경북,청도군,안개,1,0,1,1,0
경북,청도군,기타/불명,3,0,3,0,0
경북,고령군,맑음,151,4,55,162,7
경북,고령군,흐림,2,0,0,2,0
경북,고령군,비,9,0,5,10,0
경북,고령군,안개,1,0,1,0,0
경북,성주군,맑음,265,10,108,275,1
경북,성주군,흐림,4,0,1,5,0
경북,성주군,비,18,1,6,16,0
경북,성주군,안개,1,0,0,3,0
경북,성주군,기타/불명,1,0,0,1,0
경북,칠곡군,맑음,711,16,282,698,143
경북,칠곡군,흐림,30,1,12,31,4
경북,칠곡군,비,39,0,13,44,8
경북,칠곡군,눈,1,0,1,0,0
경북,예천군,맑음,187,6,159,112,0
경북,예천군,흐림,6,0,4,7,0
경북,예천군,비,10,0,7,11,0
경북,예천군,안개,2,0,3,2,0
경북,예천군,눈,1,0,0,1,0
경북,봉화군,맑음,127,2,44,135,27
경북,봉화군,흐림,8,0,0,6,3
경북,봉화군,비,10,2,4,6,1
경북,봉화군,눈,3,1,5,7,0
경북,봉화군,기타/불명,1,0,1,0,0
경북,울진군,맑음,161,6,100,117,4
경북,울진군,흐림,4,0,1,5,0
경북,울진군,비,6,0,4,4,0
경북,울릉군,맑음,17,0,18,30,13
경북,울릉군,비,1,0,1,0,0
경북,경산시,맑음,1140,18,362,1113,65
경북,경산시,흐림,27,3,9,23,5
경북,경산시,비,68,1,25,75,2
경북,경산시,안개,1,0,0,1,0
경북,경산시,눈,2,0,0,2,0
경북,경산시,기타/불명,1,0,0,1,0
경남,진주시,맑음,767,26,438,509,27
경남,진주시,흐림,16,1,13,7,0
경남,진주시,비,57,1,43,38,3
경남,진주시,안개,2,0,2,2,0
경남,통영시,맑음,650,1,246,736,62
경남,통영시,흐림,16,0,5,14,1
경남,통영시,비,49,2,18,48,4
경남,통영시,기타/불명,1,0,1,0,0
경남,김해시,맑음,1973,28,882,1928,111
경남,김해시,흐림,82,0,38,90,6
경남,김해시,비,202,4,94,199,7
경남,김해시,눈,3,0,2,5,1
경남,김해시,기타/불명,58,0,27,55,5
경남,밀양시,맑음,447,18,216,371,29
경남,밀양시,흐림,55,3,25,40,4
경남,밀양시,비,29,2,19,19,3
경남,밀양시,안개,1,0,0,2,0
경남,거제시,맑음,900,15,431,879,33
경남,거제시,흐림,25,1,12,19,0
경남,거제시,비,83,1,45,74,2
경남,거제시,눈,1,0,2,0,0
경남,거제시,기타/불명,2,0,1,2,0
경남,의령군,맑음,125,4,69,105,14
경남,의령군,흐림,5,0,3,5,0
경남,의령군,비,10,1,6,8,0
경남,의령군,안개,3,0,3,1,0
경남,함안군,맑음,299,16,130,299,18
경남,함안군,흐림,7,1,7,4,0
경남,함안군,비,20,0,9,23,2
경남,함안군,안개,1,0,1,1,0
경남,창녕군,맑음,309,5,202,232,20
경남,창녕군,흐림,10,1,5,10,2
경남,창녕군,비,14,1,12,17,0
경남,양산시,맑음,1172,23,485,1051,156
경남,양산시,흐림,21,0,10,16,1
경남,양산시,비,92,2,34,90,7
경남,양산시,눈,1,0,1,0,0
경남,고성군,맑음,251,10,124,218,15
경남,고성군,흐림,1,0,1,0,0
경남,고성군,비,13,0,8,13,1
경남,고성군,눈,1,0,3,0,0
경남,사천시,맑음,597,8,264,564,86
경남,사천시,흐림,22,2,10,20,1
경남,사천시,비,48,1,36,50,9
경남,사천시,안개,1,0,1,0,0
경남,남해군,맑음,161,4,114,101,42
경남,남해군,흐림,18,4,11,8,1
경남,남해군,비,13,0,5,11,4
경남,하동군,맑음,133,11,83,94,14
경남,하동군,흐림,2,0,0,1,1
경남,하동군,비,5,0,5,2,0
경남,하동군,기타/불명,3,0,3,2,0
경남,산청군,맑음,150,2,106,125,24
경남,산청군,흐림,5,0,3,3,1
경남,산청군,비,18,0,13,18,4
경남,함양군,맑음,183,7,103,133,38
경남,함양군,흐림,5,0,4,2,2
경남,함양군,비,13,0,7,9,2
경남,거창군,맑음,225,15,106,166,17
경남,거창군,흐림,6,0,3,3,1
경남,거창군,비,17,0,10,12,0
경남,거창군,안개,1,0,0,1,0
경남,거창군,눈,1,0,0,1,0
경남,합천군,맑음,168,9,114,106,3
경남,합천군,흐림,6,0,4,2,0
경남,합천군,비,10,1,4,8,1
경남,창원시(통합),맑음,2878,58,1180,2665,165
경남,창원시(통합),흐림,99,1,35,102,2
경남,창원시(통합),비,250,3,103,236,17
경남,창원시(통합),눈,1,0,1,0,0
경남,창원시(통합),기타/불명,17,0,8,10,0
제주,제주시,맑음,2767,27,728,2961,516
제주,제주시,흐림,94,5,21,101,24
제주,제주시,비,236,6,53,271,33
제주,제주시,안개,4,0,2,8,0
제주,제주시,기타/불명,38,2,11,29,8
제주,서귀포시,맑음,1085,21,430,1098,197
제주,서귀포시,흐림,39,2,18,45,3
제주,서귀포시,비,117,2,55,133,22
제주,서귀포시,안개,3,0,1,2,1
제주,서귀포시,눈,1,0,0,1,0
제주,서귀포시,기타/불명,28,1,15,26,5
대구,중구,맑음,820,11,205,815,233
대구,중구,흐림,5,0,1,6,1
대구,중구,비,44,0,17,37,10
대구,동구,맑음,1826,17,524,2040,217
대구,동구,흐림,20,1,4,23,4
대구,동구,비,106,1,36,100,24
대구,동구,안개,1,0,0,2,0
대구,동구,기타/불명,1,0,1,0,0
대구,서구,맑음,1241,8,394,1267,181
대구,서구,흐림,13,0,4,13,3
대구,서구,비,62,0,20,62,12
대구,서구,안개,1,0,0,2,0
대구,남구,맑음,826,4,228,868,96
대구,남구,흐림,10,0,4,8,0
대구,남구,비,65,0,29,71,11
대구,남구,기타/불명,1,0,1,2,0
대구,북구,맑음,2227,20,710,2272,277
대구,북구,흐림,37,0,20,35,3
대구,북구,비,149,2,42,163,22
대구,수성구,맑음,2278,8,609,2510,285
대구,수성구,흐림,17,0,5,19,1
대구,수성구,비,140,1,46,173,13
대구,수성구,안개,1,0,0,2,0
대구,달서구,맑음,3379,14,846,3676,420
대구,달서구,흐림,92,1,28,96,10
대구,달서구,비,196,2,55,211,22
대구,달서구,기타/불명,12,0,6,9,2
대구,달성군,맑음,903,19,324,899,93
대구,달성군,흐림,8,0,5,11,0
대구,달성군,비,53,3,26,60,13
대구,달성군,기타/불명,2,0,0,2,1
인천,중구,맑음,578,4,203,736,49
인천,중구,흐림,18,1,10,16,0
인천,중구,비,27,1,7,29,0
인천,중구,안개,1,0,0,1,0
인천,중구,눈,3,0,0,4,0
인천,중구,기타/불명,4,0,0,7,0
인천,동구,맑음,145,3,42,158,5
인천,동구,흐림,3,0,1,3,0
인천,동구,비,5,0,0,4,1
인천,동구,기타/불명,1,0,1,0,0
인천,미추홀구,맑음,1084,15,282,1049,134
인천,미추홀구,흐림,24,1,5,22,4
인천,미추홀구,비,66,1,18,54,10
인천,미추홀구,눈,2,0,1,1,0
인천,미추홀구,기타/불명,53,0,7,41,13
인천,부평구,맑음,1175,14,293,1237,43
인천,부평구,흐림,26,0,12,23,2
인천,부평구,비,69,2,18,72,0
인천,부평구,눈,4,0,1,4,0
인천,부평구,기타/불명,4,0,2,0,2
인천,남동구,맑음,1749,18,458,1914,107
인천,남동구,흐림,71,1,30,81,4
인천,남동구,비,113,4,22,116,8
인천,남동구,눈,3,0,0,4,0
인천,남동구,기타/불명,1,0,0,3,0
인천,서구,맑음,1565,16,446,1735,55
인천,서구,흐림,37,2,12,38,1
인천,서구,비,80,2,35,75,3
인천,서구,안개,2,0,0,2,0
인천,서구,눈,3,0,0,3,0
인천,서구,기타/불명,1,0,0,1,0
인천,연수구,맑음,598,9,168,654,26
인천,연수구,흐림,22,0,10,21,0
인천,연수구,비,47,1,9,60,4
인천,연수구,안개,1,0,0,1,0
인천,연수구,눈,2,0,0,2,0
인천,계양구,맑음,793,9,210,815,42
인천,계양구,흐림,30,1,14,27,1
인천,계양구,비,46,0,14,53,2
인천,계양구,안개,1,0,1,0,0
인천,계양구,눈,5,0,0,7,0
인천,계양구,기타/불명,4,0,1,3,0
인천,강화군,맑음,184,9,75,181,2
인천,강화군,흐림,10,0,4,8,0
인천,강화군,비,6,1,2,6,0
인천,옹진군,맑음,27,2,15,23,5
인천,옹진군,흐림,3,0,4,3,1
인천,옹진군,안개,1,0,0,3,0
인천,옹진군,기타/불명,1,1,1,0,0
광주,동구,맑음,537,4,122,668,29
광주,동구,흐림,29,0,4,46,0
광주,동구,비,38,2,11,51,2
광주,서구,맑음,1917,5,281,2700,129
광주,서구,흐림,68,1,7,108,2
광주,서구,비,119,1,17,188,4
광주,서구,기타/불명,2,0,1,4,0
광주,북구,맑음,2172,9,392,2858,151
광주,북구,흐림,90,5,19,108,4
광주,북구,비,163,1,34,220,8
광주,북구,눈,4,0,2,4,0
광주,북구,기타/불명,1,0,1,0,0
광주,광산구,맑음,1898,12,355,2623,143
광주,광산구,흐림,50,1,9,74,2
광주,광산구,비,179,2,28,273,20
광주,광산구,안개,1,0,0,1,0
광주,광산구,눈,1,0,0,2,1
광주,남구,맑음,853,6,158,1098,44
광주,남구,흐림,14,0,2,20,1
광주,남구,비,32,0,3,42,1
광주,남구,기타/불명,1,0,0,1,0
대전,동구,맑음,1319,12,303,1640,46
대전,동구,흐림,18,1,3,17,0
대전,동구,비,91,1,26,123,2
대전,동구,눈,1,0,0,1,0
대전,동구,기타/불명,1,0,0,1,0
대전,중구,맑음,1248,9,353,1449,83
대전,중구,흐림,22,0,5,18,2
대전,중구,비,75,3,18,86,4
대전,중구,눈,1,0,0,0,1
대전,중구,기타/불명,2,0,1,1,1
대전,서구,맑음,2452,20,554,3016,180
대전,서구,흐림,46,1,15,47,0
대전,서구,비,175,2,30,237,8
대전,서구,눈,2,0,0,6,0
대전,서구,기타/불명,2,0,0,3,0
대전,유성구,맑음,1829,13,414,2255,195
대전,유성구,흐림,49,0,9,61,5
대전,유성구,비,145,1,39,162,12
대전,유성구,안개,1,0,0,3,0
대전,유성구,눈,2,0,1,4,0
대전,유성구,기타/불명,1,0,1,0,0
대전,대덕구,맑음,756,13,185,862,36
대전,대덕구,흐림,23,0,6,18,3
대전,대덕구,비,56,1,11,58,3
대전,대덕구,눈,2,0,2,1,0
대전,대덕구,기타/불명,18,0,7,14,2
울산,중구,맑음,661,4,232,637,94
울산,중구,흐림,11,0,5,12,1
울산,중구,비,65,1,15,73,7
울산,남구,맑음,1224,8,444,1148,121
울산,남구,흐림,35,0,11,44,3
울산,남구,비,119,1,34,102,9
울산,남구,기타/불명,5,0,2,5,2
울산,동구,맑음,526,0,180,482,15
울산,동구,흐림,25,0,13,20,1
울산,동구,비,68,1,17,77,2
울산,동구,기타/불명,9,0,1,9,0
울산,북구,맑음,606,12,247,644,90
울산,북구,흐림,18,1,4,19,1
울산,북구,비,67,0,30,66,6
울산,북구,기타/불명,2,0,1,2,0
울산,울주군,맑음,806,24,312,788,109
울산,울주군,흐림,31,2,10,31,6
울산,울주군,비,69,1,28,80,9
세종,세종시,맑음,838,15,341,826,23
세종,세종시,흐림,21,0,9,18,0
세종,세종시,비,55,0,30,39,3
세종,세종시,안개,1,0,0,1,0
세종,세종시,눈,4,0,0,7,0
세종,세종시,기타/불명,3,0,2,2,0
