시도,시군구,가해자연령층,사고건수,사망자수,중상자수,경상자수,부상신고자수
충남,예산군,21-30세,32,1,10,41,0
충남,예산군,31-40세,45,0,15,52,2
충남,예산군,41-50세,72,2,33,68,2
충남,예산군,51-60세,99,5,44,111,1
충남,예산군,61-64세,37,2,18,42,0
충남,예산군,65세이상,104,7,36,94,3
충남,예산군,불명,4,0,2,1,1
충남,당진시,20세이하,16,0,5,20,0
충남,당진시,21-30세,104,2,52,102,7
충남,당진시,31-40세,146,7,88,137,4
충남,당진시,41-50세,156,4,71,146,6
충남,당진시,51-60세,175,8,80,207,1
충남,당진시,61-64세,57,5,19,55,2
충남,당진시,65세이상,124,7,58,137,5
충남,당진시,불명,5,0,2,2,1
충남,계룡시,20세이하,2,0,2,1,0
충남,계룡시,21-30세,3,0,0,4,0
충남,계룡시,31-40세,9,0,8,6,3
충남,계룡시,41-50세,17,0,7,16,1
충남,계룡시,51-60세,11,1,6,19,1
충남,계룡시,61-64세,5,0,4,9,0
충남,계룡시,65세이상,8,0,2,9,0
전북,전주시,20세이하,68,1,23,83,2
전북,전주시,21-30세,337,6,117,381,2
전북,전주시,31-40세,348,3,123,428,5
전북,전주시,41-50세,493,6,138,584,7
전북,전주시,51-60세,562,7,187,643,11
전북,전주시,61-64세,212,4,64,242,0
전북,전주시,65세이상,318,8,107,359,4
전북,전주시,불명,27,0,2,25,4
전북,군산시,20세이하,27,1,12,33,3
전북,군산시,21-30세,145,2,44,180,6
전북,군산시,31-40세,150,4,42,179,4
전북,군산시,41-50세,227,3,79,252,13
전북,군산시,51-60세,319,5,75,408,13
전북,군산시,61-64세,123,2,31,178,11
전북,군산시,65세이상,222,8,60,269,7
전북,군산시,불명,12,0,0,13,3
전북,정읍시,20세이하,13,1,4,18,1
전북,정읍시,21-30세,47,0,12,73,1
전북,정읍시,31-40세,56,1,31,62,0
전북,정읍시,41-50세,101,7,39,103,0
전북,정읍시,51-60세,164,3,57,184,3
전북,정읍시,61-64세,66,1,26,82,0
전북,정읍시,65세이상,146,7,68,136,0
전북,정읍시,불명,3,0,1,3,0
전북,남원시,20세이하,4,0,0,5,0
전북,남원시,21-30세,21,2,13,14,0
전북,남원시,31-40세,27,1,14,25,0
전북,남원시,41-50세,64,1,30,56,0
전북,남원시,51-60세,75,3,37,64,1
전북,남원시,61-64세,33,0,19,25,0
전북,남원시,65세이상,85,1,56,79,0
전북,남원시,불명,2,0,1,1,0
전북,김제시,20세이하,12,1,5,14,1
전북,김제시,21-30세,50,4,16,93,2
전북,김제시,31-40세,71,0,24,103,1
전북,김제시,41-50세,92,5,36,138,7
전북,김제시,51-60세,119,3,46,153,2
전북,김제시,61-64세,48,4,15,79,0
전북,김제시,65세이상,89,6,41,98,0
전북,완주군,20세이하,2,0,3,1,0
전북,완주군,21-30세,27,1,10,32,0
전북,완주군,31-40세,49,2,28,52,1
전북,완주군,41-50세,50,3,15,68,2
전북,완주군,51-60세,83,2,34,81,2
전북,완주군,61-64세,20,3,7,20,1
전북,완주군,65세이상,44,6,21,39,1
전북,완주군,불명,3,0,1,3,0
전북,진안군,20세이하,1,0,1,0,0
전북,진안군,21-30세,6,1,6,6,0
전북,진안군,31-40세,5,1,7,2,0
전북,진안군,41-50세,12,0,8,13,1
전북,진안군,51-60세,20,1,12,16,1
전북,진안군,61-64세,10,1,3,14,1
전북,진안군,65세이상,23,3,20,25,1
전북,무주군,20세이하,2,0,3,0,0
전북,무주군,21-30세,10,0,8,8,0
전북,무주군,31-40세,14,0,11,11,0
전북,무주군,41-50세,31,5,19,18,0
전북,무주군,51-60세,39,2,23,51,1
전북,무주군,61-64세,10,0,4,7,0
전북,무주군,65세이상,19,2,21,32,3
전북,장수군,20세이하,2,0,6,0,0
전북,장수군,21-30세,5,1,3,1,0
전북,장수군,31-40세,7,1,3,4,0
전북,장수군,41-50세,17,2,8,19,0
전북,장수군,51-60세,16,4,8,6,0
전북,장수군,61-64세,5,0,3,5,0
전북,장수군,65세이상,13,3,6,6,0
전북,임실군,21-30세,11,0,3,20,3
전북,임실군,31-40세,13,1,7,5,1
전북,임실군,41-50세,27,4,12,25,0
전북,임실군,51-60세,26,1,14,28,1
전북,임실군,61-64세,9,0,2,12,0
전북,임실군,65세이상,29,1,18,30,0
전북,순창군,20세이하,1,0,1,0,0
전북,순창군,21-30세,2,1,0,3,0
전북,순창군,31-40세,9,0,6,6,1
전북,순창군,41-50세,14,3,5,9,1
전북,순창군,51-60세,28,0,11,22,3
전북,순창군,61-64세,14,0,8,7,1
전북,순창군,65세이상,42,5,10,30,10
전북,고창군,21-30세,14,0,6,18,0
전북,고창군,31-40세,16,0,7,19,0
전북,고창군,41-50세,26,1,7,35,0
전북,고창군,51-60세,54,7,30,64,0
전북,고창군,61-64세,17,2,12,19,0
전북,고창군,65세이상,46,5,26,37,2
전북,부안군,20세이하,8,0,7,6,0
전북,부안군,21-30세,16,0,7,14,0
전북,부안군,31-40세,35,3,14,38,0
전북,부안군,41-50세,48,1,25,57,0
전북,부안군,51-60세,74,4,43,118,0
전북,부안군,61-64세,25,1,14,29,0
전북,부안군,65세이상,92,9,42,100,2
전북,익산시,20세이하,36,1,8,47,3
전북,익산시,21-30세,182,5,67,205,2
전북,익산시,31-40세,184,1,63,218,7
전북,익산시,41-50세,251,14,57,286,4
전북,익산시,51-60세,353,5,88,391,4
전북,익산시,61-64세,139,3,46,145,0
전북,익산시,65세이상,242,5,67,280,7
전북,익산시,불명,9,0,2,7,3
전남,목포시,20세이하,81,1,24,114,6
전남,목포시,21-30세,255,5,61,396,7
전남,목포시,31-40세,256,2,56,413,10
전남,목포시,41-50세,329,0,65,529,7
전남,목포시,51-60세,418,4,82,602,14
전남,목포시,61-64세,144,0,29,211,2
전남,목포시,65세이상,289,1,66,371,7
전남,목포시,불명,46,0,4,47,4
전남,여수시,20세이하,29,2,6,29,3
전남,여수시,21-30세,216,4,61,282,15
전남,여수시,31-40세,227,2,52,308,11
전남,여수시,41-50세,300,4,78,376,10
전남,여수시,51-60세,394,5,94,452,16
전남,여수시,61-64세,154,3,49,208,3
전남,여수시,65세이상,234,7,68,264,9
전남,여수시,불명,13,0,2,11,1
전남,순천시,20세이하,43,1,17,43,3
전남,순천시,21-30세,196,2,50,259,17
전남,순천시,31-40세,218,3,59,266,12
전남,순천시,41-50세,268,6,59,344,16
전남,순천시,51-60세,389,10,111,508,18
전남,순천시,61-64세,123,0,49,153,3
전남,순천시,65세이상,215,6,68,267,11
전남,순천시,불명,10,0,2,9,0
전남,나주시,20세이하,13,1,1,19,0
전남,나주시,21-30세,64,1,20,111,3
전남,나주시,31-40세,100,0,26,177,3
전남,나주시,41-50세,118,5,35,138,10
전남,나주시,51-60세,160,9,39,226,4
전남,나주시,61-64세,62,3,15,96,4
전남,나주시,65세이상,127,6,50,138,3
전남,나주시,불명,2,0,0,1,1
전남,광양시,20세이하,13,1,2,15,6
전남,광양시,21-30세,95,3,30,117,7
전남,광양시,31-40세,106,1,29,140,5
전남,광양시,41-50세,158,2,54,192,10
전남,광양시,51-60세,208,3,61,236,8
전남,광양시,61-64세,59,0,19,60,2
전남,광양시,65세이상,97,7,41,100,5
전남,광양시,불명,3,0,0,2,1
전남,담양군,20세이하,7,0,0,13,0
전남,담양군,21-30세,28,1,5,45,1
전남,담양군,31-40세,27,1,13,49,0
전남,담양군,41-50세,48,1,10,87,2
전남,담양군,51-60세,90,0,40,130,7
전남,담양군,61-64세,42,4,10,53,4
전남,담양군,65세이상,78,5,34,85,1
전남,담양군,불명,1,0,0,5,0
전남,곡성군,20세이하,5,1,5,6,0
전남,곡성군,21-30세,8,0,3,9,3
전남,곡성군,31-40세,15,1,11,16,0
전남,곡성군,41-50세,27,1,11,42,1
전남,곡성군,51-60세,39,1,36,40,2
전남,곡성군,61-64세,9,1,3,12,1
전남,곡성군,65세이상,50,4,20,46,4
전남,구례군,20세이하,2,1,0,1,0
전남,구례군,21-30세,8,0,3,5,0
전남,구례군,31-40세,18,2,6,18,2
전남,구례군,41-50세,18,1,8,19,2
전남,구례군,51-60세,31,0,12,32,2
전남,구례군,61-64세,10,0,6,22,1
전남,구례군,65세이상,54,3,27,55,6
전남,구례군,불명,1,0,0,0,1
전남,고흥군,20세이하,13,0,12,22,1
전남,고흥군,21-30세,22,0,22,14,2
전남,고흥군,31-40세,32,2,18,43,4
전남,고흥군,41-50세,50,2,32,51,1
전남,고흥군,51-60세,72,4,50,105,4
전남,고흥군,61-64세,31,3,29,23,1
전남,고흥군,65세이상,107,6,56,98,5
전남,고흥군,불명,2,0,0,2,0
전남,보성군,20세이하,5,0,1,6,0
전남,보성군,21-30세,21,0,6,30,1
전남,보성군,31-40세,24,0,10,40,7
전남,보성군,41-50세,43,2,21,32,2
전남,보성군,51-60세,56,1,26,57,10
전남,보성군,61-64세,37,1,19,37,3
전남,보성군,65세이상,90,11,44,83,5
전남,화순군,20세이하,8,1,1,12,1
전남,화순군,21-30세,28,0,7,39,5
전남,화순군,31-40세,36,1,11,45,8
전남,화순군,41-50세,65,1,20,64,6
전남,화순군,51-60세,78,4,33,81,8
전남,화순군,61-64세,36,0,14,53,3
전남,화순군,65세이상,74,4,29,92,14
전남,장흥군,20세이하,6,0,0,8,0
전남,장흥군,21-30세,25,1,13,24,0
전남,장흥군,31-40세,32,0,10,36,2
전남,장흥군,41-50세,49,3,18,54,1
전남,장흥군,51-60세,73,2,35,86,3
전남,장흥군,61-64세,31,0,19,39,0
전남,장흥군,65세이상,83,5,46,68,2
전남,장흥군,불명,2,0,1,1,0
전남,강진군,20세이하,7,0,5,6,0
전남,강진군,21-30세,25,0,13,30,0
전남,강진군,31-40세,38,1,10,49,7
전남,강진군,41-50세,64,1,27,61,7
전남,강진군,51-60세,67,2,32,68,6
전남,강진군,61-64세,26,1,11,36,1
전남,강진군,65세이상,94,1,42,93,19
전남,해남군,20세이하,8,0,2,11,1
전남,해남군,21-30세,21,0,7,31,0
전남,해남군,31-40세,59,2,26,72,0
전남,해남군,41-50세,66,2,30,74,1
전남,해남군,51-60세,111,5,37,146,9
전남,해남군,61-64세,47,4,11,67,6
전남,해남군,65세이상,120,9,42,133,4
전남,해남군,불명,2,0,1,1,0
전남,영암군,20세이하,10,1,6,10,1
전남,영암군,21-30세,57,2,17,77,1
전남,영암군,31-40세,80,0,26,135,7
전남,영암군,41-50세,79,1,28,111,0
전남,영암군,51-60세,116,4,47,176,9
전남,영암군,61-64세,46,0,19,71,0
전남,영암군,65세이상,102,3,37,116,2
전남,영암군,불명,3,0,0,2,1
전남,무안군,20세이하,10,1,4,10,0
전남,무안군,21-30세,49,4,7,63,0
전남,무안군,31-40세,58,2,12,66,0
전남,무안군,41-50세,69,2,15,84,1
전남,무안군,51-60세,98,2,30,126,0
전남,무안군,61-64세,36,3,13,35,0
전남,무안군,65세이상,71,3,31,74,0
전남,무안군,불명,4,0,0,8,0
전남,함평군,20세이하,3,0,2,4,1
전남,함평군,21-30세,14,1,4,15,4
전남,함평군,31-40세,21,2,6,17,10
전남,함평군,41-50세,31,1,10,30,3
전남,함평군,51-60세,41,3,17,37,8
전남,함평군,61-64세,19,2,9,16,1
전남,함평군,65세이상,61,0,16,69,15
전남,함평군,불명,3,0,1,1,1
전남,영광군,20세이하,6,0,0,7,0
전남,영광군,21-30세,11,2,6,17,1
전남,영광군,31-40세,24,0,9,23,2
전남,영광군,41-50세,35,1,17,32,4
전남,영광군,51-60세,58,2,22,54,7
전남,영광군,61-64세,20,1,10,27,7
전남,영광군,65세이상,71,5,27,67,8
전남,장성군,20세이하,5,0,0,6,0
전남,장성군,21-30세,31,1,10,39,7
전남,장성군,31-40세,33,1,16,62,6
전남,장성군,41-50세,44,2,18,53,3
전남,장성군,51-60세,66,1,26,86,7
전남,장성군,61-64세,32,1,15,32,1
전남,장성군,65세이상,55,1,26,52,5
전남,장성군,불명,4,0,0,6,0
전남,완도군,20세이하,2,0,0,2,0
전남,완도군,21-30세,22,0,8,24,0
전남,완도군,31-40세,32,2,9,46,0
전남,완도군,41-50세,26,0,16,20,1
전남,완도군,51-60세,39,0,12,64,0
전남,완도군,61-64세,17,0,8,21,0
전남,완도군,65세이상,45,2,27,38,0
전남,완도군,불명,3,0,0,3,0
전남,진도군,20세이하,1,0,0,1,0
전남,진도군,21-30세,12,4,10,12,0
전남,진도군,31-40세,16,0,10,17,0
전남,진도군,41-50세,15,2,7,14,0
전남,진도군,51-60세,23,1,9,22,0
전남,진도군,61-64세,11,0,3,15,0
전남,진도군,65세이상,62,5,33,68,2
전남,신안군,21-30세,6,0,5,5,0
전남,신안군,31-40세,11,1,5,14,0
전남,신안군,41-50세,17,0,13,23,0
전남,신안군,51-60세,48,2,21,62,1
전남,신안군,61-64세,10,0,5,15,0
전남,신안군,65세이상,47,0,19,75,4
전남,신안군,불명,2,0,1,1,0
경북,포항시,20세이하,91,0,32,85,13
경북,포항시,21-30세,311,2,100,388,35
경북,포항시,31-40세,414,4,138,466,33
경북,포항시,41-50세,534,5,162,603,36
경북,포항시,51-60세,694,10,193,819,59
경북,포항시,61-64세,254,3,64,318,26
경북,포항시,65세이상,448,9,142,489,36
경북,포항시,불명,31,0,8,19,5
경북,경주시,20세이하,52,2,19,53,5
경북,경주시,21-30세,212,3,96,198,30
경북,경주시,31-40세,208,5,91,221,18
경북,경주시,41-50세,330,4,165,322,35
경북,경주시,51-60세,389,8,179,402,43
경북,경주시,61-64세,177,5,75,151,8
경북,경주시,65세이상,361,8,188,372,31
경북,경주시,불명,12,0,1,11,0
경북,김천시,20세이하,15,0,5,18,0
경북,김천시,21-30세,73,0,26,86,2
경북,김천시,31-40세,72,3,29,74,4
경북,김천시,41-50세,127,2,48,123,0
경북,김천시,51-60세,172,5,69,158,5
경북,김천시,61-64세,62,1,29,61,1
경북,김천시,65세이상,155,6,70,134,1
경북,김천시,불명,7,0,2,5,2
경북,안동시,20세이하,20,1,4,20,3
경북,안동시,21-30세,127,4,63,139,2
경북,안동시,31-40세,110,2,34,117,4
경북,안동시,41-50세,208,4,69,254,17
경북,안동시,51-60세,260,9,111,261,14
경북,안동시,61-64세,94,4,33,112,4
경북,안동시,65세이상,219,7,84,195,15
경북,안동시,불명,7,0,0,4,3
경북,구미시,20세이하,87,0,22,66,31
경북,구미시,21-30세,341,3,126,336,43
경북,구미시,31-40세,342,6,121,359,41
경북,구미시,41-50세,410,8,163,384,57
경북,구미시,51-60세,504,5,168,558,61
경북,구미시,61-64세,127,3,54,105,13
경북,구미시,65세이상,188,5,61,165,27
경북,구미시,불명,28,0,1,16,11
경북,영주시,20세이하,11,0,4,6,6
경북,영주시,21-30세,45,1,15,41,6
경북,영주시,31-40세,70,3,28,58,9
경북,영주시,41-50세,98,3,40,72,11
경북,영주시,51-60세,158,1,51,152,19
경북,영주시,61-64세,49,0,17,39,7
경북,영주시,65세이상,121,3,56,80,21
경북,영주시,불명,3,0,1,2,0
경북,영천시,20세이하,19,0,10,18,3
경북,영천시,21-30세,66,2,21,107,6
경북,영천시,31-40세,86,0,33,116,5
경북,영천시,41-50세,138,4,34,189,12
경북,영천시,51-60세,226,7,75,299,14
경북,영천시,61-64세,80,2,18,100,2
경북,영천시,65세이상,174,8,61,214,8
경북,영천시,불명,4,0,2,4,0
경북,문경시,20세이하,7,0,2,11,1
경북,문경시,21-30세,39,1,15,63,2
경북,문경시,31-40세,51,2,13,69,2
경북,문경시,41-50세,70,0,21,87,2
경북,문경시,51-60세,100,2,32,117,4
경북,문경시,61-64세,34,0,18,32,0
경북,문경시,65세이상,103,3,42,90,5
경북,문경시,불명,2,0,0,3,0
경북,상주시,20세이하,21,0,6,25,0
경북,상주시,21-30세,46,1,22,43,0
경북,상주시,31-40세,70,4,31,67,0
경북,상주시,41-50세,111,4,49,120,0
경북,상주시,51-60세,152,9,67,153,0
경북,상주시,61-64세,61,2,28,56,0
경북,상주시,65세이상,166,6,77,144,1
경북,상주시,불명,3,0,2,2,0
경북,군위군,21-30세,8,6,16,19,0
경북,군위군,31-40세,20,2,22,18,0
경북,군위군,41-50세,22,1,10,26,1
경북,군위군,51-60세,35,4,8,34,1
경북,군위군,61-64세,15,0,13,11,0
경북,군위군,65세이상,35,5,24,24,0
경북,의성군,20세이하,3,0,2,3,0
경북,의성군,21-30세,16,2,10,17,0
경북,의성군,31-40세,25,2,13,22,0
경북,의성군,41-50세,35,5,25,23,0
경북,의성군,51-60세,62,5,42,46,0
경북,의성군,61-64세,13,0,12,9,0
경북,의성군,65세이상,85,6,53,55,0
경북,의성군,불명,2,0,1,1,0
경북,청송군,20세이하,3,0,1,3,0
경북,청송군,21-30세,4,1,3,3,0
경북,청송군,31-40세,8,1,3,4,0
경북,청송군,41-50세,15,1,11,6,0
경북,청송군,51-60세,30,0,24,26,0
경북,청송군,61-64세,5,0,7,2,0
경북,청송군,65세이상,24,4,14,18,1
경북,영양군,20세이하,1,0,0,1,0
경북,영양군,21-30세,6,0,4,3,1
경북,영양군,31-40세,5,0,1,5,0
경북,영양군,41-50세,16,0,7,13,1
경북,영양군,51-60세,11,0,2,9,2
경북,영양군,61-64세,6,0,5,8,0
경북,영양군,65세이상,18,2,12,20,0
경북,영양군,불명,1,0,0,0,1
경북,영덕군,20세이하,7,0,0,8,0
경북,영덕군,21-30세,13,0,3,14,2
경북,영덕군,31-40세,31,0,15,32,4
경북,영덕군,41-50세,40,2,15,39,4
경북,영덕군,51-60세,57,0,25,62,4
경북,영덕군,61-64세,25,3,12,15,1
경북,영덕군,65세이상,60,4,26,55,6
경북,영덕군,불명,1,0,1,1,0
경북,청도군,20세이하,3,0,0,4,1
경북,청도군,21-30세,12,1,4,11,1
경북,청도군,31-40세,25,1,10,26,0
경북,청도군,41-50세,35,3,19,32,0
경북,청도군,51-60세,44,2,23,60,3
경북,청도군,61-64세,27,1,11,26,3
경북,청도군,65세이상,65,5,23,62,3
경북,청도군,불명,1,0,0,0,1
경북,고령군,20세이하,5,0,2,4,0
경북,고령군,21-30세,17,0,9,18,1
경북,고령군,31-40세,23,1,9,23,0
경북,고령군,41-50세,35,0,6,43,2
경북,고령군,51-60세,37,0,16,51,0
경북,고령군,61-64세,8,0,7,6,0
경북,고령군,65세이상,35,3,12,27,3
경북,고령군,불명,3,0,0,2,1
경북,성주군,20세이하,3,0,1,3,0
경북,성주군,21-30세,30,2,18,35,0
경북,성주군,31-40세,28,0,13,29,0
경북,성주군,41-50세,53,2,19,49,1
경북,성주군,51-60세,92,2,35,103,0
경북,성주군,61-64세,20,1,5,28,0
경북,성주군,65세이상,59,4,24,49,0
경북,성주군,불명,4,0,0,4,0
경북,칠곡군,20세이하,23,0,9,15,5
경북,칠곡군,21-30세,108,2,40,113,18
경북,칠곡군,31-40세,115,1,36,117,25
경북,칠곡군,41-50세,168,4,73,161,32
경북,칠곡군,51-60세,180,4,66,191,36
경북,칠곡군,61-64세,57,2,18,65,15
경북,칠곡군,65세이상,123,4,64,106,23
경북,칠곡군,불명,7,0,2,5,1
경북,예천군,20세이하,3,0,2,2,0
경북,예천군,21-30세,19,0,14,20,0
경북,예천군,31-40세,25,0,18,17,0
경북,예천군,41-50세,37,1,28,25,0
경북,예천군,51-60세,44,1,44,29,0
경북,예천군,61-64세,19,0,22,13,0
경북,예천군,65세이상,59,4,45,27,0
경북,봉화군,20세이하,4,0,0,6,1
경북,봉화군,21-30세,12,0,6,9,3
경북,봉화군,31-40세,8,0,2,13,4
경북,봉화군,41-50세,25,1,8,32,3
경북,봉화군,51-60세,36,3,14,37,7
경북,봉화군,61-64세,17,0,3,20,0
경북,봉화군,65세이상,46,1,21,36,13
경북,봉화군,불명,1,0,0,1,0
경북,울진군,20세이하,1,0,0,1,0
경북,울진군,21-30세,13,0,7,13,0
경북,울진군,31-40세,22,1,11,12,1
경북,울진군,41-50세,27,3,19,15,0
경북,울진군,51-60세,40,1,24,34,0
경북,울진군,61-64세,18,1,10,12,2
경북,울진군,65세이상,46,0,32,37,1
경북,울진군,불명,4,0,2,2,0
경북,울릉군,21-30세,1,0,0,1,0
경북,울릉군,41-50세,1,0,1,0,0
경북,울릉군,51-60세,6,0,0,6,7
경북,울릉군,61-64세,4,0,17,18,5
경북,울릉군,65세이상,6,0,1,5,1
경북,경산시,20세이하,43,3,15,41,5
경북,경산시,21-30세,223,6,56,230,7
경북,경산시,31-40세,167,3,53,191,5
경북,경산시,41-50세,229,2,83,215,16
경북,경산시,51-60세,298,3,114,301,6
경북,경산시,61-64세,73,0,22,70,4
경북,경산시,65세이상,165,5,53,139,9
경북,경산시,불명,41,0,0,28,20
경남,진주시,20세이하,32,1,14,25,1
경남,진주시,21-30세,130,3,91,95,4
경남,진주시,31-40세,124,5,72,74,3
경남,진주시,41-50세,164,4,103,104,4
경남,진주시,51-60세,188,3,103,141,6
경남,진주시,61-64세,56,2,32,33,2
경남,진주시,65세이상,132,10,77,73,7
경남,진주시,불명,16,0,4,11,3
경남,통영시,20세이하,20,0,9,12,4
경남,통영시,21-30세,67,0,34,73,12
경남,통영시,31-40세,113,0,32,133,6
경남,통영시,41-50세,155,0,54,162,15
경남,통영시,51-60세,199,2,83,238,9
경남,통영시,61-64세,60,1,21,68,6
경남,통영시,65세이상,101,0,37,111,15
경남,통영시,불명,1,0,0,1,0
경남,김해시,20세이하,105,2,50,101,9
경남,김해시,21-30세,314,4,134,344,19
경남,김해시,31-40세,392,6,171,382,18
경남,김해시,41-50세,487,6,216,489,32
경남,김해시,51-60세,583,9,273,549,25
경남,김해시,61-64세,161,3,73,150,8
경남,김해시,65세이상,251,2,124,241,15
경남,김해시,불명,25,0,2,21,4
경남,밀양시,20세이하,8,0,1,11,0
경남,밀양시,21-30세,52,2,26,41,6
경남,밀양시,31-40세,57,2,34,46,6
경남,밀양시,41-50세,105,2,50,83,7
경남,밀양시,51-60세,142,8,67,118,7
경남,밀양시,61-64세,57,3,33,56,4
경남,밀양시,65세이상,110,6,49,77,5
경남,밀양시,불명,1,0,0,0,1
경남,거제시,20세이하,20,1,14,15,1
경남,거제시,21-30세,115,3,49,126,5
경남,거제시,31-40세,199,2,94,194,6
경남,거제시,41-50세,257,5,128,234,12
경남,거제시,51-60세,223,4,105,235,2
경남,거제시,61-64세,88,1,47,77,4
경남,거제시,65세이상,96,1,52,84,3
경남,거제시,불명,13,0,2,9,2
경남,의령군,20세이하,2,0,1,1,0
경남,의령군,21-30세,6,0,4,2,0
경남,의령군,31-40세,8,0,3,6,1
경남,의령군,41-50세,25,0,12,19,2
경남,의령군,51-60세,48,4,27,46,4
경남,의령군,61-64세,14,0,9,11,4
경남,의령군,65세이상,39,1,25,33,3
경남,의령군,불명,1,0,0,1,0
경남,함안군,20세이하,2,0,0,2,0
경남,함안군,21-30세,38,2,21,37,5
경남,함안군,31-40세,44,4,14,40,3
경남,함안군,41-50세,54,1,23,62,0
경남,함안군,51-60세,89,3,41,102,8
경남,함안군,61-64세,34,2,20,32,1
경남,함안군,65세이상,60,5,22,51,2
경남,함안군,불명,6,0,6,1,1
경남,창녕군,20세이하,9,0,5,8,1
경남,창녕군,21-30세,22,1,10,21,2
경남,창녕군,31-40세,36,0,34,25,1
경남,창녕군,41-50세,48,2,31,35,1
경남,창녕군,51-60세,88,0,54,75,5
경남,창녕군,61-64세,39,2,25,24,2
경남,창녕군,65세이상,88,2,57,69,10
경남,창녕군,불명,3,0,3,2,0
경남,양산시,20세이하,52,1,18,48,13
경남,양산시,21-30세,160,1,68,139,23
경남,양산시,31-40세,220,3,93,209,29
경남,양산시,41-50세,272,7,127,224,31
경남,양산시,51-60세,308,10,117,285,42
경남,양산시,61-64세,108,1,51,90,8
경남,양산시,65세이상,144,2,49,144,15
경남,양산시,불명,22,0,7,18,3
경남,고성군,20세이하,3,0,1,2,0
경남,고성군,21-30세,23,1,11,16,5
경남,고성군,31-40세,36,1,21,32,1
경남,고성군,41-50세,52,3,24,49,0
경남,고성군,51-60세,74,2,42,67,4
경남,고성군,61-64세,29,1,15,19,5
경남,고성군,65세이상,49,2,22,46,1
경남,사천시,20세이하,24,0,11,19,5
경남,사천시,21-30세,73,1,41,91,6
경남,사천시,31-40세,93,0,49,104,10
경남,사천시,41-50세,127,2,57,111,18
경남,사천시,51-60세,172,4,68,160,28
경남,사천시,61-64세,60,0,35,58,7
경남,사천시,65세이상,114,4,49,90,19
경남,사천시,불명,5,0,1,1,3
경남,남해군,20세이하,1,0,1,0,0
경남,남해군,21-30세,11,0,9,4,3
경남,남해군,31-40세,13,1,7,10,1
경남,남해군,41-50세,31,0,19,20,7
경남,남해군,51-60세,63,4,43,57,11
경남,남해군,61-64세,16,0,19,6,3
경남,남해군,65세이상,57,3,32,23,22
경남,하동군,20세이하,3,0,2,0,1
경남,하동군,21-30세,12,0,11,18,1
경남,하동군,31-40세,9,3,7,2,0
경남,하동군,41-50세,30,1,21,19,1
경남,하동군,51-60세,29,3,20,15,4
경남,하동군,61-64세,22,1,12,21,4
경남,하동군,65세이상,38,3,18,24,4
경남,산청군,20세이하,2,1,3,0,1
경남,산청군,21-30세,21,0,13,17,5
경남,산청군,31-40세,14,0,8,15,1
경남,산청군,41-50세,26,0,18,33,7
경남,산청군,51-60세,51,1,40,34,5
경남,산청군,61-64세,16,0,14,10,2
경남,산청군,65세이상,43,0,26,37,8
경남,함양군,20세이하,2,0,0,1,2
경남,함양군,21-30세,13,0,5,11,2
경남,함양군,31-40세,17,1,8,14,4
경남,함양군,41-50세,34,1,18,21,6
경남,함양군,51-60세,58,3,35,49,13
경남,함양군,61-64세,17,0,9,13,5
경남,함양군,65세이상,58,2,39,34,9
경남,함양군,불명,2,0,0,1,1
경남,거창군,20세이하,14,0,7,10,3
경남,거창군,21-30세,13,2,5,8,0
경남,거창군,31-40세,21,1,7,14,1
경남,거창군,41-50세,46,1,24,31,3
경남,거창군,51-60세,72,6,42,43,6
경남,거창군,61-64세,23,1,9,21,0
경남,거창군,65세이상,60,4,25,55,5
경남,거창군,불명,1,0,0,1,0
경남,합천군,20세이하,3,0,1,2,0
경남,합천군,21-30세,15,1,9,13,1
경남,합천군,31-40세,22,0,14,15,1
경남,합천군,41-50세,24,1,16,16,0
경남,합천군,51-60세,50,1,36,27,0
경남,합천군,61-64세,22,1,22,8,2
경남,합천군,65세이상,48,6,24,35,0
경남,창원시(통합),20세이하,82,0,29,73,2
경남,창원시(통합),21-30세,380,10,162,345,15
경남,창원시(통합),31-40세,491,8,215,452,20
경남,창원시(통합),41-50세,650,12,265,617,31
경남,창원시(통합),51-60세,831,17,364,765,51
경남,창원시(통합),61-64세,324,7,123,298,18
경남,창원시(통합),65세이상,432,8,161,424,37
경남,창원시(통합),불명,55,0,8,39,10
제주,제주시,20세이하,82,0,23,78,24
제주,제주시,21-30세,561,3,156,656,110
제주,제주시,31-40세,555,7,130,623,77
제주,제주시,41-50세,630,11,163,687,139
제주,제주시,51-60세,680,5,188,732,109
제주,제주시,61-64세,216,4,54,208,52
제주,제주시,65세이상,378,10,94,359,63
제주,제주시,불명,37,0,7,27,7
제주,서귀포시,20세이하,31,0,11,32,11
제주,서귀포시,21-30세,226,2,105,231,48
제주,서귀포시,31-40세,186,2,77,197,36
제주,서귀포시,41-50세,241,5,96,263,43
제주,서귀포시,51-60세,258,8,89,274,31
제주,서귀포시,61-64세,99,1,48,114,12
제주,서귀포시,65세이상,219,8,92,192,37
제주,서귀포시,불명,13,0,1,2,10
대구,중구,20세이하,37,0,6,35,21
대구,중구,21-30세,154,2,42,153,44
대구,중구,31-40세,116,1,29,122,26
대구,중구,41-50세,118,1,31,133,32
대구,중구,51-60세,181,2,46,190,54
대구,중구,61-64세,82,1,24,72,16
대구,중구,65세이상,146,4,41,131,37
대구,중구,불명,35,0,4,22,14
대구,동구,20세이하,54,0,16,55,16
