시도,시군구,가해자연령층,사고건수,사망자수,중상자수,경상자수,부상신고자수
대구,동구,21-30세,249,1,67,289,29
대구,동구,31-40세,238,4,67,250,32
대구,동구,41-50세,343,4,113,402,46
대구,동구,51-60세,492,4,141,545,52
대구,동구,61-64세,180,1,41,211,10
대구,동구,65세이상,329,5,113,371,33
대구,동구,불명,69,0,7,42,27
대구,서구,20세이하,50,1,15,38,9
대구,서구,21-30세,182,1,52,203,25
대구,서구,31-40세,134,1,46,135,18
대구,서구,41-50세,217,1,84,227,33
대구,서구,51-60세,339,0,114,362,38
대구,서구,61-64세,138,2,46,136,14
대구,서구,65세이상,221,2,60,226,40
대구,서구,불명,36,0,1,17,19
대구,남구,20세이하,31,0,6,41,12
대구,남구,21-30세,130,1,40,139,12
대구,남구,31-40세,139,0,49,151,11
대구,남구,41-50세,156,0,38,159,16
대구,남구,51-60세,187,0,60,208,18
대구,남구,61-64세,79,1,30,84,8
대구,남구,65세이상,153,2,37,147,23
대구,남구,불명,27,0,2,20,7
대구,북구,20세이하,101,0,23,98,19
대구,북구,21-30세,320,3,101,353,46
대구,북구,31-40세,339,5,112,347,45
대구,북구,41-50세,485,6,156,534,54
대구,북구,51-60세,608,1,211,592,65
대구,북구,61-64세,161,3,53,177,14
대구,북구,65세이상,345,4,104,338,42
대구,북구,불명,54,0,12,31,17
대구,수성구,20세이하,76,0,16,65,24
대구,수성구,21-30세,369,1,103,448,38
대구,수성구,31-40세,355,2,84,415,39
대구,수성구,41-50세,524,0,141,544,58
대구,수성구,51-60세,546,3,150,623,63
대구,수성구,61-64세,197,1,62,214,31
대구,수성구,65세이상,324,2,97,370,30
대구,수성구,불명,45,0,7,25,16
대구,달서구,20세이하,180,0,41,172,60
대구,달서구,21-30세,535,3,153,606,61
대구,달서구,31-40세,546,3,137,583,61
대구,달서구,41-50세,712,3,187,804,71
대구,달서구,51-60세,892,7,245,958,82
대구,달서구,61-64세,281,0,64,308,26
대구,달서구,65세이상,450,1,98,513,63
대구,달서구,불명,83,0,10,48,30
대구,달성군,20세이하,37,3,13,34,4
대구,달성군,21-30세,121,2,45,112,21
대구,달성군,31-40세,187,3,62,194,27
대구,달성군,41-50세,178,5,69,185,14
대구,달성군,51-60세,211,6,86,196,15
대구,달성군,61-64세,81,1,36,90,4
대구,달성군,65세이상,131,2,40,149,18
대구,달성군,불명,20,0,4,12,4
인천,중구,20세이하,17,0,7,17,6
인천,중구,21-30세,81,0,40,90,4
인천,중구,31-40세,106,0,24,155,11
인천,중구,41-50세,126,1,52,165,7
인천,중구,51-60세,163,2,46,210,5
인천,중구,61-64세,52,2,20,64,3
인천,중구,65세이상,73,1,27,83,4
인천,중구,불명,13,0,4,9,9
인천,동구,20세이하,2,0,0,4,0
인천,동구,21-30세,14,1,4,18,1
인천,동구,31-40세,24,1,7,30,0
인천,동구,41-50세,32,0,15,26,0
인천,동구,51-60세,52,1,12,55,1
인천,동구,61-64세,9,0,1,10,0
인천,동구,65세이상,20,0,4,22,4
인천,동구,불명,1,0,1,0,0
인천,미추홀구,20세이하,32,1,7,27,6
인천,미추홀구,21-30세,187,0,46,196,21
인천,미추홀구,31-40세,199,5,52,199,16
인천,미추홀구,41-50세,223,2,59,225,17
인천,미추홀구,51-60세,283,3,79,282,28
인천,미추홀구,61-64세,98,2,31,87,11
인천,미추홀구,65세이상,142,4,36,132,16
인천,미추홀구,불명,65,0,3,19,46
인천,부평구,20세이하,41,0,14,39,3
인천,부평구,21-30세,224,2,61,256,4
인천,부평구,31-40세,202,2,53,203,6
인천,부평구,41-50세,229,1,58,238,9
인천,부평구,51-60세,300,4,75,328,9
인천,부평구,61-64세,103,5,29,98,7
인천,부평구,65세이상,146,2,34,147,3
인천,부평구,불명,33,0,2,27,6
인천,남동구,20세이하,51,1,15,53,10
인천,남동구,21-30세,280,1,89,316,12
인천,남동구,31-40세,308,6,77,357,19
인천,남동구,41-50세,308,3,71,332,17
인천,남동구,51-60세,507,4,138,546,24
인천,남동구,61-64세,174,5,55,195,9
인천,남동구,65세이상,240,3,58,266,9
인천,남동구,불명,69,0,7,53,19
인천,서구,20세이하,67,0,28,58,2
인천,서구,21-30세,237,5,65,256,15
인천,서구,31-40세,290,3,89,324,9
인천,서구,41-50세,340,6,90,392,6
인천,서구,51-60세,411,0,129,474,8
인천,서구,61-64세,144,2,42,153,2
인천,서구,65세이상,171,4,46,175,12
인천,서구,불명,28,0,4,22,5
인천,연수구,20세이하,21,1,6,22,0
인천,연수구,21-30세,99,3,31,115,4
인천,연수구,31-40세,124,2,38,134,5
인천,연수구,41-50세,140,0,33,154,8
인천,연수구,51-60세,171,3,44,188,5
인천,연수구,61-64세,52,1,11,65,2
인천,연수구,65세이상,54,0,23,57,1
인천,연수구,불명,9,0,1,3,5
인천,계양구,20세이하,28,0,9,24,2
인천,계양구,21-30세,104,1,24,116,4
인천,계양구,31-40세,132,1,33,152,10
인천,계양구,41-50세,165,2,47,173,3
인천,계양구,51-60세,260,2,76,270,9
인천,계양구,61-64세,63,1,20,63,2
인천,계양구,65세이상,114,3,31,98,10
인천,계양구,불명,13,0,0,9,5
인천,강화군,20세이하,4,0,1,3,0
인천,강화군,21-30세,20,0,7,22,0
인천,강화군,31-40세,19,1,7,17,0
인천,강화군,41-50세,28,2,13,26,0
인천,강화군,51-60세,54,4,21,52,0
인천,강화군,61-64세,27,0,13,29,1
인천,강화군,65세이상,46,3,18,45,1
인천,강화군,불명,2,0,1,1,0
인천,옹진군,21-30세,1,0,2,0,0
인천,옹진군,31-40세,5,0,2,3,1
인천,옹진군,41-50세,5,1,2,2,1
인천,옹진군,51-60세,12,1,4,21,0
인천,옹진군,61-64세,3,0,3,1,0
인천,옹진군,65세이상,6,1,7,2,4
광주,동구,20세이하,29,0,10,45,2
광주,동구,21-30세,94,1,17,137,7
광주,동구,31-40세,77,1,18,100,5
광주,동구,41-50세,81,0,16,112,4
광주,동구,51-60세,130,2,32,157,6
광주,동구,61-64세,72,2,13,82,1
광주,동구,65세이상,113,0,30,122,5
광주,동구,불명,8,0,1,10,1
광주,서구,20세이하,60,0,10,98,12
광주,서구,21-30세,350,2,63,511,20
광주,서구,31-40세,310,2,49,446,24
광주,서구,41-50세,453,0,53,655,29
광주,서구,51-60세,503,3,59,728,29
광주,서구,61-64세,147,0,28,187,5
광주,서구,65세이상,242,0,43,334,9
광주,서구,불명,41,0,1,41,7
광주,북구,20세이하,63,0,15,83,6
광주,북구,21-30세,385,3,78,534,18
광주,북구,31-40세,359,0,69,483,28
광주,북구,41-50세,422,4,76,527,21
광주,북구,51-60세,574,4,112,747,32
광주,북구,61-64세,225,1,37,344,12
광주,북구,65세이상,307,3,58,404,15
광주,북구,불명,95,0,3,68,31
광주,광산구,20세이하,101,1,21,136,12
광주,광산구,21-30세,325,0,68,464,22
광주,광산구,31-40세,377,1,69,551,25
광주,광산구,41-50세,437,3,78,641,38
광주,광산구,51-60세,485,6,75,640,35
광주,광산구,61-64세,153,3,35,218,13
광주,광산구,65세이상,195,1,42,265,15
광주,광산구,불명,56,0,4,58,6
광주,남구,20세이하,19,0,7,23,1
광주,남구,21-30세,107,2,20,160,4
광주,남구,31-40세,112,2,24,143,4
광주,남구,41-50세,179,0,37,257,6
광주,남구,51-60세,220,1,37,262,11
광주,남구,61-64세,95,0,12,121,4
광주,남구,65세이상,141,1,26,171,10
광주,남구,불명,27,0,0,24,6
대전,동구,20세이하,46,0,11,64,6
대전,동구,21-30세,180,3,46,230,12
대전,동구,31-40세,183,2,39,230,5
대전,동구,41-50세,269,2,65,332,7
대전,동구,51-60세,338,4,90,415,9
대전,동구,61-64세,140,0,26,176,4
대전,동구,65세이상,261,3,52,323,4
대전,동구,불명,13,0,3,12,1
대전,중구,20세이하,34,1,8,28,8
대전,중구,21-30세,163,0,46,187,9
대전,중구,31-40세,185,0,48,233,9
대전,중구,41-50세,245,4,76,269,16
대전,중구,51-60세,325,4,90,388,21
대전,중구,61-64세,156,0,44,173,8
대전,중구,65세이상,226,3,61,267,17
대전,중구,불명,14,0,4,9,3
대전,서구,20세이하,59,0,12,73,11
대전,서구,21-30세,462,2,97,622,33
대전,서구,31-40세,449,6,121,552,31
대전,서구,41-50세,472,4,111,588,37
대전,서구,51-60세,576,7,123,694,37
대전,서구,61-64세,242,2,50,295,11
대전,서구,65세이상,343,2,80,396,25
대전,서구,불명,74,0,5,89,3
대전,유성구,20세이하,39,0,12,30,8
대전,유성구,21-30세,316,3,75,386,24
대전,유성구,31-40세,342,3,78,440,27
대전,유성구,41-50세,397,0,98,496,48
대전,유성구,51-60세,515,4,106,627,65
대전,유성구,61-64세,166,1,38,213,9
대전,유성구,65세이상,230,3,53,272,29
대전,유성구,불명,22,0,4,21,2
대전,대덕구,20세이하,14,1,5,13,1
대전,대덕구,21-30세,111,1,15,150,4
대전,대덕구,31-40세,111,2,31,116,4
대전,대덕구,41-50세,152,3,38,168,5
대전,대덕구,51-60세,258,3,66,289,12
대전,대덕구,61-64세,88,2,24,99,9
대전,대덕구,65세이상,109,2,29,111,5
대전,대덕구,불명,12,0,3,7,4
울산,중구,20세이하,29,0,11,16,8
울산,중구,21-30세,90,1,30,82,20
울산,중구,31-40세,98,1,37,91,9
울산,중구,41-50세,144,1,43,151,16
울산,중구,51-60세,196,2,69,204,26
울산,중구,61-64세,64,0,24,61,10
울산,중구,65세이상,104,0,37,107,11
울산,중구,불명,12,0,1,10,2
울산,남구,20세이하,31,0,11,24,11
울산,남구,21-30세,219,2,69,214,19
울산,남구,31-40세,237,2,72,230,24
울산,남구,41-50세,251,1,103,254,12
울산,남구,51-60세,340,2,124,316,31
울산,남구,61-64세,116,0,45,98,14
울산,남구,65세이상,164,2,64,148,16
울산,남구,불명,25,0,3,15,8
울산,동구,20세이하,20,0,6,24,0
울산,동구,21-30세,89,0,37,93,6
울산,동구,31-40세,123,0,41,124,3
울산,동구,41-50세,115,1,41,90,3
울산,동구,51-60세,149,0,44,145,1
울산,동구,61-64세,39,0,10,32,0
울산,동구,65세이상,80,0,30,70,4
울산,동구,불명,13,0,2,10,1
울산,북구,20세이하,25,2,13,26,4
울산,북구,21-30세,110,4,41,111,14
울산,북구,31-40세,120,2,44,110,19
울산,북구,41-50세,145,2,46,163,18
울산,북구,51-60세,168,0,76,169,22
울산,북구,61-64세,59,1,31,87,7
울산,북구,65세이상,55,2,29,59,10
울산,북구,불명,11,0,2,6,3
울산,울주군,20세이하,22,1,7,16,6
울산,울주군,21-30세,127,3,57,127,23
울산,울주군,31-40세,128,5,53,107,22
울산,울주군,41-50세,184,3,77,177,24
울산,울주군,51-60세,222,3,77,237,24
울산,울주군,61-64세,96,2,34,126,14
울산,울주군,65세이상,118,10,42,104,10
울산,울주군,불명,9,0,3,5,1
세종,세종시,20세이하,36,1,15,31,2
세종,세종시,21-30세,119,4,38,124,4
세종,세종시,31-40세,183,1,83,184,5
세종,세종시,41-50세,203,3,80,193,4
세종,세종시,51-60세,189,2,90,172,6
세종,세종시,61-64세,62,0,22,59,1
세종,세종시,65세이상,113,4,51,119,1
세종,세종시,불명,17,0,3,11,3
