시도,시군구,노면상태대분류,노면상태,사고건수,사망자수,중상자수,경상자수,부상신고자수
전북,진안군,포장,젖음/습기,7,0,6,2,0
전북,진안군,포장,서리/결빙,2,0,1,4,0
전북,진안군,포장,적설,1,0,6,4,0
전북,진안군,비포장,건조,2,0,1,1,0
전북,무주군,포장,건조,109,8,76,109,3
전북,무주군,포장,젖음/습기,12,1,7,16,1
전북,무주군,포장,서리/결빙,2,0,3,2,0
전북,무주군,비포장,건조,1,0,2,0,0
전북,무주군,비포장,서리/결빙,1,0,1,0,0
전북,장수군,포장,건조,58,9,34,36,0
전북,장수군,포장,젖음/습기,7,2,3,5,0
전북,임실군,포장,건조,96,7,42,102,5
전북,임실군,포장,젖음/습기,13,0,7,16,0
전북,임실군,포장,서리/결빙,5,0,6,2,0
전북,임실군,포장,기타,1,0,1,0,0
전북,순창군,포장,건조,97,8,35,68,15
전북,순창군,포장,젖음/습기,12,1,6,8,1
전북,순창군,포장,서리/결빙,1,0,0,1,0
전북,고창군,포장,건조,157,15,78,180,2
전북,고창군,포장,젖음/습기,15,0,9,12,0
전북,고창군,비포장,건조,1,0,1,0,0
전북,부안군,포장,건조,263,18,135,324,2
전북,부안군,포장,젖음/습기,33,0,16,37,0
전북,부안군,비포장,건조,2,0,1,1,0
전북,익산시,포장,건조,1269,31,372,1387,28
전북,익산시,포장,젖음/습기,125,2,25,190,2
전북,익산시,포장,서리/결빙,1,1,0,1,0
전북,익산시,포장,기타,1,0,1,1,0
전남,목포시,포장,건조,1673,13,347,2471,56
전남,목포시,포장,젖음/습기,145,0,40,212,1
전남,여수시,포장,건조,1423,20,369,1784,61
전남,여수시,포장,젖음/습기,144,7,41,146,7
전남,순천시,포장,건조,1341,22,380,1693,64
전남,순천시,포장,젖음/습기,118,5,28,144,15
전남,순천시,포장,서리/결빙,2,1,7,10,1
전남,순천시,비포장,젖음/습기,1,0,0,2,0
전남,나주시,포장,건조,587,24,169,834,25
전남,나주시,포장,젖음/습기,57,1,17,68,3
전남,나주시,비포장,건조,2,0,0,4,0
전남,광양시,포장,건조,654,14,206,759,36
전남,광양시,포장,젖음/습기,83,3,29,102,8
전남,광양시,비포장,건조,2,0,1,1,0
전남,담양군,포장,건조,291,10,103,434,12
전남,담양군,포장,젖음/습기,28,2,9,30,3
전남,담양군,포장,서리/결빙,2,0,0,3,0
전남,곡성군,포장,건조,134,9,66,149,10
전남,곡성군,포장,젖음/습기,19,0,23,22,1
전남,구례군,포장,건조,138,7,59,137,14
전남,구례군,포장,젖음/습기,2,0,1,1,0
전남,구례군,포장,서리/결빙,1,0,1,0,0
전남,구례군,포장,적설,1,0,1,14,0
전남,고흥군,포장,건조,301,16,189,334,16
전남,고흥군,포장,젖음/습기,25,1,28,21,2
전남,고흥군,비포장,건조,3,0,2,3,0
전남,보성군,포장,건조,246,13,115,248,25
전남,보성군,포장,젖음/습기,29,2,12,35,3
전남,보성군,포장,적설,1,0,0,2,0
전남,화순군,포장,건조,293,11,97,347,39
전남,화순군,포장,젖음/습기,30,0,16,38,5
전남,화순군,포장,서리/결빙,1,0,2,0,1
전남,화순군,비포장,건조,1,0,0,1,0
전남,장흥군,포장,건조,257,10,119,276,6
전남,장흥군,포장,젖음/습기,40,1,20,39,2
전남,장흥군,비포장,건조,4,0,3,1,0
전남,강진군,포장,건조,284,6,128,299,35
전남,강진군,포장,젖음/습기,34,0,12,40,5
전남,강진군,비포장,건조,2,0,0,2,0
전남,강진군,비포장,젖음/습기,1,0,0,2,0
전남,해남군,포장,건조,384,18,140,474,19
전남,해남군,포장,젖음/습기,45,4,15,55,1
전남,해남군,포장,적설,1,0,0,2,0
전남,해남군,포장,침수,1,0,0,3,0
전남,해남군,비포장,건조,2,0,0,1,1
전남,해남군,비포장,젖음/습기,1,0,1,0,0
전남,영암군,포장,건조,436,9,152,601,20
전남,영암군,포장,젖음/습기,53,2,26,91,1
전남,영암군,포장,서리/결빙,4,0,2,6,0
전남,무안군,포장,건조,361,17,104,425,1
전남,무안군,포장,젖음/습기,32,0,6,39,0
전남,무안군,포장,서리/결빙,2,0,2,2,0
전남,함평군,포장,건조,174,9,61,170,35
전남,함평군,포장,젖음/습기,17,0,4,19,6
전남,함평군,비포장,건조,2,0,0,0,2
전남,영광군,포장,건조,204,9,81,196,26
전남,영광군,포장,젖음/습기,20,2,10,30,3
전남,영광군,포장,서리/결빙,1,0,0,1,0
전남,장성군,포장,건조,248,6,106,309,29
전남,장성군,포장,젖음/습기,21,1,5,25,0
전남,장성군,비포장,건조,1,0,0,2,0
전남,완도군,포장,건조,177,4,75,211,1
전남,완도군,포장,젖음/습기,9,0,5,7,0
전남,진도군,포장,건조,125,12,60,139,2
전남,진도군,포장,젖음/습기,13,0,10,10,0
전남,진도군,비포장,건조,2,0,2,0,0
전남,신안군,포장,건조,129,3,61,183,5
전남,신안군,포장,젖음/습기,10,0,6,12,0
전남,신안군,비포장,건조,2,0,2,0,0
경북,포항시,포장,건조,2539,30,762,2931,224
경북,포항시,포장,젖음/습기,233,3,77,251,19
경북,포항시,포장,서리/결빙,1,0,0,1,0
경북,포항시,포장,침수,3,0,0,3,0
경북,포항시,비포장,기타,1,0,0,1,0
경북,경주시,포장,건조,1550,31,711,1552,144
경북,경주시,포장,젖음/습기,182,4,98,174,25
경북,경주시,포장,서리/결빙,2,0,1,0,1
경북,경주시,비포장,건조,6,0,3,4,0
경북,경주시,비포장,젖음/습기,1,0,1,0,0
경북,김천시,포장,건조,618,14,248,599,15
경북,김천시,포장,젖음/습기,50,2,20,51,0
경북,김천시,포장,서리/결빙,2,0,2,0,0
경북,김천시,포장,적설,1,0,0,1,0
경북,김천시,포장,기타,2,0,2,0,0
경북,김천시,비포장,건조,10,1,6,8,0
경북,안동시,포장,건조,940,25,354,1005,50
경북,안동시,포장,젖음/습기,94,4,39,89,12
경북,안동시,포장,서리/결빙,6,1,3,6,0
경북,안동시,포장,적설,1,0,1,0,0
경북,안동시,포장,기타,1,0,0,1,0
경북,안동시,포장,침수,1,0,0,1,0
경북,안동시,비포장,건조,2,1,1,0,0
경북,구미시,포장,건조,1848,28,657,1810,249
경북,구미시,포장,젖음/습기,168,2,55,167,31
경북,구미시,포장,서리/결빙,8,0,4,10,3
경북,구미시,비포장,건조,2,0,0,1,1
경북,구미시,비포장,젖음/습기,1,0,0,1,0
경북,영주시,포장,건조,505,10,192,406,74
경북,영주시,포장,젖음/습기,49,1,19,44,5
경북,영주시,포장,적설,1,0,1,0,0
경북,영천시,포장,건조,724,20,238,940,45
경북,영천시,포장,젖음/습기,67,3,16,105,5
경북,영천시,포장,기타,2,0,0,2,0
경북,문경시,포장,건조,346,6,133,397,15
경북,문경시,포장,젖음/습기,25,1,4,28,1
경북,문경시,포장,서리/결빙,2,0,1,2,0
경북,문경시,포장,기타,32,1,5,44,0
경북,문경시,비포장,기타,1,0,0,1,0
경북,상주시,포장,건조,578,26,262,554,1
경북,상주시,포장,젖음/습기,47,0,16,48,0
경북,상주시,포장,서리/결빙,3,0,3,7,0
경북,상주시,비포장,건조,1,0,1,0,0
경북,상주시,비포장,젖음/습기,1,0,0,1,0
경북,군위군,포장,건조,118,10,60,105,1
경북,군위군,포장,젖음/습기,8,1,7,5,0
경북,군위군,포장,서리/결빙,8,7,26,21,1
경북,군위군,포장,침수,1,0,0,1,0
경북,의성군,포장,건조,230,19,148,170,0
경북,의성군,포장,젖음/습기,9,1,9,4,0
경북,의성군,포장,적설,1,0,0,1,0
경북,의성군,비포장,건조,1,0,1,1,0
경북,청송군,포장,건조,82,7,57,59,1
경북,청송군,포장,젖음/습기,5,0,3,3,0
경북,청송군,포장,적설,1,0,1,0,0
경북,청송군,포장,해빙,1,0,2,0,0
경북,영양군,포장,건조,56,1,24,56,4
경북,영양군,포장,젖음/습기,3,0,2,2,1
경북,영양군,포장,서리/결빙,2,1,1,0,0
경북,영양군,포장,적설,1,0,2,1,0
경북,영양군,비포장,젖음/습기,1,0,1,0,0
경북,영양군,비포장,기타,1,0,1,0,0
경북,영덕군,포장,건조,214,7,88,214,18
경북,영덕군,포장,젖음/습기,20,2,9,12,3
경북,청도군,포장,건조,195,12,87,201,8
경북,청도군,포장,젖음/습기,17,1,3,20,4
경북,고령군,포장,건조,153,4,55,164,7
경북,고령군,포장,젖음/습기,10,0,6,10,0
경북,성주군,포장,건조,262,10,107,272,1
경북,성주군,포장,젖음/습기,22,1,8,21,0
경북,성주군,포장,서리/결빙,1,0,0,1,0
경북,성주군,포장,기타,2,0,0,4,0
경북,성주군,비포장,건조,1,0,0,1,0
경북,성주군,비포장,기타,1,0,0,1,0
경북,칠곡군,포장,건조,731,17,293,713,145
경북,칠곡군,포장,젖음/습기,47,0,14,55,10
경북,칠곡군,포장,서리/결빙,2,0,0,5,0
경북,칠곡군,포장,적설,1,0,1,0,0
경북,예천군,포장,건조,189,6,161,114,0
경북,예천군,포장,젖음/습기,17,0,12,19,0
경북,봉화군,포장,건조,119,2,41,126,24
경북,봉화군,포장,젖음/습기,16,2,4,14,4
경북,봉화군,포장,서리/결빙,7,1,4,4,2
경북,봉화군,포장,적설,2,0,2,7,0
경북,봉화군,포장,기타,3,0,3,2,0
경북,봉화군,비포장,건조,1,0,0,0,1
경북,봉화군,비포장,젖음/습기,1,0,0,1,0
경북,울진군,포장,건조,160,6,97,118,4
경북,울진군,포장,젖음/습기,7,0,5,4,0
경북,울진군,포장,서리/결빙,2,0,2,3,0
경북,울진군,비포장,건조,1,0,1,0,0
경북,울진군,비포장,젖음/습기,1,0,0,1,0
경북,울릉군,포장,건조,17,0,18,30,13
경북,울릉군,포장,젖음/습기,1,0,1,0,0
경북,경산시,포장,건조,1123,20,359,1095,67
경북,경산시,포장,젖음/습기,85,2,28,92,3
경북,경산시,포장,기타,28,0,9,25,2
경북,경산시,비포장,건조,1,0,0,1,0
경북,경산시,비포장,기타,2,0,0,2,0
경남,진주시,포장,건조,778,27,447,515,27
경남,진주시,포장,젖음/습기,63,1,48,40,3
경남,진주시,비포장,젖음/습기,1,0,1,1,0
경남,통영시,포장,건조,653,1,248,739,61
경남,통영시,포장,젖음/습기,62,2,21,59,6
경남,통영시,포장,기타,1,0,1,0,0
경남,김해시,포장,건조,2057,28,920,2021,119
경남,김해시,포장,젖음/습기,253,4,119,252,10
경남,김해시,포장,서리/결빙,3,0,0,2,1
경남,김해시,포장,기타,1,0,1,0,0
경남,김해시,포장,침수,1,0,1,0,0
경남,김해시,비포장,건조,2,0,1,1,0
경남,김해시,비포장,젖음/습기,1,0,1,1,0
경남,밀양시,포장,건조,496,21,239,402,32
경남,밀양시,포장,젖음/습기,35,2,21,28,4
경남,밀양시,포장,기타,1,0,0,2,0
경남,거제시,포장,건조,902,14,433,877,33
경남,거제시,포장,젖음/습기,104,3,55,94,2
경남,거제시,포장,서리/결빙,1,0,2,0,0
경남,거제시,포장,기타,3,0,1,2,0
경남,거제시,비포장,건조,1,0,0,1,0
경남,의령군,포장,건조,124,4,69,105,14
경남,의령군,포장,젖음/습기,16,1,11,12,0
경남,의령군,포장,기타,1,0,0,1,0
경남,의령군,포장,침수,1,0,0,1,0
경남,의령군,비포장,건조,1,0,1,0,0
경남,함안군,포장,건조,298,17,133,297,18
경남,함안군,포장,젖음/습기,26,0,13,28,2
경남,함안군,포장,서리/결빙,3,0,1,2,0
경남,창녕군,포장,건조,313,5,203,241,21
경남,창녕군,포장,젖음/습기,18,2,15,17,1
경남,창녕군,포장,서리/결빙,1,0,0,1,0
경남,창녕군,비포장,기타,1,0,1,0,0
경남,양산시,포장,건조,1168,22,483,1051,155
경남,양산시,포장,젖음/습기,114,2,46,104,9
경남,양산시,포장,기타,1,0,1,0,0
경남,양산시,비포장,건조,2,0,0,2,0
경남,양산시,비포장,기타,1,1,0,0,0
경남,고성군,포장,건조,248,10,125,212,14
경남,고성군,포장,젖음/습기,16,0,8,19,1
경남,고성군,포장,적설,1,0,3,0,0
경남,고성군,비포장,건조,1,0,0,0,1
경남,사천시,포장,건조,601,9,264,568,87
경남,사천시,포장,젖음/습기,67,2,47,66,9
경남,남해군,포장,건조,170,7,121,103,42
경남,남해군,포장,젖음/습기,19,1,7,14,5
경남,남해군,비포장,건조,3,0,2,3,0
경남,하동군,포장,건조,137,11,86,96,15
경남,하동군,포장,젖음/습기,6,0,5,3,0
경남,산청군,포장,건조,150,2,104,124,25
경남,산청군,포장,젖음/습기,22,0,17,22,4
경남,산청군,비포장,건조,1,0,1,0,0
경남,함양군,포장,건조,183,7,104,134,38
경남,함양군,포장,젖음/습기,18,0,10,10,4
경남,거창군,포장,건조,223,15,103,165,17
경남,거창군,포장,젖음/습기,22,0,11,15,1
경남,거창군,포장,서리/결빙,2,0,5,0,0
경남,거창군,포장,기타,3,0,0,3,0
경남,합천군,포장,건조,171,9,116,107,3
경남,합천군,포장,젖음/습기,11,1,5,8,1
경남,합천군,포장,기타,2,0,1,1,0
경남,창원시(통합),포장,건조,2917,57,1192,2710,164
경남,창원시(통합),포장,젖음/습기,312,5,127,292,19
경남,창원시(통합),포장,기타,4,0,4,1,0
경남,창원시(통합),포장,침수,2,0,1,1,0
경남,창원시(통합),비포장,건조,4,0,3,2,0
경남,창원시(통합),비포장,젖음/습기,6,0,0,7,1
제주,제주시,포장,건조,2834,32,745,3024,528
제주,제주시,포장,젖음/습기,296,8,67,337,53
제주,제주시,포장,서리/결빙,1,0,1,0,0
제주,제주시,포장,기타,3,0,0,6,0
제주,제주시,비포장,건조,2,0,0,2,0
제주,제주시,비포장,젖음/습기,3,0,2,1,0
제주,서귀포시,포장,건조,1080,24,437,1089,191
제주,서귀포시,포장,젖음/습기,149,2,69,171,26
제주,서귀포시,포장,서리/결빙,1,0,0,1,0
제주,서귀포시,포장,적설,1,0,0,1,1
제주,서귀포시,포장,기타,38,0,10,40,10
제주,서귀포시,비포장,젖음/습기,4,0,3,3,0
대구,중구,포장,건조,818,10,204,817,231
대구,중구,포장,젖음/습기,51,1,19,41,13
대구,동구,포장,건조,1832,17,524,2029,218
대구,동구,포장,젖음/습기,118,2,38,131,27
대구,동구,포장,서리/결빙,1,0,1,1,0
대구,동구,포장,기타,2,0,1,4,0
대구,동구,비포장,젖음/습기,1,0,1,0,0
대구,서구,포장,건조,1235,8,391,1259,182
대구,서구,포장,젖음/습기,78,0,27,82,13
대구,서구,포장,기타,2,0,0,1,1
대구,서구,비포장,건조,2,0,0,2,0
대구,남구,포장,건조,824,4,230,865,95
대구,남구,포장,젖음/습기,75,0,32,82,11
대구,남구,포장,서리/결빙,1,0,0,0,1
대구,남구,포장,기타,2,0,0,2,0
대구,북구,포장,건조,2230,20,711,2278,275
대구,북구,포장,젖음/습기,176,2,57,190,26
대구,북구,포장,서리/결빙,1,0,0,0,1
대구,북구,포장,기타,3,0,3,0,0
대구,북구,비포장,건조,1,0,0,1,0
대구,북구,비포장,젖음/습기,2,0,1,1,0
대구,수성구,포장,건조,2265,8,603,2499,283
대구,수성구,포장,젖음/습기,169,1,56,204,16
대구,수성구,포장,서리/결빙,1,0,0,1,0
대구,수성구,포장,기타,1,0,1,0,0
대구,달서구,포장,건조,3434,15,866,3727,426
대구,달서구,포장,젖음/습기,237,2,68,253,28
대구,달서구,포장,서리/결빙,2,0,0,4,0
대구,달서구,포장,기타,4,0,1,4,0
대구,달서구,비포장,젖음/습기,2,0,0,4,0
대구,달성군,포장,건조,903,19,325,904,94
대구,달성군,포장,젖음/습기,57,3,27,66,12
대구,달성군,포장,서리/결빙,2,0,1,1,0
대구,달성군,포장,기타,3,0,1,1,1
대구,달성군,비포장,건조,1,0,1,0,0
인천,중구,포장,건조,590,5,205,751,49
인천,중구,포장,젖음/습기,38,1,15,38,0
인천,중구,포장,적설,2,0,0,3,0
인천,중구,비포장,젖음/습기,1,0,0,1,0
인천,동구,포장,건조,146,3,43,157,5
인천,동구,포장,젖음/습기,7,0,1,6,1
인천,동구,포장,기타,1,0,0,2,0
인천,미추홀구,포장,건조,1120,16,289,1072,139
인천,미추홀구,포장,젖음/습기,85,1,24,77,13
인천,미추홀구,포장,적설,1,0,0,1,0
인천,미추홀구,포장,기타,22,0,0,14,9
인천,미추홀구,포장,침수,1,0,0,3,0
인천,부평구,포장,건조,1180,14,301,1230,47
인천,부평구,포장,젖음/습기,88,2,21,97,0
인천,부평구,포장,서리/결빙,2,0,2,1,0
인천,부평구,포장,적설,4,0,1,4,0
인천,부평구,포장,기타,3,0,0,4,0
인천,부평구,포장,해빙,1,0,1,0,0
인천,남동구,포장,건조,1784,16,475,1962,107
인천,남동구,포장,젖음/습기,144,6,33,144,11
인천,남동구,포장,서리/결빙,3,1,1,5,1
인천,남동구,포장,적설,2,0,0,2,0
인천,남동구,포장,기타,3,0,1,3,0
인천,남동구,비포장,건조,1,0,0,2,0
인천,서구,포장,건조,1566,18,449,1732,52
인천,서구,포장,젖음/습기,111,2,43,112,5
인천,서구,포장,서리/결빙,5,0,1,3,2
인천,서구,포장,적설,2,0,0,2,0
인천,서구,포장,기타,3,0,0,4,0
인천,서구,비포장,젖음/습기,1,0,0,1,0
인천,연수구,포장,건조,599,9,171,653,25
인천,연수구,포장,젖음/습기,67,1,16,81,5
인천,연수구,포장,서리/결빙,2,0,0,2,0
인천,연수구,포장,적설,2,0,0,2,0
인천,계양구,포장,건조,801,9,212,823,43
인천,계양구,포장,젖음/습기,70,1,25,73,2
인천,계양구,포장,서리/결빙,4,0,1,6,0
인천,계양구,포장,적설,2,0,0,3,0
인천,계양구,비포장,건조,2,0,2,0,0
인천,강화군,포장,건조,176,8,72,162,2
인천,강화군,포장,젖음/습기,13,1,7,15,0
인천,강화군,포장,기타,10,0,2,18,0
인천,강화군,비포장,기타,1,1,0,0,0
인천,옹진군,포장,건조,30,3,16,26,6
인천,옹진군,포장,젖음/습기,1,0,4,0,0
인천,옹진군,포장,기타,1,0,0,3,0
광주,동구,포장,건조,561,4,125,709,28
광주,동구,포장,젖음/습기,42,2,11,56,3
광주,동구,포장,침수,1,0,1,0,0
광주,서구,포장,건조,1962,6,285,2772,126
광주,서구,포장,젖음/습기,141,1,19,227,8
광주,서구,포장,기타,1,0,1,1,0
광주,서구,비포장,건조,1,0,1,0,0
광주,서구,비포장,젖음/습기,1,0,0,0,1
광주,북구,포장,건조,2212,11,400,2911,152
광주,북구,포장,젖음/습기,212,4,46,275,11
광주,북구,포장,서리/결빙,1,0,0,1,0
광주,북구,포장,기타,3,0,2,1,0
광주,북구,비포장,건조,1,0,0,1,0
광주,북구,비포장,젖음/습기,1,0,0,1,0
광주,광산구,포장,건조,1909,12,360,2650,143
광주,광산구,포장,젖음/습기,215,3,32,317,23
광주,광산구,포장,기타,3,0,0,3,0
광주,광산구,비포장,젖음/습기,2,0,0,3,0
광주,남구,포장,건조,858,6,158,1105,45
광주,남구,포장,젖음/습기,41,0,5,55,1
광주,남구,포장,기타,1,0,0,1,0
대전,동구,포장,건조,1315,11,300,1638,46
대전,동구,포장,젖음/습기,112,3,32,140,2
대전,동구,포장,서리/결빙,1,0,0,1,0
대전,동구,포장,기타,1,0,0,2,0
대전,동구,비포장,건조,1,0,0,1,0
대전,중구,포장,건조,1255,9,353,1457,82
대전,중구,포장,젖음/습기,91,3,24,97,7
대전,중구,포장,기타,1,0,0,0,1
대전,중구,비포장,건조,1,0,0,0,1
대전,서구,포장,건조,2470,21,557,3036,180
대전,서구,포장,젖음/습기,205,2,41,270,8
대전,서구,포장,서리/결빙,1,0,0,2,0
대전,서구,비포장,건조,1,0,1,1,0
대전,유성구,포장,건조,1854,13,420,2290,199
대전,유성구,포장,젖음/습기,168,1,42,190,12
대전,유성구,포장,서리/결빙,4,0,2,3,1
대전,유성구,포장,적설,1,0,0,2,0
대전,대덕구,포장,건조,779,13,194,879,38
대전,대덕구,포장,젖음/습기,72,1,16,71,6
대전,대덕구,포장,적설,1,0,1,0,0
대전,대덕구,포장,기타,3,0,0,3,0
울산,중구,포장,건조,662,4,233,638,94
울산,중구,포장,젖음/습기,74,1,19,83,8
울산,중구,비포장,기타,1,0,0,1,0
울산,남구,포장,건조,1235,8,451,1160,121
울산,남구,포장,젖음/습기,139,1,39,132,12
울산,남구,포장,기타,5,0,1,3,1
울산,남구,포장,침수,1,0,0,2,0
울산,남구,비포장,건조,2,0,0,1,1
울산,남구,비포장,젖음/습기,1,0,0,1,0
울산,동구,포장,건조,511,0,184,469,12
울산,동구,포장,젖음/습기,78,1,21,85,2
울산,동구,포장,기타,38,0,6,32,4
울산,동구,비포장,건조,1,0,0,2,0
울산,북구,포장,건조,609,12,245,648,88
울산,북구,포장,젖음/습기,75,1,33,72,8
울산,북구,포장,기타,9,0,4,11,1
울산,울주군,포장,건조,821,25,315,803,111
울산,울주군,포장,젖음/습기,83,2,34,95,13
울산,울주군,포장,해빙,1,0,0,1,0
울산,울주군,비포장,젖음/습기,1,0,1,0,0
세종,세종시,포장,건조,846,15,345,829,23
세종,세종시,포장,젖음/습기,71,0,36,58,3
세종,세종시,포장,서리/결빙,1,0,0,2,0
세종,세종시,포장,적설,1,0,0,2,0
세종,세종시,포장,기타,1,0,0,1,0
세종,세종시,비포장,건조,1,0,0,1,0
세종,세종시,비포장,젖음/습기,1,0,1,0,0
