시도,시군구,사고건수,사망자수,중상자수,경상자수,부상신고자수
경북,구미시,39,0,15,23,2
경북,영주시,2,0,0,1,1
경북,영천시,10,0,3,5,2
경북,문경시,5,0,2,3,0
경북,상주시,11,1,7,4,0
경북,영덕군,3,0,3,0,0
경북,고령군,4,0,0,4,0
경북,성주군,1,0,1,0,0
경북,칠곡군,16,0,5,9,2
경북,예천군,2,0,1,1,0
경북,울진군,2,0,1,1,0
경북,경산시,27,0,9,18,0
경남,진주시,21,0,10,10,1
경남,통영시,13,0,4,9,0
경남,김해시,40,0,15,23,2
경남,밀양시,4,0,2,0,2
경남,거제시,26,0,15,13,0
경남,의령군,1,0,1,0,0
경남,함안군,8,0,2,6,0
경남,창녕군,4,0,1,3,0
경남,양산시,26,0,16,8,2
경남,고성군,4,0,1,3,0
경남,사천시,14,0,5,7,2
경남,남해군,3,0,1,2,0
경남,하동군,3,0,0,3,0
경남,산청군,4,0,4,0,0
경남,함양군,2,0,0,1,1
경남,거창군,3,0,2,1,0
경남,합천군,1,0,1,0,0
경남,창원시(통합),70,2,31,38,2
제주,제주시,78,0,22,50,7
제주,서귀포시,21,0,7,12,2
대구,중구,7,0,1,4,2
대구,동구,24,0,6,17,2
대구,서구,17,0,5,9,4
대구,남구,12,0,4,11,0
대구,북구,50,0,20,26,5
대구,수성구,57,0,23,37,1
대구,달서구,64,0,13,50,3
대구,달성군,21,0,7,15,2
인천,중구,8,0,0,9,0
인천,동구,3,0,0,4,0
인천,미추홀구,27,0,6,15,6
인천,부평구,27,0,7,18,2
인천,남동구,30,0,8,21,1
인천,서구,36,0,10,26,0
인천,연수구,16,0,5,10,1
인천,계양구,14,0,3,13,0
인천,강화군,3,0,2,1,0
광주,동구,13,0,2,11,0
광주,서구,24,0,5,21,0
광주,북구,49,0,12,35,3
광주,광산구,46,0,13,33,3
광주,남구,15,0,4,12,1
대전,동구,12,0,4,7,1
대전,중구,19,0,6,13,0
대전,서구,44,0,6,34,4
대전,유성구,20,0,8,9,3
대전,대덕구,15,0,6,8,1
울산,중구,22,0,9,12,1
울산,남구,27,0,12,14,1
울산,동구,17,0,4,13,0
울산,북구,20,1,5,14,0
울산,울주군,24,1,8,12,3
세종,세종시,19,0,8,13,0
